%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1536693691586686552,7657,1536693691586499832,,1500,1543,1468,1536,1573,1573,1500,1926
1536693691888354808,7658,1536693691887706840,,1500,1533,1484,1529,1559,1559,1500,1926
1536693692232327448,7659,1536693692232000984,,1500,1518,1516,1527,1554,1554,1500,1926
1536693692584273656,7660,1536693692583906360,,1500,1502,1540,1516,1532,1532,1500,1926
1536693692848722168,7661,1536693692846055544,,1500,1492,1572,1508,1517,1517,1500,1926
1536693693139934200,7662,1536693693139523736,,1500,1486,1596,1502,1505,1505,1500,1926
1536693693543704728,7663,1536693693543240952,,1500,1489,1612,1501,1503,1503,1500,1926
1536693693823261912,7664,1536693693822734200,,1500,1487,1612,1500,1501,1501,1500,1926
1536693694175202520,7665,1536693694174676600,,1500,1488,1620,1500,1500,1500,1500,1926
1536693694529422872,7666,1536693694529103544,,1500,1491,1620,1499,1498,1498,1500,1926
1536693694888667448,7667,1536693694888442392,,1500,1497,1620,1497,1494,1494,1500,1926
1536693695195542712,7668,1536693695195156312,,1500,1501,1612,1498,1495,1495,1500,1926
1536693695486355192,7669,1536693695486102488,,1500,1505,1596,1497,1494,1494,1500,1926
1536693695853460120,7670,1536693695852975512,,1500,1508,1580,1496,1490,1490,1500,1926
1536693696188484408,7671,1536693696188219512,,1500,1512,1564,1496,1491,1491,1500,1926
1536693696370771832,7672,1536693696370530584,,1500,1512,1564,1495,1490,1490,1500,1926
1536693696588701624,7673,1536693696586907064,,1500,1510,1556,1494,1487,1487,1500,1926
1536693696932350104,7674,1536693696932121368,,1500,1512,1540,1495,1490,1490,1500,1926
1536693697172873016,7675,1536693697172421656,,1500,1511,1532,1497,1494,1494,1500,1926
1536693697546524536,7676,1536693697546334680,,1500,1507,1524,1499,1497,1497,1500,1926
1536693697873903576,7677,1536693697873552248,,1500,1501,1524,1498,1496,1496,1500,1926
1536693698277104408,7678,1536693698276771704,,1500,1498,1540,1497,1493,1493,1500,1926
1536693698612433784,7679,1536693698611858456,,1500,1498,1548,1498,1495,1495,1500,1926
1536693698943165784,7680,1536693698942671608,,1500,1499,1556,1500,1500,1500,1500,1926
1536693699253026584,7681,1536693699252763384,,1500,1500,1556,1502,1504,1504,1500,1926
1536693699565564408,7682,1536693699565283000,,1500,1500,1564,1501,1503,1503,1500,1926
1536693699914624696,7683,1536693699914229208,,1500,1501,1564,1500,1501,1501,1500,1926
1536693700315322456,7684,1536693700314851160,,1500,1505,1572,1489,1477,1477,1500,1926
1536693700600377368,7685,1536693700600066840,,1500,1509,1564,1486,1471,1471,1500,1926
1536693700934556696,7686,1536693700928933528,,1500,1515,1540,1478,1455,1455,1500,1926
1536693701220851800,7687,1536693701220325976,,1500,1523,1524,1476,1451,1451,1500,1926
1536693701540557240,7688,1536693701539144920,,1500,1533,1500,1477,1454,1454,1500,1926
1536693701898410040,7689,1536693701898071160,,1500,1546,1476,1481,1461,1461,1500,1926
1536693702227363512,7690,1536693702226803864,,1500,1557,1444,1491,1481,1481,1500,1926
1536693702620627672,7691,1536693702620134936,,1500,1561,1412,1505,1511,1511,1500,1926
1536693702993495672,7692,1536693702993040312,,1500,1556,1412,1508,1517,1517,1500,1926
1536693703393288760,7693,1536693703392962840,,1500,1548,1412,1510,1520,1520,1500,1926
1536693703673472760,7694,1536693703673209304,,1500,1539,1420,1506,1512,1512,1500,1926
1536693704079046712,7695,1536693704078747640,,1500,1524,1452,1506,1513,1513,1500,1926
1536693704434619192,7696,1536693704434256568,,1500,1509,1476,1510,1520,1520,1500,1926
1536693704832075160,7697,1536693704831765560,,1500,1500,1516,1511,1522,1522,1500,1926
1536693705181427000,7698,1536693705181250936,,1500,1501,1524,1513,1527,1527,1500,1926
1536693705525411960,7699,1536693705525154392,,1500,1500,1548,1511,1522,1522,1500,1926
1536693705854082552,7700,1536693705852972344,,1500,1501,1556,1508,1517,1517,1500,1926
1536693706219492792,7701,1536693706219222104,,1500,1500,1572,1505,1510,1510,1500,1926
1536693706581776312,7702,1536693706581649560,,1500,1497,1580,1500,1501,1501,1500,1926
1536693706920311576,7703,1536693706919948824,,1500,1498,1596,1500,1501,1501,1500,1926
1536693707177470840,7704,1536693707176344216,,1500,1498,1596,1500,1500,1500,1500,1926
1536693707527229976,7705,1536693707526871544,,1500,1498,1596,1500,1499,1499,1500,1926
1536693707872164472,7706,1536693707871662392,,1500,1500,1596,1497,1494,1494,1500,1926
1536693708047984088,7707,1536693708047760792,,1500,1500,1596,1495,1490,1490,1500,1926
1536693708419138392,7708,1536693708418962936,,1500,1507,1580,1495,1489,1489,1500,1926
1536693708738697816,7709,1536693708738437720,,1500,1512,1564,1494,1487,1487,1500,1926
1536693709093886328,7710,1536693709093090712,,1500,1516,1556,1491,1482,1482,1500,1926
1536693709498464632,7711,1536693709492135448,,1500,1521,1540,1489,1478,1478,1500,1926
