%time,field.header.seq,field.header.stamp,field.header.frame_id,field.rssi,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7,field.channels8,field.channels9,field.channels10,field.channels11,field.channels12,field.channels13,field.channels14,field.channels15
1536693691594917272,7658,1536693691594618136,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693691891193496,7659,1536693691890897944,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693692234684728,7660,1536693692234430616,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693692586652888,7661,1536693692585952024,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693692851700920,7662,1536693692847743192,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693693142220952,7663,1536693693142006264,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693693547152440,7664,1536693693546385656,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693693824811416,7665,1536693693824521528,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693694177903224,7666,1536693694177652600,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693694534871032,7667,1536693694534514008,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693694890266808,7668,1536693694890049560,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693695198123512,7669,1536693695197896280,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693695517835512,7670,1536693695517456056,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693695855673400,7671,1536693695855356056,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693696190591256,7672,1536693696190222168,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693696375970520,7673,1536693696375536120,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693696590875896,7674,1536693696590586904,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693696934438072,7675,1536693696934274904,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693697201809592,7676,1536693697201544856,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693697548703160,7677,1536693697547894712,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693697877973592,7678,1536693697877651192,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693698291873528,7679,1536693698290992280,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693698615225656,7680,1536693698614653144,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693698944173720,7681,1536693698943904056,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693699255616120,7682,1536693699255359320,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693699567820216,7683,1536693699567614776,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693699919288696,7684,1536693699918255160,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693700322242936,7685,1536693700319359384,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693700612430776,7686,1536693700606944600,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693700934532728,7687,1536693700931061272,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693701252534136,7688,1536693701252222968,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693701544132088,7689,1536693701541798264,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693701907494040,7690,1536693701907161720,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693702229945624,7691,1536693702229671096,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693702651999928,7692,1536693702651628568,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693702999664728,7693,1536693702996815320,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693703396943800,7694,1536693703396535640,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693703683853208,7695,1536693703683327352,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693704080767608,7696,1536693704080499928,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693704438441272,7697,1536693704438050648,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693704835461656,7698,1536693704835154872,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693705183287384,7699,1536693705183140056,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693705530133912,7700,1536693705527466872,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693705857170168,7701,1536693705856391384,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693706221505912,7702,1536693706221289016,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693706582886680,7703,1536693706582760952,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693706928269400,7704,1536693706927880248,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693707177350456,7705,1536693707176533464,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693707529688856,7706,1536693707529218968,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693707874101816,7707,1536693707873675320,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693708050298008,7708,1536693708050092728,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693708421174104,7709,1536693708420979384,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536693708739646872,7710,1536693708739486776,,0,1514,1552,1495,1510,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
