%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1536693691692766072,5548,1536693691692392120,,1536695815237000000,fcu
1536693692125976088,5549,1536693692125819608,,1536695815677000000,fcu
1536693692672266552,5550,1536693692672039224,,1536695816202000000,fcu
1536693693082465880,5551,1536693693082220600,,1536695816621000000,fcu
1536693693580010040,5552,1536693693578557080,,1536695817119000000,fcu
1536693694031041880,5553,1536693694029228600,,1536695817579000000,fcu
1536693694636411800,5554,1536693694635646776,,1536695818178000000,fcu
1536693695018905048,5555,1536693695018673720,,1536695818558000000,fcu
1536693695539598584,5556,1536693695539129688,,1536695819078000000,fcu
1536693695977683704,5557,1536693695976692920,,1536695819519000000,fcu
1536693696463182744,5558,1536693696462866136,,1536695819998000000,fcu
1536693696852569240,5559,1536693696852159352,,1536695820378000000,fcu
1536693697101234968,5560,1536693697100840088,,1536695820638000000,fcu
1536693697754952344,5561,1536693697754678424,,1536695821298000000,fcu
1536693698089192984,5562,1536693698088819352,,1536695821638000000,fcu
1536693698565635480,5563,1536693698565262968,,1536695822099000000,fcu
1536693698948305816,5564,1536693698947956856,,1536695822498000000,fcu
1536693699443221432,5565,1536693699442995768,,1536695822979000000,fcu
1536693699839323064,5566,1536693699839091064,,1536695823398000000,fcu
1536693700410894904,5567,1536693700410566424,,1536695823939000000,fcu
1536693700910852056,5568,1536693700910093144,,1536695824437000000,fcu
1536693701310372888,5569,1536693701310061784,,1536695824838000000,fcu
1536693701756547064,5570,1536693701756351416,,1536695825299000000,fcu
1536693702336403576,5571,1536693702336170872,,1536695825859000000,fcu
1536693702878439192,5572,1536693702878150616,,1536695826421000000,fcu
1536693703230264184,5573,1536693703229899416,,1536695826778000000,fcu
1536693703727103512,5574,1536693703726918552,,1536695827278000000,fcu
1536693704119818328,5575,1536693704119499896,,1536695827678000000,fcu
1536693704687354360,5576,1536693704687147288,,1536695828222000000,fcu
1536693705364450616,5577,1536693705364177464,,1536695828898000000,fcu
1536693705810069720,5578,1536693705809854648,,1536695829338000000,fcu
1536693706225438104,5579,1536693706225204760,,1536695829778000000,fcu
1536693706805619448,5580,1536693706805405048,,1536695830359000000,fcu
1536693707216467128,5581,1536693707214008024,,1536695830759000000,fcu
1536693707695860088,5582,1536693707695687768,,1536695831238000000,fcu
1536693708006424888,5583,1536693708006259896,,1536695831559000000,fcu
1536693708508276696,5584,1536693708508056312,,1536695832038000000,fcu
1536693708981051288,5585,1536693708980838872,,1536695832519000000,fcu
1536693709514248632,5586,1536693709514076888,,1536695833059000000,fcu
1536693710002585432,5587,1536693710002383896,,1536695833559000000,fcu
1536693710415253752,5588,1536693710415066776,,1536695833959000000,fcu
1536693710910929656,5589,1536693710910740312,,1536695834460000000,fcu
1536693711437847320,5590,1536693711437628376,,1536695834978000000,fcu
1536693711933256472,5591,1536693711932775256,,1536695835477000000,fcu
