%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1536693691529556696,24441,1536693691529148760,base_link,38.45,0.0
1536693691585903256,24442,1536693691585693208,base_link,38.45,0.0
1536693691689475768,24443,1536693691689251992,base_link,38.45,0.0
1536693691805294616,24444,1536693691803878968,base_link,38.45,0.0
1536693691886851576,24445,1536693691886389496,base_link,38.45,0.0
1536693691984100056,24446,1536693691983521592,base_link,38.45,0.0
1536693692081869368,24447,1536693692081592344,base_link,38.45,0.0
1536693692165962744,24448,1536693692163986072,base_link,38.45,0.0
1536693692270881176,24449,1536693692268759448,base_link,38.45,0.0
1536693692434328344,24450,1536693692433841080,base_link,38.45,0.0
1536693692476461624,24451,1536693692476015288,base_link,38.45,0.0
1536693692552474456,24452,1536693692552214968,base_link,38.45,0.0
1536693692671283928,24453,1536693692671000728,base_link,38.45,0.0
1536693692770405560,24454,1536693692770181496,base_link,38.45,0.0
1536693692878309880,24455,1536693692878075608,base_link,38.45,0.0
1536693692975931960,24456,1536693692972489688,base_link,38.45,0.0
1536693693080933816,24457,1536693693080731768,base_link,38.45,0.0
1536693693175170456,24458,1536693693174780600,base_link,38.45,0.0
1536693693295045240,24459,1536693693294819832,base_link,38.44,0.0
1536693693372016216,24460,1536693693371758936,base_link,38.45,0.0
1536693693469160504,24461,1536693693468829304,base_link,38.45,0.0
1536693693564212856,24462,1536693693563345816,base_link,38.45,0.0
1536693693703867512,24463,1536693693703611064,base_link,38.45,0.0
1536693693777957752,24464,1536693693777478744,base_link,38.45,0.0
1536693693876858648,24465,1536693693876135672,base_link,38.45,0.0
1536693693981957176,24466,1536693693980847384,base_link,38.44,0.0
1536693694102589944,24467,1536693694102279320,base_link,38.44,0.0
1536693694173529464,24468,1536693694173122904,base_link,38.44,0.0
1536693694287130840,24469,1536693694286696696,base_link,38.44,0.0
1536693694365091736,24470,1536693694361249176,base_link,38.44,0.0
1536693694497367544,24471,1536693694497149176,base_link,38.44,0.0
1536693694590738296,24472,1536693694590332184,base_link,38.44,0.0
1536693694686132760,24473,1536693694685903640,base_link,38.44,0.0
1536693694759692696,24474,1536693694759247000,base_link,38.44,0.0
1536693694887873656,24475,1536693694887519736,base_link,38.44,0.0
1536693694987070712,24476,1536693694986735736,base_link,38.44,0.0
1536693695094324504,24477,1536693695093339928,base_link,38.44,0.0
1536693695193970968,24478,1536693695193665912,base_link,38.43,0.0
1536693695289546904,24479,1536693695289259960,base_link,38.44,0.0
1536693695377134328,24480,1536693695376238712,base_link,38.44,0.0
1536693695520339288,24481,1536693695519993144,base_link,38.43,0.0
1536693695576388824,24482,1536693695576152632,base_link,38.43,0.0
1536693695690440504,24483,1536693695690261560,base_link,38.43,0.0
1536693695747091416,24484,1536693695746878552,base_link,38.43,0.0
1536693695861575096,24485,1536693695861257048,base_link,38.43,0.0
1536693695952174488,24486,1536693695951819128,base_link,38.43,0.0
1536693696124295960,24487,1536693696123913688,base_link,38.43,0.0
1536693696195633624,24488,1536693696195259544,base_link,38.43,0.0
1536693696267772888,24489,1536693696267360312,base_link,38.43,0.0
1536693696367213304,24490,1536693696366972664,base_link,38.43,0.0
1536693696468783544,24491,1536693696465437112,base_link,38.43,0.0
1536693696584785720,24492,1536693696584239320,base_link,38.43,0.0
1536693696700673208,24493,1536693696700406040,base_link,38.43,0.0
1536693696766354424,24494,1536693696766054520,base_link,38.43,0.0
1536693696869143384,24495,1536693696868838904,base_link,38.43,0.0
1536693696971879672,24496,1536693696970925336,base_link,38.43,0.0
