%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1539875435221659656,1442,1539875435221347464,map,256.425842285,18.9309329987,76.4722671509,0.0149387860716,0.0130217163962,-0.9809572438,-0.193210127605
1539875435492917064,1443,1539875435490641096,map,252.030807495,19.9819812775,76.4745941162,0.025519621133,0.0105503109183,-0.982209385725,-0.185747577295
1539875435732181800,1444,1539875435730990056,map,248.240402222,20.9128379822,76.4017562866,0.025519621133,0.0105503109183,-0.982209385725,-0.185747577295
1539875435986350920,1445,1539875435985628584,map,244.15574646,21.9863948822,76.27293396,0.00860087444414,-0.0855782173863,-0.977949129582,-0.190309993476
1539875436225740264,1446,1539875436224526760,map,240.762908936,22.9782714844,76.1075668335,0.00311021072277,-0.171504595229,-0.965815632837,-0.194362197385
1539875436482230984,1447,1539875436480789608,map,236.850372314,24.2897644043,75.7588653564,0.00311021072277,-0.171504595229,-0.965815632837,-0.194362197385
1539875436730863144,1448,1539875436730142248,map,233.06413269,25.7804203033,75.2263946533,0.00490588974392,-0.247427199888,-0.947378305634,-0.203051862872
1539875436993115112,1449,1539875436992022152,map,229.436355591,27.4515857697,74.4646911621,0.0189120865544,-0.281596769478,-0.933756005302,-0.220102964462
1539875437245425064,1450,1539875437242261640,map,226.193145752,29.1039333344,73.5569381714,0.0189120865544,-0.281596769478,-0.933756005302,-0.220102964462
1539875437488037000,1451,1539875437486764296,map,222.761581421,30.9735984802,72.3223571777,0.0562241329792,-0.269374998545,-0.927575278016,-0.252745050678
1539875437749101448,1452,1539875437746475464,map,219.39805603,33.0082054138,70.9534301758,0.10369280837,-0.227069615292,-0.915991166682,-0.314081794863
1539875437960098952,1453,1539875437959463880,map,216.849563599,34.6724357605,69.8192749023,0.10369280837,-0.227069615292,-0.915991166682,-0.314081794863
1539875438155954024,1454,1539875438154837224,map,214.330078125,36.4118309021,68.6003799438,0.13246947596,-0.209125195664,-0.895952911813,-0.368763976402
1539875438436041960,1455,1539875438432164744,map,211.117462158,38.7667694092,66.8161239624,0.13246947596,-0.209125195664,-0.895952911813,-0.368763976402
1539875438672512488,1456,1539875438670442088,map,207.987945557,41.2862167358,64.8981933594,0.132375670501,-0.219036560535,-0.88382896514,-0.391594212658
1539875438909586952,1457,1539875438908752104,map,205.160522461,43.7764892578,63.0886001587,0.132375670501,-0.219036560535,-0.88382896514,-0.391594212658
1539875439166746568,1458,1539875439165980456,map,202.104217529,46.6292533875,61.2328300476,0.127837169827,-0.186502538804,-0.897847680775,-0.37781477361
1539875439406364552,1459,1539875439405628968,map,199.511703491,49.1012153625,59.7069892883,0.147541984874,-0.121191730384,-0.898468362413,-0.395346087534
1539875439671798536,1460,1539875439670999272,map,196.179489136,52.2784118652,57.8081207275,0.147541984874,-0.121191730384,-0.898468362413,-0.395346087534
1539875439904336296,1461,1539875439902755528,map,193.51914978,54.8180427551,56.4017181396,0.140478660122,-0.0950120921498,-0.898793895244,-0.404237531989
1539875440143447016,1462,1539875440142637640,map,190.582595825,57.6341590881,54.9821052551,0.124594022708,-0.101376367832,-0.897525568057,-0.410666551152
1539875440380276936,1463,1539875440379634056,map,187.414199829,60.7116966248,53.4515991211,0.124594022708,-0.101376367832,-0.897525568057,-0.410666551152
1539875440645416200,1464,1539875440644160968,map,184.499420166,63.5374526978,51.9776916504,0.1193000135,-0.0935178388617,-0.910205288945,-0.3854195799
1539875440875887528,1465,1539875440875465864,map,181.564376831,66.3388137817,50.4911956787,0.127019441875,-0.0586904087729,-0.914945778273,-0.378544211585
1539875441105645000,1466,1539875441104089032,map,178.580368042,69.0945205688,49.0509605408,0.127019441875,-0.0586904087729,-0.914945778273,-0.378544211585
1539875441387731400,1467,1539875441386822856,map,175.258270264,72.0487670898,47.6863899231,0.11022020432,-0.0286276674623,-0.9135652482,-0.390423488658
1539875441562459080,1468,1539875441561634152,map,172.908309937,74.1268310547,47.0017662048,0.11022020432,-0.0286276674623,-0.9135652482,-0.390423488658
1539875441824137672,1469,1539875441820351784,map,169.47807312,77.201965332,46.5481643677,0.0545863498512,-0.0465026768941,-0.916229176302,-0.394185144247
1539875442064428168,1470,1539875442063829576,map,166.051834106,80.2912597656,46.6007347107,0.01182801223,-0.0295635542352,-0.925180860909,-0.3781884041
1539875442278620456,1471,1539875442276143880,map,163.448379517,82.6239013672,46.6713943481,0.01182801223,-0.0295635542352,-0.925180860909,-0.3781884041
1539875442537235944,1472,1539875442536385288,map,160.147705078,85.6323547363,46.6348381042,-0.034927260437,-0.0404017868742,-0.926851710823,-0.371609591158
1539875442794178088,1473,1539875442793418632,map,156.927810669,88.5650253296,46.7155303955,-0.034927260437,-0.0404017868742,-0.926851710823,-0.371609591158
1539875443006829384,1474,1539875443004953064,map,154.496994019,90.8096084595,46.8693161011,-0.0529929717565,-0.00590563714145,-0.921872256675,-0.383807778408
1539875443221845288,1475,1539875443220748840,map,151.913040161,93.234161377,47.1194839478,-0.072489770008,-0.00380025583673,-0.924575006535,-0.374021187355
1539875443462846984,1476,1539875443449043208,map,149.165466309,95.8169784546,47.4802513123,-0.0767407753088,0.0193700295437,-0.929877868807,-0.359253120326
