%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1532134704595571088,3922,1532134704593616208,,1500,1509,1164,1561,1622,1622,1500,2036
1532134704942223248,3923,1532134704939071568,,1500,1504,1100,1539,1579,1579,1500,2036
1532134705255350608,3924,1532134705255008752,,1500,1506,1100,1526,1553,1553,1500,2036
1532134705517822640,3925,1532134705517552592,,1500,1499,1100,1510,1521,1521,1500,2036
1532134705781655536,3926,1532134705778002736,,1500,1510,1100,1501,1502,1502,1500,2036
1532134706086925136,3927,1532134706085001744,,1500,1539,1100,1488,1476,1476,1500,2036
1532134706509090128,3928,1532134706504661328,,1500,1555,1100,1482,1464,1464,1500,2036
1532134706801547056,3929,1532134706799753200,,1500,1563,1100,1489,1477,1477,1500,2036
1532134707143625776,3930,1532134707143199600,,1500,1565,1100,1494,1488,1488,1500,2036
1532134707499571120,3931,1532134707499164208,,1500,1565,1100,1496,1492,1492,1500,2036
1532134707817529872,3932,1532134707817161296,,1500,1553,1100,1500,1500,1500,1500,2036
1532134708236778800,3933,1532134708236498608,,1500,1540,1100,1502,1505,1505,1500,2036
1532134708501245456,3934,1532134708500401424,,1500,1535,1100,1505,1511,1511,1500,2036
1532134708833859664,3935,1532134708833600336,,1500,1526,1100,1505,1511,1511,1500,2036
1532134709181977456,3936,1532134709180554320,,1500,1520,1100,1504,1508,1508,1500,2036
1532134709475522800,3937,1532134709475292240,,1500,1515,1100,1492,1484,1484,1500,2036
1532134709889812624,3938,1532134709886311248,,1500,1509,1100,1491,1481,1481,1500,2036
1532134710224320528,3939,1532134710223883152,,1500,1506,1100,1500,1499,1499,1500,2036
1532134710551578416,3940,1532134710551364912,,1500,1503,1100,1505,1511,1511,1500,2036
1532134710909408432,3941,1532134710909060816,,1500,1502,1100,1504,1509,1509,1500,2036
1532134711242304240,3942,1532134711242010768,,1500,1506,1100,1507,1515,1515,1500,2036
1532134711583040944,3943,1532134711582393360,,1500,1511,1100,1517,1535,1535,1500,2036
1532134711898885392,3944,1532134711898638672,,1500,1517,1100,1531,1563,1563,1500,2036
1532134712198707440,3945,1532134712198460784,,1500,1522,1100,1526,1553,1553,1500,2036
1532134712542824336,3946,1532134712542329712,,1500,1526,1100,1535,1571,1571,1500,2036
1532134712903589328,3947,1532134712903312208,,1500,1522,1100,1541,1583,1583,1500,2036
1532134713280364368,3948,1532134713279372208,,1500,1512,1100,1525,1551,1551,1500,2036
1532134713637907088,3949,1532134713637611600,,1500,1500,1100,1516,1533,1533,1500,2036
1532134714014785104,3950,1532134714014508112,,1500,1486,1100,1512,1525,1525,1500,2036
1532134714321160368,3951,1532134714320984848,,1500,1474,1100,1508,1517,1517,1500,2036
1532134714728803440,3952,1532134714728569392,,1500,1463,1100,1506,1513,1513,1500,2036
1532134715038702864,3953,1532134715038469712,,1500,1459,1100,1509,1518,1518,1500,2036
1532134715377710160,3954,1532134715376176880,,1500,1453,1100,1508,1516,1516,1500,2036
1532134715671115408,3955,1532134715670645424,,1500,1450,1100,1507,1514,1514,1500,2036
1532134716044320304,3956,1532134716043909904,,1500,1452,1132,1512,1525,1525,1500,2036
1532134716348010032,3957,1532134716346950224,,1500,1448,1140,1509,1518,1518,1500,2036
1532134716689038000,3958,1532134716687831600,,1500,1449,1172,1508,1516,1516,1500,2036
1532134716978869168,3959,1532134716976982064,,1500,1449,1196,1504,1509,1509,1500,2036
1532134717371324208,3960,1532134717364405104,,1500,1443,1220,1500,1499,1499,1500,2036
1532134717709946672,3961,1532134717709145648,,1500,1432,1252,1497,1494,1494,1500,2036
1532134718054012048,3962,1532134718052967888,,1500,1421,1300,1494,1487,1487,1500,2036
1532134718394633200,3963,1532134718394439440,,1500,1426,1316,1498,1495,1495,1500,2036
1532134718638123504,3964,1532134718637872208,,1500,1434,1308,1500,1500,1500,1500,2036
1532134718978552976,3965,1532134718969515792,,1500,1438,1308,1493,1485,1485,1500,2036
1532134719265313808,3966,1532134719264510064,,1500,1446,1284,1484,1467,1467,1500,2036
1532134719584885584,3967,1532134719584593360,,1500,1456,1260,1469,1438,1438,1500,2036
1532134719925860432,3968,1532134719925538608,,1500,1472,1260,1458,1416,1416,1500,2036
