%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1536691595476522648,802,1536691595473927288,,1536697078558000000,fcu
1536691596078569816,803,1536691596078394104,,1536697079160000000,fcu
1536691596557295096,804,1536691596557086712,,1536697079658000000,fcu
1536691596889114808,805,1536691596888339160,,1536697079982000000,fcu
1536691597290029592,806,1536691597289764152,,1536697080380000000,fcu
1536691597825603416,807,1536691597825292728,,1536697080920000000,fcu
1536691598346627192,808,1536691598345683864,,1536697081439000000,fcu
1536691598840282360,809,1536691598840029656,,1536697081920000000,fcu
1536691599330013592,810,1536691599325792440,,1536697082398000000,fcu
1536691599788879416,811,1536691599781984184,,1536697082879000000,fcu
1536691600289933784,812,1536691600288411960,,1536697083379000000,fcu
1536691600765040344,813,1536691600764827800,,1536697083841000000,fcu
1536691601190680376,814,1536691601188264984,,1536697084259000000,fcu
1536691601590702168,815,1536691601590462616,,1536697084680000000,fcu
1536691602115546392,816,1536691602115344600,,1536697085199000000,fcu
1536691602599817880,817,1536691602597836440,,1536697085681000000,fcu
1536691603238410680,818,1536691603238243256,,1536697086320000000,fcu
1536691603591973464,819,1536691603591774072,,1536697086680000000,fcu
1536691604037524728,820,1536691604037264856,,1536697087120000000,fcu
1536691604443027832,821,1536691604442834936,,1536697087520000000,fcu
1536691604825052792,822,1536691604824829528,,1536697087919000000,fcu
1536691605352992856,823,1536691605352824216,,1536697088438000000,fcu
1536691605742025784,824,1536691605741654104,,1536697088837000000,fcu
1536691606230850136,825,1536691606230625880,,1536697089301000000,fcu
1536691606755378008,826,1536691606754556024,,1536697089838000000,fcu
1536691607282475320,827,1536691607281883512,,1536697090360000000,fcu
1536691607807189432,828,1536691607806818328,,1536697090898000000,fcu
1536691608320987096,829,1536691608320558840,,1536697091398000000,fcu
1536691608811035256,830,1536691608810691384,,1536697091898000000,fcu
1536691609354734648,831,1536691609354432888,,1536697092423000000,fcu
1536691609683023192,832,1536691609682570200,,1536697092780000000,fcu
1536691610193552216,833,1536691610193214264,,1536697093279000000,fcu
1536691610707770776,834,1536691610707508312,,1536697093799000000,fcu
1536691611072142488,835,1536691611070465208,,1536697094159000000,fcu
1536691611384702712,836,1536691611384413528,,1536697094478000000,fcu
1536691611873036216,837,1536691611872736408,,1536697094957000000,fcu
1536691612394120984,838,1536691612392804344,,1536697095479000000,fcu
1536691612908053080,839,1536691612907870616,,1536697095982000000,fcu
1536691613279018264,840,1536691613277405080,,1536697096360000000,fcu
1536691613747686648,841,1536691613747470648,,1536697096837000000,fcu
1536691614352917784,842,1536691614352590904,,1536697097439000000,fcu
1536691614798865784,843,1536691614794151800,,1536697097881000000,fcu
1536691615307165368,844,1536691615302808280,,1536697098398000000,fcu
1536691615987155320,845,1536691615985854488,,1536697099079000000,fcu
1536691616419241016,846,1536691616418868760,,1536697099498000000,fcu
1536691616793125176,847,1536691616792642936,,1536697099879000000,fcu
1536691617182502264,848,1536691617182253336,,1536697100279000000,fcu
1536691617682369272,849,1536691617682077144,,1536697100761000000,fcu
1536691618064120344,850,1536691618063881464,,1536697101159000000,fcu
1536691618341454296,851,1536691618339533944,,1536697101423000000,fcu
1536691618871485304,852,1536691618871136312,,1536697101958000000,fcu
1536691619237082744,853,1536691619236892536,,1536697102338000000,fcu
1536691619682696728,854,1536691619682546488,,1536697102780000000,fcu
1536691620153384472,855,1536691620150641240,,1536697103239000000,fcu
1536691620613765336,856,1536691620604890168,,1536697103697000000,fcu
1536691621080406776,857,1536691621080188216,,1536697104159000000,fcu
1536691621562841240,858,1536691621562518200,,1536697104641000000,fcu
1536691621981700824,859,1536691621981448088,,1536697105079000000,fcu
1536691622438471512,860,1536691622438049784,,1536697105539000000,fcu
1536691622862964024,861,1536691622862666520,,1536697105939000000,fcu
1536691623295241048,862,1536691623295047576,,1536697106381000000,fcu
1536691623815056696,863,1536691623814834552,,1536697106880000000,fcu
1536691624265605048,864,1536691624262024984,,1536697107358000000,fcu
1536691624739390776,865,1536691624739184216,,1536697107838000000,fcu
1536691625247246488,866,1536691625246936440,,1536697108302000000,fcu
1536691625800746776,867,1536691625800314840,,1536697108861000000,fcu
1536691626383443448,868,1536691626383180088,,1536697109480000000,fcu
1536691626813003512,869,1536691626812256152,,1536697109878000000,fcu
1536691627221870456,870,1536691627221522744,,1536697110318000000,fcu
1536691627637245976,871,1536691627636312056,,1536697110739000000,fcu
1536691628272366136,872,1536691628271926264,,1536697111358000000,fcu
1536691628630722904,873,1536691628630475320,,1536697111719000000,fcu
1536691629200430552,874,1536691629198483352,,1536697112260000000,fcu
1536691629601386840,875,1536691629601060024,,1536697112699000000,fcu
1536691630240303192,876,1536691630239957720,,1536697113321000000,fcu
1536691630731096696,877,1536691630730700120,,1536697113839000000,fcu
1536691631290572568,878,1536691631290366808,,1536697114380000000,fcu
1536691631756340376,879,1536691631756092184,,1536697114840000000,fcu
1536691632144354904,880,1536691632143983608,,1536697115239000000,fcu
1536691632843166552,881,1536691632842726936,,1536697115921000000,fcu
1536691633164082872,882,1536691633163898456,,1536697116259000000,fcu
1536691633672737048,883,1536691633672409336,,1536697116760000000,fcu
1536691634174127736,884,1536691634173549336,,1536697117259000000,fcu
1536691634578548408,885,1536691634578164984,,1536697117659000000,fcu
1536691635054495224,886,1536691635054164504,,1536697118139000000,fcu
1536691635543329976,887,1536691635543058872,,1536697118638000000,fcu
1536691635887801560,888,1536691635887494456,,1536697118979000000,fcu
1536691636456345496,889,1536691636455623320,,1536697119539000000,fcu
1536691636767752920,890,1536691636767551896,,1536697119860000000,fcu
1536691637196318072,891,1536691637196107832,,1536697120279000000,fcu
1536691637586480888,892,1536691637586138264,,1536697120661000000,fcu
1536691638090521976,893,1536691638090165656,,1536697121179000000,fcu
1536691638615693944,894,1536691638615269912,,1536697121697000000,fcu
1536691639056133592,895,1536691639054973144,,1536697122159000000,fcu
1536691639527769208,896,1536691639527607384,,1536697122622000000,fcu
1536691640035476632,897,1536691640035292024,,1536697123138000000,fcu
1536691640452382968,898,1536691640452162968,,1536697123558000000,fcu
1536691640787422904,899,1536691640787155672,,1536697123879000000,fcu
1536691641229791448,900,1536691641228820088,,1536697124318000000,fcu
1536691641750564312,901,1536691641750368440,,1536697124838000000,fcu
1536691642162731320,902,1536691642161618872,,1536697125239000000,fcu
1536691642653758552,903,1536691642653589176,,1536697125737000000,fcu
1536691643234290264,904,1536691643232509912,,1536697126318000000,fcu
1536691643695575544,905,1536691643691947224,,1536697126779000000,fcu
1536691644109887704,906,1536691644109632888,,1536697127198000000,fcu
1536691644622117848,907,1536691644621773144,,1536697127718000000,fcu
1536691645099823768,908,1536691645099580568,,1536697128160000000,fcu
1536691645740912664,909,1536691645740576248,,1536697128838000000,fcu
1536691646239775000,910,1536691646239251064,,1536697129339000000,fcu
1536691646638384824,911,1536691646638120920,,1536697129720000000,fcu
1536691647202278616,912,1536691647202030392,,1536697130300000000,fcu
1536691647601099768,913,1536691647600869240,,1536697130698000000,fcu
1536691648087493368,914,1536691648087243448,,1536697131179000000,fcu
1536691648446409464,915,1536691648445905080,,1536697131520000000,fcu
1536691648881401848,916,1536691648881218072,,1536697131978000000,fcu
1536691649339615960,917,1536691649338770360,,1536697132437000000,fcu
1536691649847894904,918,1536691649834195544,,1536697132918000000,fcu
1536691650356576856,919,1536691650356284280,,1536697133442000000,fcu
1536691650841928152,920,1536691650841434104,,1536697133938000000,fcu
1536691651391880984,921,1536691651391420856,,1536697134480000000,fcu
1536691651954660312,922,1536691651954397560,,1536697135059000000,fcu
1536691652552284440,923,1536691652552072408,,1536697135659000000,fcu
1536691652994742424,924,1536691652994548664,,1536697136097000000,fcu
1536691653477138200,925,1536691653475099736,,1536697136558000000,fcu
1536691653802312024,926,1536691653802077240,,1536697136898000000,fcu
1536691654420845560,927,1536691654420570040,,1536697137501000000,fcu
1536691654997604280,928,1536691654997427448,,1536697138079000000,fcu
1536691655449077240,929,1536691655448310200,,1536697138520000000,fcu
1536691656035078776,930,1536691656034882680,,1536697139139000000,fcu
1536691656499616312,931,1536691656496774680,,1536697139579000000,fcu
1536691656939433720,932,1536691656939249816,,1536697140022000000,fcu
1536691657549346296,933,1536691657549112344,,1536697140638000000,fcu
1536691657990827096,934,1536691657990626840,,1536697141079000000,fcu
1536691658420966488,935,1536691658420779576,,1536697141498000000,fcu
1536691658896550744,936,1536691658895405112,,1536697141980000000,fcu
1536691659224433592,937,1536691659224172888,,1536697142320000000,fcu
1536691659640509688,938,1536691659640239288,,1536697142720000000,fcu
1536691660197969016,939,1536691660197763576,,1536697143298000000,fcu
1536691660626283768,940,1536691660626027672,,1536697143699000000,fcu
1536691661180677624,941,1536691661180236088,,1536697144279000000,fcu
1536691661698180312,942,1536691661697802072,,1536697144762000000,fcu
1536691662315859832,943,1536691662315531032,,1536697145398000000,fcu
1536691662737005848,944,1536691662734690840,,1536697145822000000,fcu
1536691663198458872,945,1536691663198135768,,1536697146298000000,fcu
1536691663710810456,946,1536691663710573176,,1536697146802000000,fcu
1536691664179960920,947,1536691664174394776,,1536697147280000000,fcu
1536691664680511128,948,1536691664679787320,,1536697147759000000,fcu
1536691665229200632,949,1536691665226380856,,1536697148317000000,fcu
1536691665688425368,950,1536691665686205400,,1536697148778000000,fcu
1536691666080999704,951,1536691666079734392,,1536697149160000000,fcu
1536691666782803672,952,1536691666781921816,,1536697149879000000,fcu
1536691667189724216,953,1536691667186470200,,1536697150280000000,fcu
1536691667630484824,954,1536691667630239864,,1536697150739000000,fcu
1536691668064939448,955,1536691668064504504,,1536697151141000000,fcu
1536691668706681912,956,1536691668706399512,,1536697151797000000,fcu
1536691669181756248,957,1536691669180880408,,1536697152260000000,fcu
1536691669624956216,958,1536691669624795064,,1536697152719000000,fcu
1536691670136012664,959,1536691670135026456,,1536697153202000000,fcu
1536691670691074424,960,1536691670683935736,,1536697153760000000,fcu
1536691671004745432,961,1536691671004282104,,1536697154081000000,fcu
1536691671433830744,962,1536691671433595832,,1536697154518000000,fcu
1536691671913060600,963,1536691671911922584,,1536697154979000000,fcu
1536691672368189336,964,1536691672367703032,,1536697155459000000,fcu
1536691672726943320,965,1536691672726738936,,1536697155803000000,fcu
1536691673151922840,966,1536691673151301336,,1536697156223000000,fcu
1536691673637222072,967,1536691673637001240,,1536697156739000000,fcu
1536691674044409688,968,1536691674044216152,,1536697157139000000,fcu
1536691674477344568,969,1536691674476819032,,1536697157579000000,fcu
1536691675094922264,970,1536691675094709016,,1536697158178000000,fcu
1536691675578132024,971,1536691675576991864,,1536697158660000000,fcu
1536691676073662008,972,1536691676073378456,,1536697159160000000,fcu
1536691676557438360,973,1536691676556817176,,1536697159641000000,fcu
1536691676994777848,974,1536691676994491736,,1536697160080000000,fcu
1536691677456946584,975,1536691677456659512,,1536697160559000000,fcu
1536691677954783544,976,1536691677954556728,,1536697161059000000,fcu
1536691678405984088,977,1536691678405309880,,1536697161482000000,fcu
1536691678998055544,978,1536691678997823192,,1536697162079000000,fcu
1536691679447272888,979,1536691679447029720,,1536697162520000000,fcu
1536691680059584376,980,1536691680058742200,,1536697163158000000,fcu
1536691680434793784,981,1536691680434158360,,1536697163538000000,fcu
1536691680915902072,982,1536691680915396152,,1536697163998000000,fcu
1536691681217610168,983,1536691681217387256,,1536697164319000000,fcu
1536691681737221912,984,1536691681736190200,,1536697164840000000,fcu
1536691682087425112,985,1536691682087225432,,1536697165179000000,fcu
1536691682479939128,986,1536691682479549208,,1536697165580000000,fcu
1536691682998022872,987,1536691682997556280,,1536697166080000000,fcu
1536691683320517816,988,1536691683320199416,,1536697166398000000,fcu
1536691683717026104,989,1536691683713366392,,1536697166799000000,fcu
1536691684213995608,990,1536691684213460408,,1536697167319000000,fcu
1536691684634423992,991,1536691684634250584,,1536697167720000000,fcu
1536691685034150840,992,1536691685033974648,,1536697168120000000,fcu
1536691685549657976,993,1536691685549324472,,1536697168639000000,fcu
1536691686050341784,994,1536691686050138040,,1536697169158000000,fcu
1536691686451262040,995,1536691686451082712,,1536697169559000000,fcu
1536691687077201944,996,1536691687076977496,,1536697170180000000,fcu
1536691687593918872,997,1536691687593699800,,1536697170699000000,fcu
1536691688107542712,998,1536691688107296472,,1536697171198000000,fcu
1536691688554762424,999,1536691688554416056,,1536697171659000000,fcu
1536691689090275128,1000,1536691689090065560,,1536697172181000000,fcu
1536691689564416120,1001,1536691689564128280,,1536697172658000000,fcu
1536691690015096856,1002,1536691690014338968,,1536697173119000000,fcu
1536691690493660184,1003,1536691690493338296,,1536697173559000000,fcu
1536691690787614328,1004,1536691690785880920,,1536697173879000000,fcu
1536691691375657272,1005,1536691691375344952,,1536697174461000000,fcu
1536691691804257432,1006,1536691691803993400,,1536697174898000000,fcu
1536691692285379608,1007,1536691692285177976,,1536697175380000000,fcu
1536691692796367480,1008,1536691692795872728,,1536697175879000000,fcu
1536691693497586840,1009,1536691693497190584,,1536697176602000000,fcu
1536691694071104408,1010,1536691694070747160,,1536697177160000000,fcu
1536691694433786104,1011,1536691694432748952,,1536697177539000000,fcu
1536691694871266360,1012,1536691694864623288,,1536697177941000000,fcu
1536691695234222584,1013,1536691695233041176,,1536697178320000000,fcu
1536691695538756568,1014,1536691695538484344,,1536697178638000000,fcu
1536691696179768888,1015,1536691696178378456,,1536697179259000000,fcu
1536691696573874456,1016,1536691696565316984,,1536697179639000000,fcu
1536691697013291992,1017,1536691697012996152,,1536697180098000000,fcu
1536691697413741208,1018,1536691697412159768,,1536697180499000000,fcu
1536691697900735576,1019,1536691697900427160,,1536697180981000000,fcu
1536691698505014040,1020,1536691698504520728,,1536697181601000000,fcu
1536691698938131480,1021,1536691698937755672,,1536697182022000000,fcu
1536691699336792792,1022,1536691699336585752,,1536697182441000000,fcu
1536691699794123224,1023,1536691699793914456,,1536697182879000000,fcu
1536691700132989752,1024,1536691700132588024,,1536697183238000000,fcu
1536691700824938328,1025,1536691700824741080,,1536697183920000000,fcu
1536691701316503160,1026,1536691701316347416,,1536697184401000000,fcu
1536691701877586392,1027,1536691701876683480,,1536697184959000000,fcu
1536691702376127832,1028,1536691702374284312,,1536697185479000000,fcu
1536691702835041240,1029,1536691702834752056,,1536697185919000000,fcu
1536691703354573880,1030,1536691703354390008,,1536697186457000000,fcu
1536691703773114776,1031,1536691703772918328,,1536697186880000000,fcu
1536691704341909080,1032,1536691704341634520,,1536697187423000000,fcu
1536691704728383512,1033,1536691704727926328,,1536697187821000000,fcu
1536691705286235640,1034,1536691705285496216,,1536697188379000000,fcu
1536691705717962968,1035,1536691705717662936,,1536697188822000000,fcu
1536691706253038616,1036,1536691706252698872,,1536697189339000000,fcu
1536691706655497496,1037,1536691706651621272,,1536697189720000000,fcu
1536691707273987608,1038,1536691707273778072,,1536697190379000000,fcu
1536691707901875896,1039,1536691707901529720,,1536697190998000000,fcu
1536691708433679352,1040,1536691708433407064,,1536697191538000000,fcu
1536691708943887672,1041,1536691708943479224,,1536697192020000000,fcu
1536691709271057464,1042,1536691709268387032,,1536697192358000000,fcu
1536691709723709752,1043,1536691709720159960,,1536697192798000000,fcu
1536691710104823032,1044,1536691710104425336,,1536697193198000000,fcu
1536691710592146776,1045,1536691710591767000,,1536697193680000000,fcu
1536691711034392536,1046,1536691711034167416,,1536697194120000000,fcu
1536691711451053176,1047,1536691711450582616,,1536697194538000000,fcu
1536691712041946296,1048,1536691712041771448,,1536697195119000000,fcu
1536691712431446040,1049,1536691712431123800,,1536697195537000000,fcu
1536691712944985688,1050,1536691712944628664,,1536697196038000000,fcu
1536691713379739704,1051,1536691713379560760,,1536697196460000000,fcu
1536691713936595448,1052,1536691713936288184,,1536697197038000000,fcu
1536691714386547704,1053,1536691714386295736,,1536697197479000000,fcu
1536691714933423256,1054,1536691714933037496,,1536697198024000000,fcu
1536691715224772760,1055,1536691715224604984,,1536697198320000000,fcu
