%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1536691595577093944,1088,1536691595576850072,,1500,1534,1468,1527,1555,1555,1500,1926
1536691595996722232,1089,1536691595996500024,,1500,1550,1412,1485,1470,1470,1500,1926
1536691596396975576,1090,1536691596396628568,,1500,1564,1316,1480,1460,1460,1500,1926
1536691596650764248,1091,1536691596650519480,,1500,1569,1276,1483,1466,1466,1500,1926
1536691597034213880,1092,1536691597032372184,,1500,1574,1204,1484,1468,1468,1500,1926
1536691597332335032,1093,1536691597330279800,,1500,1573,1172,1486,1471,1471,1500,1926
1536691597656212792,1094,1536691597655915256,,1500,1569,1148,1489,1477,1477,1500,1926
1536691597920945752,1095,1536691597920770136,,1500,1562,1140,1495,1490,1490,1500,1926
1536691598318671576,1096,1536691598318238488,,1500,1553,1140,1502,1505,1505,1500,1926
1536691598709736056,1097,1536691598709458712,,1500,1540,1164,1501,1503,1503,1500,1926
1536691599023174456,1098,1536691599020776824,,1500,1515,1252,1500,1499,1499,1500,1926
1536691599270116760,1099,1536691599269819192,,1500,1498,1356,1501,1502,1502,1500,1926
1536691599545134040,1100,1536691599543093912,,1500,1489,1444,1504,1508,1508,1500,1926
1536691599841682648,1101,1536691599840931320,,1500,1489,1516,1503,1506,1506,1500,1926
1536691600189701272,1102,1536691600189349400,,1500,1499,1564,1503,1506,1506,1500,1926
1536691600652787512,1103,1536691600652349176,,1500,1517,1588,1509,1519,1519,1500,1926
1536691600900943352,1104,1536691600900688760,,1500,1528,1580,1511,1522,1522,1500,1926
1536691601241596600,1105,1536691601241314712,,1500,1540,1572,1507,1515,1515,1500,1926
1536691601633795128,1106,1536691601633146904,,1500,1554,1540,1503,1506,1506,1500,1926
1536691602082227352,1107,1536691602081878040,,1500,1565,1508,1497,1494,1494,1500,1926
1536691602414576760,1108,1536691602414351384,,1500,1568,1484,1494,1488,1488,1500,1926
1536691602777650520,1109,1536691602777379576,,1500,1571,1468,1494,1487,1487,1500,1926
1536691603067106136,1110,1536691603066710392,,1500,1569,1452,1493,1486,1486,1500,1926
1536691603394746456,1111,1536691603394493048,,1500,1565,1444,1496,1492,1492,1500,1926
1536691603651159576,1112,1536691603650720344,,1500,1560,1444,1497,1494,1494,1500,1926
1536691603991754072,1113,1536691603991538264,,1500,1552,1444,1500,1499,1499,1500,1926
1536691604285650200,1114,1536691604285458744,,1500,1547,1444,1506,1512,1512,1500,1926
1536691604572529816,1115,1536691604569667704,,1500,1542,1452,1511,1522,1522,1500,1926
1536691604958833976,1116,1536691604958619896,,1500,1537,1460,1519,1538,1538,1500,1926
1536691605283442712,1117,1536691605283221880,,1500,1529,1476,1510,1521,1521,1500,1926
1536691605642587832,1118,1536691605640486360,,1500,1517,1500,1537,1574,1574,1500,1926
1536691605995837880,1119,1536691605995652632,,1500,1505,1532,1520,1541,1541,1500,1926
1536691606264531576,1120,1536691606264240888,,1500,1496,1564,1513,1526,1526,1500,1926
1536691606645476664,1121,1536691606645221784,,1500,1485,1588,1507,1515,1515,1500,1926
1536691607000366104,1122,1536691607000106072,,1500,1478,1620,1505,1510,1510,1500,1926
1536691607323903928,1123,1536691607322846072,,1500,1479,1636,1503,1506,1506,1500,1926
1536691607742688856,1124,1536691607742432632,,1500,1482,1652,1502,1505,1505,1500,1926
1536691608058931608,1125,1536691608058689080,,1500,1490,1644,1502,1504,1504,1500,1926
1536691608351884376,1126,1536691608349441720,,1500,1495,1636,1502,1504,1504,1500,1926
1536691608702113496,1127,1536691608701871000,,1500,1497,1628,1499,1497,1497,1500,1926
1536691609079659224,1128,1536691609079192728,,1500,1498,1620,1498,1495,1495,1500,1926
1536691609380003768,1129,1536691609379788472,,1500,1500,1612,1497,1493,1493,1500,1926
1536691609676887224,1130,1536691609675599960,,1500,1501,1596,1497,1493,1493,1500,1926
1536691610052192792,1131,1536691610051941272,,1500,1506,1580,1487,1474,1474,1500,1926
1536691610400651832,1132,1536691610400024664,,1500,1511,1548,1479,1457,1457,1500,1926
1536691610648324472,1133,1536691610647935320,,1500,1520,1524,1467,1433,1433,1500,1926
1536691610944988664,1134,1536691610944730936,,1500,1532,1484,1457,1414,1414,1500,1926
1536691611200234808,1135,1536691611200049144,,1500,1541,1460,1458,1415,1415,1500,1926
1536691611547966328,1136,1536691611547595096,,1500,1554,1412,1459,1418,1418,1500,1926
1536691611789475768,1137,1536691611783365048,,1500,1558,1396,1464,1428,1428,1500,1926
1536691612148032536,1138,1536691612147779960,,1500,1562,1380,1473,1445,1445,1500,1926
1536691612543253464,1139,1536691612542991928,,1500,1561,1372,1482,1463,1463,1500,1926
1536691612887578744,1140,1536691612886861560,,1500,1557,1372,1488,1476,1476,1500,1926
1536691613195638648,1141,1536691613189439160,,1500,1550,1372,1493,1485,1485,1500,1926
1536691613522328312,1142,1536691613522153304,,1500,1543,1388,1498,1495,1495,1500,1926
1536691613907197144,1143,1536691613906558392,,1500,1537,1396,1501,1504,1504,1500,1926
1536691614300297848,1144,1536691614299857304,,1500,1535,1412,1506,1512,1512,1500,1926
1536691614608001080,1145,1536691614607673400,,1500,1534,1420,1509,1519,1519,1500,1926
1536691614976108632,1146,1536691614975468440,,1500,1535,1436,1512,1524,1524,1500,1926
1536691615351516248,1147,1536691615351170232,,1500,1539,1436,1507,1514,1514,1500,1926
1536691615767535096,1148,1536691615767110328,,1500,1542,1444,1505,1511,1511,1500,1926
1536691616093425720,1149,1536691616092553432,,1500,1542,1444,1501,1502,1502,1500,1926
