%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.mode,field.system_status
1536691595437683448,356,1536691595434768056,,1,1,1,GUIDED,4
1536691596409502040,357,1536691596409127512,,1,1,1,GUIDED,4
1536691597420889080,358,1536691597420563288,,1,1,1,GUIDED,4
1536691598459224824,359,1536691598458765272,,1,1,1,GUIDED,4
1536691599420236312,360,1536691599419854680,,1,1,1,GUIDED,4
1536691600440438008,361,1536691600439898392,,1,1,1,GUIDED,4
1536691601423117208,362,1536691601422688312,,1,1,1,GUIDED,4
1536691602440157304,363,1536691602439613464,,1,1,1,GUIDED,4
1536691603439231608,364,1536691603438891640,,1,1,1,GUIDED,4
1536691604441539192,365,1536691604440705688,,1,1,1,GUIDED,4
1536691605431295864,366,1536691605431013144,,1,1,1,GUIDED,4
1536691606416197336,367,1536691606415903608,,1,1,1,GUIDED,4
1536691607433532184,368,1536691607430755512,,1,1,1,GUIDED,4
1536691608427283128,369,1536691608426979448,,1,1,1,GUIDED,4
1536691609437898104,370,1536691609437586040,,1,1,1,GUIDED,4
1536691610428683576,371,1536691610428184568,,1,1,1,GUIDED,4
1536691611441554424,372,1536691611441254072,,1,1,1,GUIDED,4
1536691612424507960,373,1536691612424158296,,1,1,1,GUIDED,4
1536691613441787704,374,1536691613438055000,,1,1,1,GUIDED,4
1536691614441406552,375,1536691614440749272,,1,1,1,GUIDED,4
1536691615429921848,376,1536691615429659480,,1,1,1,GUIDED,4
1536691616447474712,377,1536691616443852248,,1,1,1,GUIDED,4
1536691617452974872,378,1536691617452556568,,1,1,1,GUIDED,4
1536691618418981080,379,1536691618418075416,,1,1,1,GUIDED,4
1536691619437727736,380,1536691619436399704,,1,1,1,GUIDED,4
1536691620415465208,381,1536691620414915288,,1,1,1,GUIDED,4
1536691621416049528,382,1536691621415789944,,1,1,1,GUIDED,4
1536691622432056728,383,1536691622431335576,,1,1,1,GUIDED,4
1536691623439400056,384,1536691623439070968,,1,1,1,GUIDED,4
1536691624446181624,385,1536691624445943928,,1,1,1,GUIDED,4
1536691625430311128,386,1536691625428294840,,1,1,1,GUIDED,4
1536691626443191064,387,1536691626442132984,,1,1,1,GUIDED,4
1536691627419600920,388,1536691627419313176,,1,1,1,GUIDED,4
1536691628447269400,389,1536691628446003608,,1,1,1,GUIDED,4
1536691629418086360,390,1536691629417268664,,1,1,1,GUIDED,4
1536691630423255608,391,1536691630422763064,,1,1,1,GUIDED,4
1536691631433061336,392,1536691631430315000,,1,1,1,GUIDED,4
1536691632424705208,393,1536691632422541848,,1,1,1,GUIDED,4
1536691633472257080,394,1536691633471996408,,1,1,1,GUIDED,4
1536691634421882648,395,1536691634421397368,,1,1,1,GUIDED,4
1536691635404603384,396,1536691635404217656,,1,1,1,GUIDED,4
1536691636441692120,397,1536691636441256504,,1,1,1,GUIDED,4
1536691637430652792,398,1536691637430301016,,1,1,1,GUIDED,4
1536691638417945400,399,1536691638417667256,,1,1,1,GUIDED,4
1536691639426874648,400,1536691639426544824,,1,1,1,GUIDED,4
1536691640430087864,401,1536691640429596248,,1,1,1,GUIDED,4
1536691641419924632,402,1536691641419620792,,1,1,1,GUIDED,4
1536691642505108824,403,1536691642493241336,,1,1,1,GUIDED,4
1536691643431925816,404,1536691643431408984,,1,1,1,GUIDED,4
1536691644434583096,405,1536691644434264824,,1,1,1,GUIDED,4
1536691645416844056,406,1536691645416392280,,1,1,1,GUIDED,4
1536691646450859384,407,1536691646448024536,,1,1,1,GUIDED,4
1536691647431746296,408,1536691647430587000,,1,1,1,GUIDED,4
1536691648429896696,409,1536691648429285816,,1,1,1,GUIDED,4
1536691649416329976,410,1536691649416061432,,1,1,1,GUIDED,4
1536691650434772856,411,1536691650434367288,,1,1,1,GUIDED,4
1536691651419733336,412,1536691651419408152,,1,1,1,GUIDED,4
1536691652407743128,413,1536691652407455000,,1,1,1,GUIDED,4
1536691653461034616,414,1536691653449972472,,1,1,1,GUIDED,4
1536691654438278904,415,1536691654437847000,,1,1,1,GUIDED,4
1536691655442843256,416,1536691655441904920,,1,1,1,GUIDED,4
1536691656426943384,417,1536691656426089784,,1,1,1,GUIDED,4
1536691657424290968,418,1536691657423266552,,1,1,1,GUIDED,4
1536691658442256728,419,1536691658441636440,,1,1,1,GUIDED,4
1536691659419760056,420,1536691659419460216,,1,1,1,GUIDED,4
1536691660428235128,421,1536691660427831864,,1,1,1,GUIDED,4
1536691661429011832,422,1536691661427925528,,1,1,1,GUIDED,4
1536691662444739160,423,1536691662444392152,,1,1,1,GUIDED,4
1536691663417992312,424,1536691663417542712,,1,1,1,GUIDED,4
1536691664426957880,425,1536691664426683416,,1,1,1,GUIDED,4
1536691665430084152,426,1536691665429829976,,1,1,1,GUIDED,4
1536691666422582488,427,1536691666421993368,,1,1,1,GUIDED,4
1536691667460087896,428,1536691667457994424,,1,1,1,GUIDED,4
1536691668421747704,429,1536691668421282424,,1,1,1,GUIDED,4
1536691669434986808,430,1536691669434702424,,1,1,1,GUIDED,4
1536691670425246648,431,1536691670425004824,,1,1,1,GUIDED,4
1536691671418550360,432,1536691671418005624,,1,1,1,GUIDED,4
1536691672419841560,433,1536691672419325496,,1,1,1,GUIDED,4
1536691673419581400,434,1536691673418624568,,1,1,1,GUIDED,4
1536691674419680696,435,1536691674416992696,,1,1,1,GUIDED,4
1536691675429137560,436,1536691675427099672,,1,1,1,GUIDED,4
1536691676432265400,437,1536691676431875576,,1,1,1,GUIDED,4
1536691677423405624,438,1536691677422305720,,1,1,1,GUIDED,4
1536691678432098136,439,1536691678431881528,,1,1,1,GUIDED,4
1536691679446511224,440,1536691679444700920,,1,1,1,GUIDED,4
1536691680421055512,441,1536691680420522904,,1,1,1,GUIDED,4
1536691681420935992,442,1536691681420433592,,1,1,1,GUIDED,4
1536691682427561336,443,1536691682427213720,,1,1,1,GUIDED,4
1536691683432420376,444,1536691683431348696,,1,1,1,GUIDED,4
1536691684434769976,445,1536691684433352920,,1,1,1,GUIDED,4
1536691685415982072,446,1536691685415631416,,1,1,1,GUIDED,4
1536691686432283832,447,1536691686431977976,,1,1,1,GUIDED,4
1536691687439167800,448,1536691687436921208,,1,1,1,GUIDED,4
1536691688440573368,449,1536691688439026936,,1,1,1,GUIDED,4
1536691689413970680,450,1536691689413378392,,1,1,1,GUIDED,4
1536691690458436664,451,1536691690452717400,,1,1,1,GUIDED,4
1536691691424838744,452,1536691691424353752,,1,1,1,GUIDED,4
1536691692420866776,453,1536691692420534456,,1,1,1,GUIDED,4
1536691693431714680,454,1536691693431312856,,1,1,1,GUIDED,4
1536691694418708664,455,1536691694418271992,,1,1,1,GUIDED,4
1536691695440153144,456,1536691695439682264,,1,1,1,GUIDED,4
1536691696432020312,457,1536691696426008760,,1,1,1,GUIDED,4
1536691697417723576,458,1536691697417256760,,1,1,1,GUIDED,4
1536691698439301112,459,1536691698439042648,,1,1,1,GUIDED,4
1536691699437606328,460,1536691699437083992,,1,1,1,GUIDED,4
1536691700439027896,461,1536691700438544344,,1,1,1,GUIDED,4
1536691701425428120,462,1536691701424183928,,1,1,1,GUIDED,4
1536691702425562296,463,1536691702421320920,,1,1,1,GUIDED,4
1536691703438310744,464,1536691703437471128,,1,1,1,GUIDED,4
1536691704423827064,465,1536691704423410872,,1,1,1,GUIDED,4
1536691705418395224,466,1536691705417072856,,1,1,1,GUIDED,4
1536691706451755736,467,1536691706451306936,,1,1,1,GUIDED,4
1536691707416180152,468,1536691707415736760,,1,1,1,GUIDED,4
1536691708424971576,469,1536691708424693048,,1,1,1,GUIDED,4
1536691709444603704,470,1536691709443980728,,1,1,1,GUIDED,4
1536691710438845080,471,1536691710438263864,,1,1,1,GUIDED,4
1536691711435570552,472,1536691711435237016,,1,1,1,GUIDED,4
1536691712426112696,473,1536691712425881656,,1,1,1,GUIDED,4
1536691713431041208,474,1536691713430627800,,1,1,1,GUIDED,4
1536691714416318072,475,1536691714415493176,,1,1,1,GUIDED,4
1536691715418148760,476,1536691715417591448,,1,1,1,GUIDED,4
1536691716426376632,477,1536691716426139800,,1,1,1,GUIDED,4
1536691717436609432,478,1536691717434678008,,1,1,1,GUIDED,4
1536691718418824216,479,1536691718415990904,,1,1,1,GUIDED,4
1536691719425959128,480,1536691719425694360,,1,1,1,GUIDED,4
1536691720427675864,481,1536691720427270392,,1,1,1,GUIDED,4
1536691721456809304,482,1536691721456302968,,1,1,1,GUIDED,4
1536691722424805880,483,1536691722424331192,,1,1,1,GUIDED,4
1536691723438801304,484,1536691723438376632,,1,1,1,GUIDED,4
