%time,field.header.seq,field.header.stamp,field.header.frame_id,field.rssi,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7,field.channels8,field.channels9,field.channels10,field.channels11,field.channels12,field.channels13,field.channels14,field.channels15
1536691595607211928,1090,1536691595606942424,,0,1514,1552,1515,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691595999341112,1091,1536691595998959192,,0,1514,1552,1515,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691596398865304,1092,1536691596398540824,,0,1514,1552,1515,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691596651160728,1093,1536691596651002328,,0,1514,1552,1515,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691597035573400,1094,1536691597035095160,,0,1514,1552,1515,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691597335163448,1095,1536691597334764344,,0,1514,1552,1515,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691597670488696,1096,1536691597670041112,,0,1514,1552,1515,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691597922564152,1097,1536691597922380024,,0,1514,1552,1515,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691598320960952,1098,1536691598320400408,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691598715628120,1099,1536691598715358040,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691599025337464,1100,1536691599025014968,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691599287801336,1101,1536691599286318584,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691599545110520,1102,1536691599543466264,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691599843727288,1103,1536691599843473656,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691600207456440,1104,1536691600207170712,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691600656681240,1105,1536691600656060568,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691600914200184,1106,1536691600913989848,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536691601243680152,1107,1536691601243434840,,0,1514,1552,1517,1509,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
