%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1536691595362429688,5170,1536691595360084376,NED,-0.179999992251,-350.749206543,-31.1838378906,13
1536691595381793272,5171,1536691595380683224,NED,-0.179999992251,-350.749206543,-31.1838378906,13
1536691595475979000,5172,1536691595472400216,NED,-0.159999996424,-339.113220215,-29.455450058,14
1536691595513891992,5173,1536691595512370648,NED,-0.159999996424,-339.113220215,-29.455450058,14
1536691595543771672,5174,1536691595541797112,NED,-0.140000000596,-339.113220215,-27.717250824,16
1536691595566861624,5175,1536691595565384568,NED,-0.140000000596,-339.113220215,-27.717250824,16
1536691595630767896,5176,1536691595628295256,NED,-0.109999999404,-339.408691406,-275.201141357,18
1536691595666711192,5177,1536691595664791768,NED,-0.109999999404,-339.408691406,-275.201141357,18
1536691595732177016,5178,1536691595730018936,NED,-0.109999999404,-339.408691406,-275.201141357,18
1536691595763486904,5179,1536691595761267160,NED,-0.070000000298,-239.408691406,-273.713378906,20
1536691595792201080,5180,1536691595791146552,NED,-0.070000000298,-239.408691406,-273.713378906,20
1536691595868536152,5181,1536691595867358904,NED,-0.019999999553,-234.152404785,-272.242523193,21
1536691595884762904,5182,1536691595883683256,NED,-0.019999999553,-234.152404785,-272.242523193,21
1536691595961566680,5183,1536691595960871672,NED,0.0299999993294,-234.152404785,-270.79699707,23
1536691596006764408,5184,1536691596006122232,NED,0.0299999993294,-234.152404785,-270.79699707,23
1536691596068784504,5185,1536691596067729528,NED,0.0999999940395,-234.859085083,-269.376861572,25
1536691596089668536,5186,1536691596087996344,NED,0.0999999940395,-234.859085083,-269.376861572,25
1536691596174909912,5187,1536691596174116312,NED,0.179999992251,-234.859085083,-267.973480225,26
1536691596184271672,5188,1536691596183663096,NED,0.179999992251,-234.859085083,-267.973480225,26
1536691596276523096,5189,1536691596275005592,NED,0.280000001192,-248.155975342,-266.587188721,28
1536691596287332696,5190,1536691596285763416,NED,0.280000001192,-248.155975342,-266.587188721,28
1536691596371230840,5191,1536691596369451800,NED,0.399999976158,-248.155975342,-265.217773438,30
1536691596405032472,5192,1536691596404499288,NED,0.399999976158,-248.155975342,-265.217773438,30
1536691596446163704,5193,1536691596442776216,NED,0.539999961853,-243.251800537,-263.873626709,32
1536691596486275224,5194,1536691596484353592,NED,0.539999961853,-243.251800537,-263.873626709,32
1536691596550918392,5195,1536691596549256728,NED,0.699999988079,-243.251800537,-262.537994385,33
1536691596584151320,5196,1536691596583656376,NED,0.699999988079,-243.251800537,-262.537994385,33
1536691596650086072,5197,1536691596647166328,NED,0.889999985695,-248.245620728,-261.23614502,35
1536691596669277240,5198,1536691596666370840,NED,0.889999985695,-248.245620728,-261.23614502,35
1536691596723785112,5199,1536691596721809400,NED,1.09000003338,-248.245620728,-259.951293945,37
1536691596759768472,5200,1536691596759148472,NED,1.09000003338,-248.245620728,-259.951293945,37
1536691596826782168,5201,1536691596826208312,NED,1.33999991417,-240.804107666,-258.64944458,38
1536691596861829816,5202,1536691596860800568,NED,1.33999991417,-240.804107666,-258.64944458,38
1536691596939392568,5203,1536691596937767672,NED,1.59999990463,-240.804107666,-257.389923096,40
1536691596998502104,5204,1536691596997793976,NED,1.59999990463,-240.804107666,-257.389923096,40
1536691597013331032,5205,1536691597012492280,NED,1.59999990463,-240.804107666,-257.389923096,40
1536691597082975896,5206,1536691597081199384,NED,1.89999997616,-225.477981567,-256.113525391,42
1536691597115163512,5207,1536691597113016504,NED,1.89999997616,-225.477981567,-256.113525391,42
1536691597159143032,5208,1536691597158650328,NED,2.22000002861,-225.477981567,-254.862258911,43
1536691597221868920,5209,1536691597221225144,NED,2.57999992371,-232.058532715,-253.636566162,45
1536691597288139960,5210,1536691597286050872,NED,2.57999992371,-232.058532715,-253.636566162,45
1536691597321531032,5211,1536691597319043768,NED,2.57999992371,-232.058532715,-253.636566162,45
1536691597379248376,5212,1536691597378568440,NED,2.96000003815,-232.058532715,-252.393936157,47
1536691597410429656,5213,1536691597409368696,NED,3.37999987602,-220.55015564,-251.168182373,48
1536691597475554424,5214,1536691597472967640,NED,3.37999987602,-220.55015564,-251.168182373,48
1536691597509234648,5215,1536691597508410296,NED,3.37999987602,-220.55015564,-251.168182373,48
1536691597552185880,5216,1536691597551730360,NED,3.82999992371,-220.55015564,-249.959381104,50
1536691597602163512,5217,1536691597601441080,NED,3.82999992371,-220.55015564,-249.959381104,50
1536691597653907704,5218,1536691597653291416,NED,4.30999994278,-214.772796631,-248.750549316,52
1536691597675368472,5219,1536691597674366328,NED,4.30999994278,-214.772796631,-248.750549316,52
1536691597750942712,5220,1536691597749041912,NED,4.7999997139,-214.772796631,-247.533294678,53
1536691597802455352,5221,1536691597801958488,NED,4.7999997139,-214.772796631,-247.533294678,53
1536691597844940856,5222,1536691597843780632,NED,5.30999994278,-288.177490234,-246.315887451,55
1536691597918257208,5223,1536691597917256440,NED,5.30999994278,-288.177490234,-246.315887451,55
1536691597972897496,5224,1536691597970839608,NED,5.84999990463,-288.177490234,-245.107086182,57
1536691598015296408,5225,1536691598011265208,NED,5.84999990463,-288.177490234,-245.107086182,57
1536691598045103096,5226,1536691598041972888,NED,6.39999961853,-299.35949707,-243.90675354,58
1536691598128377048,5227,1536691598125687416,NED,6.98999977112,-299.35949707,-242.672515869,60
1536691598187894424,5228,1536691598187208536,NED,6.98999977112,-299.35949707,-242.672515869,60
1536691598198455992,5229,1536691598197850456,NED,6.98999977112,-299.35949707,-242.672515869,60
1536691598246581208,5230,1536691598243803832,NED,7.59999990463,-299.74041748,-241.438369751,62
1536691598291470040,5231,1536691598289758712,NED,7.59999990463,-299.74041748,-241.438369751,62
1536691598344714616,5232,1536691598344270040,NED,8.22999954224,-299.74041748,-240.221008301,63
1536691598378122840,5233,1536691598377043032,NED,8.22999954224,-299.74041748,-240.221008301,63
1536691598423227448,5234,1536691598421273272,NED,8.88999938965,-316.394226074,-238.969940186,65
1536691598486988888,5235,1536691598484225528,NED,8.88999938965,-316.394226074,-238.969940186,65
1536691598522891384,5236,1536691598519923160,NED,9.55999946594,-316.394226074,-237.718780518,67
1536691598569728728,5237,1536691598569277752,NED,9.55999946594,-316.394226074,-237.718780518,67
1536691598603786456,5238,1536691598603262488,NED,9.55999946594,-316.394226074,-237.718780518,67
1536691598684638680,5239,1536691598683551992,NED,10.2699995041,-323.65838623,-236.459274292,68
1536691598742518392,5240,1536691598740999544,NED,10.9899997711,-323.65838623,-235.19972229,70
1536691598794689688,5241,1536691598794216664,NED,10.9899997711,-323.65838623,-235.19972229,70
1536691598829827832,5242,1536691598829330008,NED,11.7299995422,-344.124023438,-233.931762695,72
1536691598877218552,5243,1536691598872795608,NED,11.7299995422,-344.124023438,-233.931762695,72
1536691598929788472,5244,1536691598927944504,NED,12.4799995422,-344.124023438,-232.655319214,74
1536691599018867416,5245,1536691599018037208,NED,12.4799995422,-344.124023438,-232.655319214,74
1536691599086162200,5246,1536691599085304344,NED,13.25,-362.013244629,-231.35345459,75
1536691599115038776,5247,1536691599114608696,NED,13.25,-362.013244629,-231.35345459,75
1536691599154899288,5248,1536691599154220280,NED,14.0099992752,-362.013244629,-230.068588257,77
1536691599180535096,5249,1536691599179225912,NED,14.0099992752,-362.013244629,-230.068588257,77
1536691599261875096,5250,1536691599261100792,NED,14.7699995041,-384.970275879,-228.749725342,79
1536691599329910744,5251,1536691599321983512,NED,14.7699995041,-384.970275879,-228.749725342,79
1536691599352022840,5252,1536691599346972472,NED,15.5199995041,-384.970275879,-227.439498901,81
1536691599378991448,5253,1536691599378480184,NED,15.5199995041,-384.970275879,-227.439498901,81
1536691599414525240,5254,1536691599410432504,NED,15.5199995041,-384.970275879,-227.439498901,81
1536691599525199864,5255,1536691599516896408,NED,16.2399997711,-412.636169434,-226.095428467,83
1536691599585321656,5256,1536691599577979640,NED,16.9400005341,-412.636169434,-224.726043701,85
