%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1536693419525026680,27845,1536693419522759864,NED,0.179999992251,-265.189544678,-28.5482292175,15
1536693419549296632,27846,1536693419546802616,NED,0.179999992251,-265.189544678,-28.5482292175,15
1536693419664276568,27847,1536693419659533976,NED,0.209999993443,-265.189544678,-26.7349529266,17
1536693419674747320,27848,1536693419673816024,NED,0.209999993443,-265.189544678,-26.7349529266,17
1536693419738965624,27849,1536693419735678360,NED,0.25,-260.147277832,-24.9458808899,19
1536693419799546232,27850,1536693419798487768,NED,0.299999982119,-260.147277832,-191.962875366,20
1536693419865657208,27851,1536693419864488248,NED,0.299999982119,-260.147277832,-191.962875366,20
1536693419907001944,27852,1536693419904533656,NED,0.370000004768,-164.296539307,-190.280700684,22
1536693419962761304,27853,1536693419954561208,NED,0.370000004768,-164.296539307,-190.280700684,22
1536693419999951832,27854,1536693419999313240,NED,0.439999997616,-164.296539307,-188.615432739,24
1536693420071783608,27855,1536693420071193080,NED,0.439999997616,-164.296539307,-188.615432739,24
1536693420107310840,27856,1536693420106248408,NED,0.539999961853,-165.153686523,-186.958602905,26
1536693420137579512,27857,1536693420136881560,NED,0.539999961853,-165.153686523,-186.958602905,26
1536693420165577752,27858,1536693420165062616,NED,0.539999961853,-165.153686523,-186.958602905,26
1536693420264787384,27859,1536693420262462552,NED,0.649999976158,-165.153686523,-185.335540771,28
1536693420333491256,27860,1536693420328081560,NED,0.77999997139,-165.390777588,-183.704086304,29
1536693420374494840,27861,1536693420370077368,NED,0.77999997139,-165.390777588,-183.704086304,29
1536693420467607384,27862,1536693420461572760,NED,0.919999957085,-165.390777588,-182.106414795,31
1536693420495128184,27863,1536693420494053272,NED,0.919999957085,-165.390777588,-182.106414795,31
1536693420524730808,27864,1536693420523957880,NED,1.06999993324,-163.867004395,-180.525665283,33
1536693420587262232,27865,1536693420586598008,NED,1.06999993324,-163.867004395,-180.525665283,33
1536693420641436888,27866,1536693420640510104,NED,1.24000000954,-163.867004395,-178.978729248,35
1536693420671223256,27867,1536693420669726008,NED,1.24000000954,-163.867004395,-178.978729248,35
1536693420714871320,27868,1536693420713210136,NED,1.40999996662,-157.642364502,-177.431686401,36
1536693420789530936,27869,1536693420788044408,NED,1.40999996662,-157.642364502,-177.431686401,36
1536693420842520824,27870,1536693420842023448,NED,1.61000001431,-157.642364502,-175.93548584,38
1536693420887636888,27871,1536693420886966328,NED,1.61000001431,-157.642364502,-175.93548584,38
1536693420932428568,27872,1536693420931634264,NED,1.81999993324,-154.705810547,-174.464645386,40
1536693420990773656,27873,1536693420990025688,NED,2.04999995232,-154.705810547,-172.985336304,42
1536693421030739480,27874,1536693421029839864,NED,2.04999995232,-154.705810547,-172.985336304,42
1536693421083548696,27875,1536693421082646040,NED,2.04999995232,-154.705810547,-172.985336304,42
1536693421136290648,27876,1536693421135588024,NED,2.29999995232,-152.913665771,-171.539855957,43
1536693421172782232,27877,1536693421170306296,NED,2.29999995232,-152.913665771,-171.539855957,43
1536693421224137080,27878,1536693421223327960,NED,2.57999992371,-152.913665771,-170.119659424,45
1536693421281930264,27879,1536693421279635064,NED,2.57999992371,-152.913665771,-170.119659424,45
1536693421322863576,27880,1536693421322308600,NED,2.87999987602,-143.977935791,-168.716430664,47
