%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1536693419868694136,6829,1536693419868286808,,1500,1533,1492,1513,1526,1526,1500,1926
1536693420201154008,6830,1536693420200829176,,1500,1538,1436,1500,1500,1500,1500,1926
1536693420516038616,6831,1536693420515776888,,1500,1550,1380,1490,1479,1479,1500,1926
1536693420865403864,6832,1536693420864999768,,1500,1564,1300,1480,1460,1460,1500,1926
1536693421194856952,6833,1536693421194625400,,1500,1569,1244,1478,1455,1455,1500,1926
1536693421531171352,6834,1536693421530913944,,1500,1572,1188,1478,1456,1456,1500,1926
1536693421833685784,6835,1536693421833031512,,1500,1568,1164,1482,1464,1464,1500,1926
1536693422182707032,6836,1536693422182472536,,1500,1561,1156,1486,1471,1471,1500,1926
1536693422548742200,6837,1536693422548368728,,1500,1557,1164,1489,1477,1477,1500,1926
1536693422897090488,6838,1536693422896711640,,1500,1556,1172,1492,1484,1484,1500,1926
1536693423187470168,6839,1536693423186726264,,1500,1554,1180,1495,1490,1490,1500,1926
1536693423534009720,6840,1536693423532638296,,1500,1551,1196,1499,1497,1497,1500,1926
1536693423858986360,6841,1536693423858710392,,1500,1548,1204,1501,1504,1504,1500,1926
1536693424341014648,6842,1536693424340670232,,1500,1537,1236,1502,1505,1505,1500,1926
1536693424642154488,6843,1536693424641936856,,1500,1518,1332,1502,1505,1505,1500,1926
1536693425004075864,6844,1536693425003169592,,1500,1510,1420,1501,1503,1503,1500,1926
1536693425348364792,6845,1536693425348148952,,1500,1504,1508,1500,1501,1501,1500,1926
1536693425743750488,6846,1536693425743470040,,1500,1514,1556,1502,1504,1504,1500,1926
1536693426043445624,6847,1536693426043143544,,1500,1524,1572,1502,1505,1505,1500,1926
1536693426335015928,6848,1536693426334723256,,1500,1536,1572,1503,1506,1506,1500,1926
1536693426701285464,6849,1536693426700965080,,1500,1545,1564,1502,1504,1504,1500,1926
1536693427073337848,6850,1536693427073085528,,1500,1556,1540,1501,1503,1503,1500,1926
1536693427365360664,6851,1536693427364933688,,1500,1565,1524,1501,1502,1502,1500,1926
1536693427765319320,6852,1536693427764958968,,1500,1573,1492,1501,1503,1503,1500,1926
1536693428111952504,6853,1536693428111237816,,1500,1574,1476,1504,1508,1508,1500,1926
1536693428431520984,6854,1536693428431171704,,1500,1573,1468,1514,1529,1529,1500,1926
1536693428829265592,6855,1536693428828031928,,1500,1564,1460,1520,1540,1540,1500,1926
1536693429190230232,6856,1536693429189984632,,1500,1552,1468,1515,1530,1530,1500,1926
1536693429546833528,6857,1536693429546475608,,1500,1538,1484,1517,1535,1535,1500,1926
1536693429900728760,6858,1536693429900419384,,1500,1525,1500,1511,1522,1522,1500,1926
1536693430310071704,6859,1536693430307906424,,1500,1510,1524,1518,1537,1537,1500,1926
1536693430618716952,6860,1536693430618422776,,1500,1500,1556,1511,1522,1522,1500,1926
1536693430939612088,6861,1536693430939089528,,1500,1491,1588,1507,1514,1514,1500,1926
1536693431242608472,6862,1536693431242369080,,1500,1486,1612,1504,1508,1508,1500,1926
1536693431516155640,6863,1536693431515929336,,1500,1487,1620,1502,1504,1504,1500,1926
1536693431895320152,6864,1536693431894981784,,1500,1492,1628,1501,1503,1503,1500,1926
1536693432279585592,6865,1536693432279338968,,1500,1499,1628,1500,1500,1500,1500,1926
1536693432633403096,6866,1536693432633236152,,1500,1502,1628,1498,1496,1496,1500,1926
1536693432964826648,6867,1536693432964434680,,1500,1512,1604,1498,1496,1496,1500,1926
1536693433328007352,6868,1536693433327229400,,1500,1519,1580,1499,1496,1496,1500,1926
1536693433684277144,6869,1536693433684061016,,1500,1517,1572,1497,1494,1494,1500,1926
1536693433951791288,6870,1536693433950605976,,1500,1515,1564,1496,1492,1492,1500,1926
1536693434270945656,6871,1536693434270655576,,1500,1512,1556,1496,1492,1492,1500,1926
1536693434524563992,6872,1536693434524003160,,1500,1510,1556,1496,1492,1492,1500,1926
1536693434869638552,6873,1536693434868521816,,1500,1507,1548,1491,1481,1481,1500,1926
1536693435190155640,6874,1536693435189772792,,1500,1505,1540,1485,1470,1470,1500,1926
1536693435441839128,6875,1536693435441523032,,1500,1507,1524,1476,1452,1452,1500,1926
1536693435856162744,6876,1536693435855945656,,1500,1517,1508,1465,1429,1429,1500,1926
1536693436236205848,6877,1536693436236018776,,1500,1533,1476,1453,1406,1406,1500,1926
1536693436503266776,6878,1536693436502400312,,1500,1542,1460,1455,1410,1410,1500,1926
1536693436790064152,6879,1536693436789842040,,1500,1552,1436,1461,1422,1422,1500,1926
1536693437134881048,6880,1536693437134618616,,1500,1563,1412,1472,1443,1443,1500,1926
1536693437587183128,6881,1536693437586949624,,1500,1568,1388,1485,1469,1469,1500,1926
1536693437882916088,6882,1536693437874820760,,1500,1568,1380,1491,1482,1482,1500,1926
1536693438307061944,6883,1536693438306691256,,1500,1563,1372,1497,1494,1494,1500,1926
1536693438602520984,6884,1536693438602301880,,1500,1556,1372,1499,1497,1497,1500,1926
1536693439003670680,6885,1536693439001470456,,1500,1548,1388,1503,1506,1506,1500,1926
1536693439295068504,6886,1536693439294546360,,1500,1543,1396,1506,1513,1513,1500,1926
1536693439585915928,6887,1536693439585588952,,1500,1540,1412,1507,1515,1515,1500,1926
1536693439937520760,6888,1536693439937156344,,1500,1539,1428,1510,1521,1521,1500,1926
1536693440243153304,6889,1536693440241317528,,1500,1539,1436,1512,1524,1524,1500,1926
1536693440547676888,6890,1536693440547343960,,1500,1541,1444,1511,1523,1523,1500,1926
1536693440964861944,6891,1536693440964531416,,1500,1543,1452,1510,1520,1520,1500,1926
1536693441272476504,6892,1536693441271833112,,1500,1546,1460,1507,1515,1515,1500,1926
1536693441671259800,6893,1536693441670680440,,1500,1548,1460,1504,1509,1509,1500,1926
1536693442013859352,6894,1536693442012467896,,1500,1550,1460,1500,1501,1501,1500,1926
1536693442409270488,6895,1536693442403932696,,1500,1548,1460,1498,1496,1496,1500,1926
1536693442768366104,6896,1536693442767828984,,1500,1550,1468,1497,1494,1494,1500,1926
1536693443061560792,6897,1536693443061355448,,1500,1552,1468,1496,1492,1492,1500,1926
1536693443422338200,6898,1536693443422108152,,1500,1549,1468,1494,1488,1488,1500,1926
1536693443754671032,6899,1536693443754479928,,1500,1547,1468,1496,1492,1492,1500,1926
1536693444000911544,6900,1536693444000636696,,1500,1544,1476,1499,1497,1497,1500,1926
1536693444275201048,6901,1536693444275086616,,1500,1542,1484,1500,1501,1501,1500,1926
1536693444709818136,6902,1536693444709630168,,1500,1545,1492,1504,1510,1510,1500,1926
1536693444999853080,6903,1536693444999394584,,1500,1546,1492,1511,1522,1522,1500,1926
1536693445362732056,6904,1536693445360262200,,1500,1549,1492,1506,1512,1512,1500,1926
1536693445714105848,6905,1536693445713762552,,1500,1553,1484,1504,1508,1508,1500,1926
1536693446148007160,6906,1536693446147797944,,1500,1555,1484,1506,1513,1513,1500,1926
1536693446421726904,6907,1536693446421485976,,1500,1554,1476,1507,1515,1515,1500,1926
1536693446819215544,6908,1536693446818921336,,1500,1551,1476,1502,1504,1504,1500,1926
1536693447042773272,6909,1536693447042565496,,1500,1550,1476,1500,1499,1499,1500,1926
1536693447301185624,6910,1536693447300979512,,1500,1548,1476,1499,1497,1497,1500,1926
1536693447560679128,6911,1536693447560146296,,1500,1546,1476,1499,1497,1497,1500,1926
1536693447824757176,6912,1536693447822546680,,1500,1544,1476,1501,1503,1503,1500,1926
1536693448201188664,6913,1536693448200983512,,1500,1541,1476,1501,1503,1503,1500,1926
1536693448558661080,6914,1536693448557172024,,1500,1542,1484,1510,1520,1520,1500,1926
1536693448901355832,6915,1536693448901018776,,1500,1539,1484,1522,1545,1545,1500,1926
1536693449239941144,6916,1536693449238415352,,1500,1535,1492,1519,1539,1539,1500,1926
1536693449544008728,6917,1536693449543700952,,1500,1531,1500,1525,1550,1550,1500,1926
1536693449957413816,6918,1536693449949969240,,1500,1524,1516,1517,1534,1534,1500,1926
1536693450269354552,6919,1536693450268193144,,1500,1516,1524,1510,1521,1521,1500,1926
1536693450677389976,6920,1536693450673900088,,1500,1504,1540,1508,1516,1516,1500,1926
1536693450981972664,6921,1536693450981300984,,1500,1500,1556,1502,1504,1504,1500,1926
1536693451423649208,6922,1536693451423363160,,1500,1499,1572,1499,1497,1497,1500,1926
1536693451750796440,6923,1536693451750471896,,1500,1505,1564,1503,1507,1507,1500,1926
1536693451988879096,6924,1536693451988396856,,1500,1507,1564,1505,1510,1510,1500,1926
1536693452359438552,6925,1536693452358698904,,1500,1505,1564,1502,1505,1505,1500,1926
1536693452673480856,6926,1536693452672819896,,1500,1500,1572,1496,1491,1491,1500,1926
1536693452949196600,6927,1536693452948860120,,1500,1498,1588,1491,1481,1481,1500,1926
1536693453190222520,6928,1536693453188319928,,1500,1504,1572,1492,1483,1483,1500,1926
1536693453557391480,6929,1536693453556354968,,1500,1511,1548,1483,1465,1465,1500,1926
1536693453899053528,6930,1536693453898842136,,1500,1520,1540,1476,1452,1452,1500,1926
1536693454175767576,6931,1536693454168914328,,1500,1532,1508,1471,1442,1442,1500,1926
1536693454484900440,6932,1536693454482356952,,1500,1541,1484,1469,1437,1437,1500,1926
1536693454804181016,6933,1536693454803503192,,1500,1552,1452,1470,1439,1439,1500,1926
1536693455056701784,6934,1536693455054694776,,1500,1561,1428,1472,1443,1443,1500,1926
1536693455500750520,6935,1536693455500515928,,1500,1567,1404,1473,1445,1445,1500,1926
1536693455837678104,6936,1536693455835875384,,1500,1571,1388,1475,1449,1449,1500,1926
1536693456177699000,6937,1536693456177261784,,1500,1572,1372,1483,1466,1466,1500,1926
1536693456526930360,6938,1536693456526327160,,1500,1567,1356,1491,1481,1481,1500,1926
1536693456844439704,6939,1536693456843865016,,1500,1559,1364,1494,1488,1488,1500,1926
1536693457220410904,6940,1536693457220158360,,1500,1550,1372,1498,1495,1495,1500,1926
1536693457600420984,6941,1536693457598572408,,1500,1542,1388,1504,1508,1508,1500,1926
1536693457868122360,6942,1536693457867724440,,1500,1535,1412,1504,1508,1508,1500,1926
1536693458151591544,6943,1536693458151326872,,1500,1532,1436,1503,1507,1507,1500,1926
1536693458347684152,6944,1536693458347404152,,1500,1530,1444,1505,1510,1510,1500,1926
1536693458699979448,6945,1536693458699574296,,1500,1529,1460,1509,1518,1518,1500,1926
1536693459034826168,6946,1536693459034521336,,1500,1529,1476,1513,1527,1527,1500,1926
1536693459408555384,6947,1536693459408261880,,1500,1533,1492,1513,1526,1526,1500,1926
1536693459801429720,6948,1536693459801105848,,1500,1540,1500,1508,1517,1517,1500,1926
1536693460127861848,6949,1536693460126378584,,1500,1545,1492,1505,1511,1511,1500,1926
1536693460502524952,6950,1536693460501028888,,1500,1548,1484,1505,1510,1510,1500,1926
1536693460771589912,6951,1536693460771066040,,1500,1549,1476,1506,1513,1513,1500,1926
1536693461135154392,6952,1536693461134851960,,1500,1546,1476,1512,1526,1526,1500,1926
1536693461515943960,6953,1536693461515207352,,1500,1540,1484,1519,1538,1538,1500,1926
1536693461799747256,6954,1536693461799403672,,1500,1532,1492,1513,1527,1527,1500,1926
1536693462162336440,6955,1536693462162098968,,1500,1518,1516,1520,1541,1541,1500,1926
1536693462437434424,6956,1536693462437136376,,1500,1509,1532,1518,1536,1536,1500,1926
1536693462700641240,6957,1536693462699736280,,1500,1503,1548,1513,1527,1527,1500,1926
1536693463003389784,6958,1536693463003125656,,1500,1498,1572,1509,1518,1518,1500,1926
1536693463403931800,6959,1536693463403753720,,1500,1492,1604,1505,1511,1511,1500,1926
1536693463800247704,6960,1536693463800034328,,1500,1489,1620,1502,1505,1505,1500,1926
1536693464070002200,6961,1536693464069721080,,1500,1490,1636,1502,1505,1505,1500,1926
1536693464383885112,6962,1536693464383707768,,1500,1492,1636,1502,1504,1504,1500,1926
