%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1536693419690795544,4959,1536693419689927768,,1536695543222000000,fcu
1536693420164074232,4960,1536693420159351736,,1536695543699000000,fcu
1536693420646976504,4961,1536693420646722360,,1536695544179000000,fcu
1536693421096156760,4962,1536693421095819416,,1536695544659000000,fcu
1536693421493329016,4963,1536693421492686680,,1536695545022000000,fcu
1536693421838712376,4964,1536693421838082552,,1536695545379000000,fcu
1536693422300196152,4965,1536693422299941016,,1536695545840000000,fcu
1536693422842994104,4966,1536693422842789240,,1536695546379000000,fcu
1536693423313303480,4967,1536693423313108600,,1536695546840000000,fcu
1536693423632823576,4968,1536693423632650264,,1536695547179000000,fcu
1536693424117907000,4969,1536693424115546264,,1536695547642000000,fcu
1536693424698258904,4970,1536693424697962168,,1536695548259000000,fcu
1536693425305835128,4971,1536693425305344504,,1536695548822000000,fcu
1536693425870025944,4972,1536693425869575704,,1536695549401000000,fcu
1536693426284209336,4973,1536693426280726712,,1536695549823000000,fcu
1536693426851637656,4974,1536693426851295288,,1536695550379000000,fcu
1536693427483519544,4975,1536693427483212600,,1536695551021000000,fcu
1536693427855458712,4976,1536693427854902072,,1536695551421000000,fcu
1536693428398989848,4977,1536693428398542584,,1536695551959000000,fcu
1536693428838851960,4978,1536693428838418552,,1536695552379000000,fcu
1536693429247411320,4979,1536693429247177496,,1536695552779000000,fcu
1536693429838871640,4980,1536693429838643192,,1536695553378000000,fcu
1536693430336098776,4981,1536693430334587416,,1536695553879000000,fcu
1536693430867016696,4982,1536693430866835192,,1536695554421000000,fcu
1536693431203753496,4983,1536693431200030296,,1536695554721000000,fcu
1536693431679494328,4984,1536693431679122200,,1536695555221000000,fcu
1536693432324270552,4985,1536693432323990840,,1536695555859000000,fcu
1536693432851422552,4986,1536693432851095032,,1536695556401000000,fcu
1536693433340884536,4987,1536693433335595288,,1536695556898000000,fcu
1536693433734387448,4988,1536693433734153016,,1536695557298000000,fcu
1536693434219095192,4989,1536693434218642872,,1536695557761000000,fcu
1536693434612465368,4990,1536693434612229432,,1536695558161000000,fcu
1536693435138756696,4991,1536693435138481720,,1536695558679000000,fcu
1536693435383214392,4992,1536693435382526840,,1536695558920000000,fcu
1536693435926930776,4993,1536693435926617848,,1536695559459000000,fcu
1536693436438316184,4994,1536693436438100344,,1536695559979000000,fcu
1536693436991695800,4995,1536693436991068760,,1536695560520000000,fcu
1536693437519142616,4996,1536693437516144344,,1536695561060000000,fcu
1536693437835791096,4997,1536693437835455416,,1536695561379000000,fcu
1536693438391968664,4998,1536693438391558520,,1536695561921000000,fcu
