%time,field.x,field.y,field.z
1538769412745950016,-0.675568521023,0.106361366808,-2.36375473737
1538769412766770784,-0.675568521023,0.106361366808,-2.36375473737
1538769412785993408,-0.675568521023,0.106361366808,-2.36375473737
1538769412805427840,-0.675568521023,0.106361366808,-2.36375473737
1538769412825491168,-0.675568521023,0.106361366808,-2.36375473737
1538769412846051616,-0.675568521023,0.106361366808,-2.36375473737
1538769412865951200,-0.675568521023,0.106361366808,-2.36375473737
1538769412886546016,-0.675568521023,0.106361366808,-2.36375473737
1538769412905448288,-0.675568521023,0.106361366808,-2.36375473737
1538769412926754624,-0.675568521023,0.106361366808,-2.36375473737
1538769412945509984,-0.675568521023,0.106361366808,-2.36375473737
1538769412966003264,-0.675568521023,0.106361366808,-2.36375473737
1538769412985400288,-0.675568521023,0.106361366808,-2.36375473737
1538769413006381088,-0.675568521023,0.106361366808,-2.36375473737
1538769413025915136,-0.675568521023,0.106361366808,-2.36375473737
1538769413046316288,-0.675568521023,0.106361366808,-2.36375473737
1538769413065599872,-0.675568521023,0.106361366808,-2.36375473737
1538769413085775872,-0.675568521023,0.106361366808,-2.36375473737
1538769413105727616,-0.675568521023,0.106361366808,-2.36375473737
1538769413126048096,-0.675568521023,0.106361366808,-2.36375473737
1538769413147119232,-0.675568521023,0.106361366808,-2.36375473737
1538769413166343456,-0.675568521023,0.106361366808,-2.36375473737
1538769413185818304,-0.451346457005,0.0655678585172,-2.23182152509
1538769413205840192,-0.451346457005,0.0655678585172,-2.23182152509
1538769413225875520,-0.451346457005,0.0655678585172,-2.23182152509
1538769413246682528,-0.451346457005,0.0655678585172,-2.23182152509
1538769413265688256,-0.451346457005,0.0655678585172,-2.23182152509
1538769413285985024,-0.451346457005,0.0655678585172,-2.23182152509
1538769413305937824,-0.451346457005,0.0655678585172,-2.23182152509
1538769413325964640,-0.451346457005,0.0655678585172,-2.23182152509
1538769413345767712,-0.451346457005,0.0655678585172,-2.23182152509
1538769413366988704,-0.451346457005,0.0655678585172,-2.23182152509
1538769413385856064,-0.451346457005,0.0655678585172,-2.23182152509
1538769413405876544,-0.451346457005,0.0655678585172,-2.23182152509
1538769413426476320,-0.451346457005,0.0655678585172,-2.23182152509
1538769413445981600,-0.319866538048,0.0198126193136,-2.15980337858
1538769413466059072,-0.319866538048,0.0198126193136,-2.15980337858
1538769413485660832,-0.319866538048,0.0198126193136,-2.15980337858
1538769413506200544,-0.319866538048,0.0198126193136,-2.15980337858
1538769413525992640,-0.319866538048,0.0198126193136,-2.15980337858
1538769413545838752,-0.319866538048,0.0198126193136,-2.15980337858
1538769413568548576,-0.319866538048,0.0198126193136,-2.15980337858
