%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.position.x,field.position.y,field.position.z,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1538768543774847527,7245,1538768543772629287,1,1,1472,131.455908,-32.5797,50.0,15.9692666397,-0.991222977634,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543792431943,7246,1538768543791924295,1,1,1472,131.455908,-32.5797,50.0,15.9692666397,-0.991222977634,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543812564071,7247,1538768543811927047,1,1,1472,131.455908,-32.5797,50.0,15.9692666397,-0.991222977634,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543832877543,7248,1538768543831960103,1,1,1472,131.455908,-32.5797,50.0,15.9692666397,-0.991222977634,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543852590407,7249,1538768543851975207,1,1,1472,131.455908,-32.5797,50.0,15.9692666397,-0.991222977634,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543872523207,7250,1538768543871972999,1,1,1472,131.455908,-32.5797,50.0,15.9692666397,-0.991222977634,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543892421511,7251,1538768543891975879,1,1,1472,131.455908,-32.5797,50.0,15.9692666397,-0.991222977634,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543912571783,7252,1538768543912078279,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543932812583,7253,1538768543932159303,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543952876103,7254,1538768543952198151,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543972793511,7255,1538768543972075527,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768543992453735,7256,1538768543991991783,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544012890535,7257,1538768544012057991,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544032567783,7258,1538768544032110439,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544052830823,7259,1538768544052206055,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544072477223,7260,1538768544072074215,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544092405575,7261,1538768544091997191,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544119024743,7262,1538768544112192071,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544133389735,7263,1538768544132341031,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544152571207,7264,1538768544152095047,1,1,1472,134.654108,-32.664769,50.0,15.9993796846,0.140888997222,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544172961351,7265,1538768544172103879,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544192435015,7266,1538768544191970823,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544212658407,7267,1538768544212075847,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544233793639,7268,1538768544233111911,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544253001959,7269,1538768544252213447,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544272910471,7270,1538768544272130631,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544292890599,7271,1538768544292214663,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544316321767,7272,1538768544311974791,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544332684199,7273,1538768544331929383,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544352338919,7274,1538768544351917607,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544372581575,7275,1538768544371927271,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544392370247,7276,1538768544391922791,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544412764359,7277,1538768544411921831,1,1,1472,139.442664,-32.367962,50.0,15.8943149344,1.83596099242,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544432300167,7278,1538768544431945415,1,1,1472,142.605879,-31.888597,50.0,15.7246272533,2.9556890476,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544452474151,7279,1538768544451985895,1,1,1472,142.605879,-31.888597,50.0,15.7246272533,2.9556890476,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544472632455,7280,1538768544472061831,1,1,1472,142.605879,-31.888597,50.0,15.7246272533,2.9556890476,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544492358951,7281,1538768544491947751,1,1,1472,142.605879,-31.888597,50.0,15.7246272533,2.9556890476,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544512425191,7282,1538768544511996775,1,1,1472,142.605879,-31.888597,50.0,15.7246272533,2.9556890476,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544532954087,7283,1538768544532075975,1,1,1472,142.605879,-31.888597,50.0,15.7246272533,2.9556890476,-0.0,0.0,0.0,0.0,0.0,0.0
1538768544553719431,7284,1538768544552186631,1,1,1472,142.605879,-31.888597,50.0,15.7246272533,2.9556890476,-0.0,0.0,0.0,0.0,0.0,0.0
