%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.latitude,field.longitude,field.altitude,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1538768543775830919,4647,1538768543768358215,,5,65528,40.5906019,-79.8952118,404.559997559,15.9692668915,-0.991222977638,2.07706095879e-15,14.5048685074,-6.65363168716,0.932133734226,-16.0,-0.0
1538768543819251623,4648,1538768543818173095,,5,65528,40.5906019,-79.8952118,404.559997559,15.9692668915,-0.991222977638,2.07706095879e-15,14.6043462753,-6.51091241837,0.840141832829,-16.0,-0.0
1538768543863431751,4649,1538768543863042471,,5,65528,40.5906019,-79.8952118,404.559997559,15.9692668915,-0.991222977638,2.07706095879e-15,14.6804141998,-6.40410661697,0.819193661213,-16.0,-0.0
1538768543950293447,4650,1538768543948320039,,5,65528,40.5906019,-79.8952118,404.559997559,15.9692668915,-0.991222977638,2.07706095879e-15,14.8396682739,-6.18012475967,0.823823451996,-16.0,-0.0
1538768543984549543,4651,1538768543983069735,,5,65528,40.5906019,-79.8952118,404.559997559,15.9993801117,0.140889003873,1.94210503873e-15,14.9159011841,-6.06863975525,0.803367495537,-16.0,-0.0
1538768544027214503,4652,1538768544026069895,,5,65528,40.5906019,-79.8952118,404.559997559,15.9993801117,0.140889003873,1.94210503873e-15,14.9857988358,-5.97050523758,0.766215801239,-16.0,-0.0
1538768544074122279,4653,1538768544072070503,,5,65528,40.5906019,-79.8952118,404.559997559,15.9993801117,0.140889003873,1.94210503873e-15,15.0491638184,-5.87554836273,0.704787254333,-16.0,-0.0
1538768544152237895,4654,1538768544150683271,,5,65528,40.5906019,-79.8952118,404.559997559,15.9993801117,0.140889003873,1.94210503873e-15,15.1401157379,-5.74024248123,0.602720499039,-16.0,-0.0
1538768544187858055,4655,1538768544187493447,,5,65528,40.5906019,-79.8952118,404.559997559,15.9993801117,0.140889003873,1.94210503873e-15,15.1964664459,-5.65814113617,0.525906324387,-16.0,-0.0
1538768544254752839,4656,1538768544253983975,,5,65528,40.5906019,-79.8952118,404.559997559,15.8943147659,1.83596098423,1.72165180076e-15,15.320309639,-5.47047138214,0.378284811974,-16.0,-0.0
1538768544267609735,4657,1538768544266138311,,5,65528,40.5906019,-79.8952118,404.559997559,15.8943147659,1.83596098423,1.72165180076e-15,15.3472709656,-5.42194700241,0.34619513154,-16.0,-0.0
