%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1538769532855540576,2125,1538769532854594944,map,-21.039560318,1.77391338348,1.73416233063,0.0246033445001,0.00799588207155,0.056900639087
1538769533136176032,2126,1538769533135309312,map,-20.7075595856,2.30420303345,1.45261645317,0.0246033445001,0.00799588207155,0.056900639087
1538769533373548960,2127,1538769533372047648,map,-20.4102401733,3.06900691986,0.990734875202,0.703463375568,0.0272439178079,-0.0594772174954
1538769533618297312,2128,1538769533616958592,map,-20.0829124451,3.39464616776,0.873789906502,-1.57262086868,0.133600324392,0.091336093843
1538769533846729728,2129,1538769533844108192,map,-19.7863826752,2.97104215622,0.244153827429,-1.57262086868,0.133600324392,0.091336093843
1538769534194755424,2130,1538769534193681024,map,-19.4218730927,2.27025532722,-1.48257231712,-0.765294015408,0.237358912826,-0.0453238710761
1538769534415856960,2131,1538769534414842336,map,-19.1705970764,1.65540921688,-2.85365700722,-0.765294015408,0.237358912826,-0.0453238710761
1538769534619357408,2132,1538769534616370816,map,-19.0080471039,0.864809989929,-3.63321137428,-0.148808836937,0.0702935233712,0.284881293774
1538769534853842208,2133,1538769534853255488,map,-18.8248100281,-0.194653302431,-4.4996676445,-0.146745949984,-0.00204239273444,0.287878811359
1538769535114286208,2134,1538769535112652032,map,-18.6152763367,-1.47675287724,-5.31400346756,-0.146745949984,-0.00204239273444,0.287878811359
1538769535369835264,2135,1538769535368914752,map,-18.4042778015,-2.7640402317,-6.00771856308,0.0324261784554,-0.0549999512732,0.238695949316
1538769535631297344,2136,1538769535626317088,map,-18.1921710968,-3.92801809311,-6.55949783325,0.0324261784554,-0.0549999512732,0.238695949316
1538769535853506272,2137,1538769535852727168,map,-17.9518451691,-5.11950922012,-6.9992609024,0.123005121946,-0.0798776745796,0.262220680714
1538769536111848640,2138,1538769536110767200,map,-17.787109375,-6.51149892807,-6.93103837967,0.265466034412,-0.133177906275,0.179363831878
1538769536364385728,2139,1538769536362321632,map,-17.7113456726,-7.87152910233,-6.36071634293,0.265466034412,-0.133177906275,0.179363831878
1538769536618483264,2140,1538769536617195232,map,-17.6602115631,-8.80091667175,-5.83657598495,0.27847892046,-0.218692600727,0.121670559049
1538769536868057056,2141,1538769536867322016,map,-17.5939216614,-9.94816398621,-4.63545084,0.250145822763,-0.280999064445,0.137663811445
1538769537127109568,2142,1538769537123180544,map,-17.5608615875,-10.6033849716,-3.41604447365,0.250145822763,-0.280999064445,0.137663811445
1538769537354946176,2143,1538769537354203328,map,-17.5158557892,-10.9342260361,-1.92007875443,0.343979001045,-0.260476738214,0.129386633635
1538769537616459744,2144,1538769537615755328,map,-17.3869686127,-11.0309238434,-0.0789023637772,0.13579069078,-0.217537209392,0.0685717612505
1538769537848764224,2145,1538769537847884640,map,-17.2381324768,-10.8322372437,1.08513855934,0.13579069078,-0.217537209392,0.0685717612505
1538769538089295232,2146,1538769538088243808,map,-17.1256961823,-10.4112606049,2.01245546341,0.216982215643,-0.125083357096,-0.0556534938514
1538769538336992128,2147,1538769538336300256,map,-17.0750331879,-9.85812187195,2.43600058556,0.177760109305,-0.0737341344357,-0.0797198489308
