%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1539875267506471400,829,1539875267505919624,,1500,1498,1444,1589,1679,1679,1500,1101
1539875267848890184,830,1539875267848453800,,1500,1507,1388,1553,1606,1606,1500,1101
1539875268092399336,831,1539875268091772104,,1500,1508,1348,1523,1547,1547,1500,1101
1539875268451647016,832,1539875268451427240,,1500,1500,1308,1502,1504,1504,1500,1101
1539875268716437416,833,1539875268713860328,,1500,1500,1252,1494,1487,1487,1500,1101
1539875269087072008,834,1539875269086032008,,1500,1497,1196,1486,1471,1471,1500,1101
1539875269451175400,835,1539875269450973288,,1500,1492,1164,1485,1469,1469,1500,1101
1539875269850466120,836,1539875269850163176,,1500,1490,1140,1485,1469,1469,1500,1101
1539875270129504424,837,1539875270127771944,,1500,1493,1140,1487,1474,1474,1500,1101
1539875270352827368,838,1539875270352326600,,1500,1493,1140,1493,1486,1486,1500,1101
1539875270688399976,839,1539875270686873032,,1500,1488,1148,1498,1495,1495,1500,1101
1539875271047517736,840,1539875271047175208,,1500,1481,1164,1496,1492,1492,1500,1101
1539875271369670824,841,1539875271369461704,,1500,1480,1188,1494,1488,1488,1500,1101
1539875271707920424,842,1539875271705960968,,1500,1480,1204,1502,1505,1505,1500,1101
1539875272051569736,843,1539875272051336040,,1500,1478,1220,1503,1507,1507,1500,1101
1539875272413892104,844,1539875272413308104,,1500,1480,1236,1501,1502,1502,1500,1101
1539875272758781864,845,1539875272754258792,,1500,1484,1252,1494,1488,1488,1500,1101
1539875272989402184,846,1539875272989163560,,1500,1487,1268,1490,1479,1479,1500,1101
1539875273345234984,847,1539875273344636040,,1500,1493,1276,1491,1481,1481,1500,1101
1539875273607143816,848,1539875273606905672,,1500,1498,1276,1480,1460,1460,1500,1101
1539875273955627304,849,1539875273955298984,,1500,1500,1268,1482,1463,1463,1500,1101
1539875274299450120,850,1539875274299111688,,1500,1481,1284,1499,1497,1497,1500,1101
1539875274595417192,851,1539875274595185288,,1500,1462,1364,1496,1491,1491,1500,1101
1539875274949122280,852,1539875274948491784,,1500,1458,1444,1491,1481,1481,1500,1101
1539875275208491016,853,1539875275208243400,,1500,1457,1500,1493,1485,1485,1500,1101
1539875275527164072,854,1539875275526740744,,1500,1466,1532,1502,1504,1504,1500,1101
1539875275884709416,855,1539875275884523208,,1500,1478,1548,1499,1497,1497,1500,1101
1539875276324528776,856,1539875276322909992,,1500,1498,1556,1488,1475,1475,1500,1101
1539875276609922824,857,1539875276608905544,,1500,1508,1540,1491,1481,1481,1500,1101
1539875276877833608,858,1539875276877473480,,1500,1513,1532,1492,1484,1484,1500,1101
1539875277136989800,859,1539875277136780392,,1500,1515,1524,1491,1481,1481,1500,1101
1539875277514024296,860,1539875277513776648,,1500,1520,1508,1499,1498,1498,1500,1101
1539875277947507176,861,1539875277946931400,,1500,1513,1492,1489,1478,1478,1500,1101
1539875278314133480,862,1539875278310841608,,1500,1506,1492,1494,1487,1487,1500,1101
1539875278706092232,863,1539875278705729544,,1500,1497,1484,1498,1496,1496,1500,1101
1539875279015799784,864,1539875279015254152,,1500,1492,1492,1494,1487,1487,1500,1101
1539875279351659464,865,1539875279351469384,,1500,1488,1492,1497,1494,1494,1500,1101
1539875279751162248,866,1539875279750809032,,1500,1483,1500,1498,1496,1496,1500,1101
1539875280058977832,867,1539875280058698760,,1500,1483,1508,1501,1503,1503,1500,1101
1539875280353874344,868,1539875280353253832,,1500,1482,1516,1508,1516,1516,1500,1101
1539875280615797960,869,1539875280615601512,,1500,1483,1516,1506,1512,1512,1500,1101
1539875280949277320,870,1539875280948992488,,1500,1486,1516,1503,1507,1507,1500,1101
1539875281254227400,871,1539875281253721064,,1500,1489,1516,1500,1500,1500,1500,1101
1539875281643117224,872,1539875281642288680,,1500,1492,1516,1491,1482,1482,1500,1101
1539875281937073160,873,1539875281936359752,,1500,1492,1516,1495,1489,1489,1500,1101
1539875282287782088,874,1539875282287041224,,1500,1489,1516,1496,1491,1491,1500,1101
1539875282578110056,875,1539875282577865864,,1500,1487,1516,1500,1500,1500,1500,1101
1539875282916213096,876,1539875282915734088,,1500,1484,1524,1503,1506,1506,1500,1101
1539875283319894408,877,1539875283316036328,,1500,1484,1516,1510,1521,1521,1500,1101
1539875283555113960,878,1539875283554735304,,1500,1483,1516,1507,1515,1515,1500,1101
1539875283877433800,879,1539875283877116904,,1500,1485,1508,1506,1513,1513,1500,1101
1539875284134659336,880,1539875284134327336,,1500,1485,1508,1514,1529,1529,1500,1101
1539875284474117992,881,1539875284473681512,,1500,1487,1500,1508,1516,1516,1500,1101
1539875284741964488,882,1539875284739519528,,1500,1482,1492,1558,1616,1616,1500,1101
1539875285174241672,883,1539875285174054600,,1500,1457,1516,1515,1531,1531,1500,1101
1539875285525267176,884,1539875285525025064,,1500,1456,1532,1504,1508,1508,1500,1101
1539875285851892840,885,1539875285851593576,,1500,1455,1532,1505,1511,1511,1500,1101
