%time,field.header.seq,field.header.stamp,field.header.frame_id,field.rssi,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7,field.channels8,field.channels9,field.channels10,field.channels11,field.channels12,field.channels13,field.channels14,field.channels15
1536692144978045080,2936,1536692144977449112,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692145327879448,2937,1536692145327632824,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692145637820920,2938,1536692145636196056,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692145956686776,2939,1536692145956350840,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692146371083960,2940,1536692146370197944,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692146600460760,2941,1536692146600213880,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692146933678616,2942,1536692146930691864,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692147328792376,2943,1536692147328545464,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692147586248344,2944,1536692147585665016,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692147876559320,2945,1536692147876354616,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692148213242392,2946,1536692148213024120,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692148540304760,2947,1536692148539700536,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692148823001784,2948,1536692148822757752,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692149167416568,2949,1536692149167232856,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692149500517944,2950,1536692149498379256,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692149944246168,2951,1536692149943739960,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692150207617272,2952,1536692150206916728,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692150511199224,2953,1536692150510579576,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
1536692150938746328,2954,1536692150938519288,,0,1514,1552,1644,1511,1514,2036,2036,1926,1514,1514,1514,1514,1514,1514,1514,1514
