%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
1536692144922908056,3750,1536692144921129144,base_link,0,1,40.5917315,-79.8981043,376.523527765,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692145156940952,3751,1536692145156343064,base_link,0,1,40.5917443,-79.8981612,376.833464268,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692145416788184,3752,1536692145412494456,base_link,0,1,40.5917588,-79.8982167,377.083401501,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692145671309304,3753,1536692145668367160,base_link,0,1,40.5917757,-79.8982747,377.093335187,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692145900029080,3754,1536692145899206008,base_link,0,1,40.591792,-79.8983264,376.793275569,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692146219559064,3755,1536692146218954296,base_link,0,1,40.5918153,-79.8983928,375.943198026,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692146401781752,3756,1536692146400733400,base_link,0,1,40.5918277,-79.8984241,375.403160888,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692146626582808,3757,1536692146625529176,base_link,0,1,40.5918481,-79.8984705,374.473105,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692146883980664,3758,1536692146883356088,base_link,0,1,40.591872,-79.8985194,373.283045111,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692147137891480,3759,1536692147136849176,base_link,0,1,40.5918954,-79.8985636,372.012990239,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692147401716792,3760,1536692147400972664,base_link,0,1,40.5919221,-79.8986098,370.542931962,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692147623578360,3761,1536692147623056536,base_link,0,1,40.5919483,-79.8986519,369.122878088,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692147890343288,3762,1536692147889506008,base_link,0,1,40.5919774,-79.8986964,367.532820569,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692148172430360,3763,1536692148171791768,base_link,0,1,40.59201,-79.8987442,365.64275824,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692148397910840,3764,1536692148397099384,base_link,0,1,40.5920362,-79.8987811,364.102709703,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692148622505400,3765,1536692148621541080,base_link,0,1,40.5920652,-79.8988216,362.342656339,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692148898275928,3766,1536692148897349048,base_link,0,1,40.5920993,-79.8988692,360.222593626,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692149122546424,3767,1536692149120672024,base_link,0,1,40.5921239,-79.8989034,358.692548534,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692149358037016,3768,1536692149356905976,base_link,0,1,40.592157,-79.8989489,356.952488401,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692149609263064,3769,1536692149606997208,base_link,0,1,40.5921885,-79.8989921,355.792431288,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692149870476120,3770,1536692149869805112,base_link,0,1,40.5922233,-79.8990412,354.892366804,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692150089685432,3771,1536692150088961528,base_link,0,1,40.5922523,-79.8990837,354.392311463,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692150356916248,3772,1536692150355912024,base_link,0,1,40.5922862,-79.8991349,354.172245235,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692150596400504,3773,1536692150595650776,base_link,0,1,40.5923165,-79.8991824,354.282184281,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692150871306424,3774,1536692150870545688,base_link,0,1,40.592349,-79.899234,354.74211825,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692151086306712,3775,1536692151085329720,base_link,0,1,40.5923758,-79.8992769,355.332063454,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692151331336984,3776,1536692151330497400,base_link,0,1,40.5924046,-79.8993225,356.05200509,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692151527589880,3777,1536692151526533272,base_link,0,1,40.5924299,-79.8993624,356.801953989,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692151800353176,3778,1536692151799364824,base_link,0,1,40.5924623,-79.8994127,357.831889372,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692152022676216,3779,1536692152019002840,base_link,0,1,40.5924854,-79.8994481,358.501843782,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692152239590040,3780,1536692152238888664,base_link,0,1,40.592513,-79.8994897,359.231790028,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692152513469144,3781,1536692152512533208,base_link,0,1,40.5925428,-79.8995334,359.861733239,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692152729617880,3782,1536692152728796376,base_link,0,1,40.5925682,-79.8995696,360.221685911,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692153003786360,3783,1536692153001663960,base_link,0,1,40.5926009,-79.8996144,360.431626829,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692153233074104,3784,1536692153230760728,base_link,0,1,40.5926267,-79.8996482,360.481581798,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692153501935704,3785,1536692153500401304,base_link,0,1,40.5926601,-79.8996898,360.431525709,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692153767665336,3786,1536692153763981016,base_link,0,1,40.592692,-79.8997265,360.291475237,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692153986284312,3787,1536692153984286904,base_link,0,1,40.5927198,-79.8997559,360.091433891,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692154205606424,3788,1536692154204626968,base_link,0,1,40.5927457,-79.8997809,359.871397811,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692154459160056,3789,1536692154458456344,base_link,0,1,40.5927842,-79.8998138,359.481348528,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692154707514200,3790,1536692154706209912,base_link,0,1,40.5928189,-79.899839,359.081308653,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692154938837592,3791,1536692154937845112,base_link,0,1,40.5928553,-79.8998608,358.641271552,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692155181262744,3792,1536692155180440824,base_link,0,1,40.5928938,-79.8998782,358.191238079,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692155439168024,3793,1536692155437653528,base_link,0,1,40.5929375,-79.8998914,357.721206763,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692155686814968,3794,1536692155686100376,base_link,0,1,40.5929793,-79.8998971,357.361183867,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692155942188472,3795,1536692155941226424,base_link,0,1,40.5930223,-79.8998959,357.081167512,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692156237490424,3796,1536692156233883672,base_link,0,1,40.5930764,-79.8998838,356.861157724,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692156462125656,3797,1536692156461375608,base_link,0,1,40.5931161,-79.8998676,356.781158,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692156686766744,3798,1536692156686161496,base_link,0,1,40.5931578,-79.8998437,356.771165301,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692156926911000,3799,1536692156924944568,base_link,0,1,40.5931967,-79.8998138,356.861179857,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692157174656472,3800,1536692157173490712,base_link,0,1,40.5932342,-79.8997765,357.101202521,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692157465928568,3801,1536692157464862936,base_link,0,1,40.5932761,-79.8997222,357.611240697,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692157678406168,3802,1536692157677291000,base_link,0,1,40.5933008,-79.8996821,358.041271439,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692157928773464,3803,1536692157927559512,base_link,0,1,40.5933287,-79.8996254,358.681317774,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692158197605496,3804,1536692158196807864,base_link,0,1,40.5933515,-79.899565,359.331369959,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692158443576248,3805,1536692158442343672,base_link,0,1,40.5933691,-79.8995016,359.941427321,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692158686204248,3806,1536692158685548248,base_link,0,1,40.5933814,-79.8994415,360.451483489,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692158939811224,3807,1536692158939106520,base_link,0,1,40.5933906,-79.8993753,360.901547135,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692159201988408,3808,1536692159201052408,base_link,0,1,40.5933953,-79.899314,361.241607632,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692159436352632,3809,1536692159435264280,base_link,0,1,40.5933962,-79.8992473,361.551675181,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692159692665816,3810,1536692159691787096,base_link,0,1,40.5933934,-79.8991869,361.761737831,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692159927476792,3811,1536692159918574040,base_link,0,1,40.5933879,-79.8991313,361.871796699,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692160128544568,3812,1536692160127853240,base_link,0,1,40.5933795,-79.8990759,361.911856552,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692160378064568,3813,1536692160376874616,base_link,0,1,40.5933673,-79.8990167,361.951921832,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692160633151896,3814,1536692160631732376,base_link,0,1,40.5933508,-79.8989547,362.071991729,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692160879450616,3815,1536692160878345912,base_link,0,1,40.593332,-79.8988941,362.262061148,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692161140228088,3816,1536692161139269208,base_link,0,1,40.5933121,-79.8988348,362.542129703,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692161381800888,3817,1536692161381098360,base_link,0,1,40.5932937,-79.898781,362.822192049,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692161672883704,3818,1536692161671300856,base_link,0,1,40.5932719,-79.8987147,363.102268536,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692161872209368,3819,1536692161871056792,base_link,0,1,40.5932594,-79.8986749,363.232314218,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692162124982136,3820,1536692162123050712,base_link,0,1,40.5932427,-79.8986178,363.372379259,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692162389990456,3821,1536692162388429272,base_link,0,1,40.5932277,-79.8985602,363.462444125,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692162650957080,3822,1536692162648761592,base_link,0,1,40.5932147,-79.8985027,363.402508078,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692162867593112,3823,1536692162866869240,base_link,0,1,40.5932051,-79.8984536,363.242562081,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692163076290936,3824,1536692163075209912,base_link,0,1,40.5931973,-79.8984085,362.992611272,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692163322664920,3825,1536692163320981720,base_link,0,1,40.5931894,-79.8983546,362.592669485,0.518400041199,0.0,0.0,0.0,0.518400041199,0.0,0.0,0.0,2.07360016479,1
1536692163579891000,3826,1536692163579195576,base_link,0,1,40.5931821,-79.8982918,362.072736538,0.518400041199,0.0,0.0,0.0,0.518400041199,0.0,0.0,0.0,2.07360016479,1
1536692163777430840,3827,1536692163775565272,base_link,0,1,40.5931781,-79.8982462,361.692784698,0.518400041199,0.0,0.0,0.0,0.518400041199,0.0,0.0,0.0,2.07360016479,1
1536692164033085048,3828,1536692164030471064,base_link,0,1,40.5931747,-79.8981917,361.252841698,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692164294868248,3829,1536692164293469944,base_link,0,1,40.5931724,-79.8981317,360.792903864,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692164557758136,3830,1536692164556387416,base_link,0,1,40.5931714,-79.8980717,360.392965503,0.50409996953,0.0,0.0,0.0,0.50409996953,0.0,0.0,0.0,2.01639987812,1
1536692164877475352,3831,1536692164876016344,base_link,0,1,40.5931717,-79.897998,359.963040599,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692165035236632,3832,1536692165033860024,base_link,0,1,40.5931723,-79.8979565,359.773082712,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692165277996920,3833,1536692165275661720,base_link,0,1,40.5931735,-79.8979015,359.593138363,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692165539728984,3834,1536692165538980408,base_link,0,1,40.593175,-79.8978421,359.483198388,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692165789964248,3835,1536692165786514136,base_link,0,1,40.5931763,-79.8977874,359.433253702,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692166042918648,3836,1536692166037155096,base_link,0,1,40.5931774,-79.8977332,359.413308593,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692166254483096,3837,1536692166253290904,base_link,0,1,40.5931782,-79.8976789,359.413363714,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692166512285272,3838,1536692166511701688,base_link,0,1,40.5931787,-79.8976249,359.443418656,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692166747496824,3839,1536692166746386040,base_link,0,1,40.5931787,-79.8975712,359.483473502,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692166970349368,3840,1536692166967963000,base_link,0,1,40.5931784,-79.8975219,359.503523981,0.518400041199,0.0,0.0,0.0,0.518400041199,0.0,0.0,0.0,2.07360016479,1
1536692167259775128,3841,1536692167258749848,base_link,0,1,40.5931777,-79.8974598,359.533587705,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692167465593848,3842,1536692167465033912,base_link,0,1,40.5931769,-79.8974128,359.53363605,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692167707331864,3843,1536692167706729400,base_link,0,1,40.5931761,-79.8973608,359.503689507,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692167961790552,3844,1536692167960825016,base_link,0,1,40.5931754,-79.8973038,359.453748037,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692168168100792,3845,1536692168167227960,base_link,0,1,40.593175,-79.8972595,359.40379347,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692168440575928,3846,1536692168439792664,base_link,0,1,40.5931745,-79.8971973,359.343857242,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692168649977176,3847,1536692168649163736,base_link,0,1,40.5931744,-79.8971528,359.303902765,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692168877423128,3848,1536692168876832792,base_link,0,1,40.5931745,-79.8970993,359.243957409,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692169152613720,3849,1536692169151845560,base_link,0,1,40.593175,-79.8970415,359.174016289,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692169375393112,3850,1536692169374652344,base_link,0,1,40.5931759,-79.8969881,359.104070511,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692169633479096,3851,1536692169632768792,base_link,0,1,40.5931769,-79.8969349,359.054124493,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692169879638712,3852,1536692169878905496,base_link,0,1,40.5931781,-79.8968769,359.014183305,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692170093357240,3853,1536692170092681688,base_link,0,1,40.593179,-79.8968281,359.004232838,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692170373177912,3854,1536692170371833112,base_link,0,1,40.59318,-79.896772,359.0142898,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692170615215768,3855,1536692170614498040,base_link,0,1,40.5931809,-79.8967188,359.054343841,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692170857614296,3856,1536692170856904408,base_link,0,1,40.5931818,-79.896661,359.104402593,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692171121527448,3857,1536692171120496440,base_link,0,1,40.5931826,-79.8966033,359.18446129,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
1536692171359020856,3858,1536692171358288408,base_link,0,1,40.5931834,-79.8965546,359.254510783,0.489999983311,0.0,0.0,0.0,0.489999983311,0.0,0.0,0.0,1.95999993324,1
