%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.latitude,field.longitude,field.altitude,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1538769975613979168,3406,1538769975613381216,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.1506614685,-11.1709976196,2.03865027428,-15.0,-0.0
1538769975636432000,3407,1538769975635884832,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.2523460388,-10.9876527786,2.03936076164,-15.0,-0.0
1538769975679638752,3408,1538769975678718048,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.3463401794,-10.7809858322,2.07435488701,-15.0,-0.0
1538769975751111456,3409,1538769975750701280,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.4911079407,-10.3872566223,2.07994437218,-15.0,-0.0
1538769975819588096,3410,1538769975818532320,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.5746231079,-10.1294317245,1.9756103754,-15.0,-0.0
1538769975874810048,3411,1538769975871711392,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.6559829712,-9.83408069611,1.97166287899,-15.0,-0.0
1538769975915706048,3412,1538769975914716096,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.6899909973,-9.65961933136,1.90381777287,-15.0,-0.0
1538769975990480800,3413,1538769975982777024,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.7175369263,-9.42930984497,1.74297678471,-15.0,-0.0
1538769976040555680,3414,1538769976039821056,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.7243061066,-9.22608089447,1.61606156826,-15.0,-0.0
1538769976086895008,3415,1538769976086581536,,5,65528,40.5907406,-79.8964263,390.199981689,-0.00220400001853,16.0,-1.95970487629e-15,18.711763382,-9.11295223236,1.54576420784,-15.0,-0.0
1538769976137776096,3416,1538769976137044320,,5,65528,40.5907406,-79.8964263,390.199981689,3.94430452611e-31,16.0,-1.95943496414e-15,18.6823272705,-8.95284843445,1.48869943619,-15.0,-0.0
1538769976197289824,3417,1538769976196585056,,5,65528,40.5907406,-79.8964263,390.199981689,3.94430452611e-31,16.0,-1.95943496414e-15,18.6516494751,-8.84555053711,1.48958718777,-16.0,-0.0
1538769976220404704,3418,1538769976219990784,,5,65528,40.5907406,-79.8964263,390.199981689,3.94430452611e-31,16.0,-1.95943496414e-15,18.609790802,-8.76798820496,1.48582696915,-16.0,-0.0
1538769976289495136,3419,1538769976289029184,,5,65528,40.5907406,-79.8964263,390.199981689,3.94430452611e-31,16.0,-1.95943496414e-15,18.4952812195,-8.62334156036,1.54246199131,-16.0,-0.0
1538769976316407616,3420,1538769976314936768,,5,65528,40.5907406,-79.8964263,390.199981689,3.94430452611e-31,16.0,-1.95943496414e-15,18.469171524,-8.58870029449,1.54852259159,-16.0,-0.0
1538769976450101856,3421,1538769976446952096,,5,65528,40.5907406,-79.8964263,390.199981689,3.94430452611e-31,16.0,-1.95943496414e-15,18.3392333984,-8.29749584198,1.60719156265,-16.0,-0.0
1538769976478410752,3422,1538769976478140320,,5,65528,40.5907406,-79.8964263,390.199981689,3.94430452611e-31,16.0,-1.95943496414e-15,18.3175430298,-8.16029453278,1.60158920288,-16.0,-0.0
1538769976521037536,3423,1538769976520665440,,5,65528,40.5907406,-79.8964263,390.199981689,3.94430452611e-31,16.0,-1.95943496414e-15,18.3120956421,-8.01442813873,1.57761192322,-16.0,-0.0
