%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1536693065179353720,405,1536693065178808952,NED,-0.129999995232,-449.185546875,-39.868637085,4
1536693065223462136,406,1536693065222777592,NED,-0.199999988079,-454.877471924,-37.6593017578,6
1536693065322126232,407,1536693065314457368,NED,-0.269999980927,-454.877471924,-35.4626502991,8
1536693065392633048,408,1536693065388745976,NED,-0.269999980927,-454.877471924,-35.4626502991,8
1536693065418857848,409,1536693065417215448,NED,-0.340000003576,-446.521362305,-37.0163993835,11
1536693065475224760,410,1536693065473949848,NED,-0.340000003576,-446.521362305,-37.0163993835,11
1536693065513070296,411,1536693065504109496,NED,-0.340000003576,-446.521362305,-37.0163993835,11
1536693065549771224,412,1536693065549112056,NED,-0.419999986887,-346.521362305,-34.8777503967,13
1536693065609337720,413,1536693065608313688,NED,-0.419999986887,-346.521362305,-34.8777503967,13
1536693065636240472,414,1536693065635409016,NED,-0.489999979734,-325.477966309,-32.7391014099,15
1536693065721145208,415,1536693065719193816,NED,-0.569999992847,-325.477966309,-30.6089038849,17
1536693065745300760,416,1536693065744629336,NED,-0.569999992847,-325.477966309,-30.6089038849,17
1536693065813372632,417,1536693065812058136,NED,-0.569999992847,-325.477966309,-30.6089038849,17
1536693065849099448,418,1536693065845454840,NED,-0.629999995232,-300.82208252,-28.4956111908,19
1536693065904227928,419,1536693065902273784,NED,-0.629999995232,-300.82208252,-28.4956111908,19
1536693065947151512,420,1536693065946427736,NED,-0.680000007153,-300.82208252,-26.3738689423,21
1536693065982665240,421,1536693065982070520,NED,-0.680000007153,-300.82208252,-26.3738689423,21
1536693066000745080,422,1536693066000178616,NED,-0.680000007153,-300.82208252,-26.3738689423,21
1536693066036601112,423,1536693066036040984,NED,-0.740000009537,-277.777679443,-24.2690315247,23
1536693066101255928,424,1536693066100527320,NED,-0.740000009537,-277.777679443,-24.2690315247,23
1536693066155872760,425,1536693066155415608,NED,-0.789999961853,-277.777679443,-22.1557407379,25
1536693066183293656,426,1536693066182379800,NED,-0.789999961853,-277.777679443,-22.1557407379,25
1536693066223905304,427,1536693066222213688,NED,-0.849999964237,-251.444244385,-20.0931682587,27
1536693066282130392,428,1536693066281312280,NED,-0.849999964237,-251.444244385,-20.0931682587,27
1536693066330962840,429,1536693066327824088,NED,-0.899999976158,-251.444244385,-17.9883308411,30
1536693066384423192,430,1536693066381361112,NED,-0.899999976158,-251.444244385,-17.9883308411,30
1536693066423342616,431,1536693066422227928,NED,-0.989999949932,-242.988769531,-15.9173059464,32
1536693066442573464,432,1536693066441827736,NED,-0.989999949932,-242.988769531,-15.9173059464,32
1536693066503762776,433,1536693066499700056,NED,-0.989999949932,-242.988769531,-15.9173059464,32
1536693066557973624,434,1536693066556246968,NED,-1.09000003338,-242.988769531,-13.8716402054,34
1536693066657545240,435,1536693066657040792,NED,-1.22000002861,-197.23777771,-11.8090686798,36
1536693066725483544,436,1536693066724336152,NED,-1.35000002384,-197.23777771,-9.78876304626,38
1536693066762060440,437,1536693066760850040,NED,-1.35000002384,-197.23777771,-9.78876304626,38
1536693066801662296,438,1536693066800868536,NED,-1.35000002384,-197.23777771,-9.78876304626,38
1536693066866072568,439,1536693066864876088,NED,-1.49000000954,-190.091888428,-7.76845693588,40
1536693066905043544,440,1536693066903712024,NED,-1.49000000954,-190.091888428,-7.76845693588,40
1536693066984864792,441,1536693066979081624,NED,-1.62000000477,-190.091888428,-5.80732297897,42
1536693067050725656,442,1536693067049030808,NED,-1.75999999046,-181.856155396,-3.87154865265,43
1536693067155037752,443,1536693067153997112,NED,-1.88999998569,-181.856155396,-1.96958696842,45
1536693067203297816,444,1536693067202518776,NED,-1.88999998569,-181.856155396,-1.96958696842,45
1536693067242847032,445,1536693067242330488,NED,-2.03999996185,-171.180908203,-0.135250613093,47
1536693067348444920,446,1536693067343245464,NED,-2.20000004768,-171.180908203,1.66527307034,49
1536693067428247000,447,1536693067425117944,NED,-2.39999985695,-156.407348633,3.3728120327,51
1536693067455874776,448,1536693067455095736,NED,-2.39999985695,-156.407348633,3.3728120327,51
1536693067542656632,449,1536693067542042104,NED,-2.62999987602,-156.407348633,5.02117872238,52
1536693067706032440,450,1536693067704735384,NED,-2.89999985695,-120.77331543,6.56810760498,54
1536693067791985752,451,1536693067791260568,NED,-3.17999982834,-120.77331543,8.05586051941,56
1536693067826142232,452,1536693067817521048,NED,-3.17999982834,-120.77331543,8.05586051941,56
1536693067873395096,453,1536693067871236024,NED,-3.5,-113.967514038,9.4421787262,57
1536693067906788280,454,1536693067901406872,NED,-3.5,-113.967514038,9.4421787262,57
1536693067965412600,455,1536693067962141784,NED,-3.80999994278,-113.967514038,10.7946777344,59
1536693068009023896,456,1536693068007920184,NED,-3.80999994278,-113.967514038,10.7946777344,59
1536693068066728088,457,1536693068065703032,NED,-4.11999988556,-89.647102356,12.0626506805,60
1536693068102522072,458,1536693068100363672,NED,-4.11999988556,-89.647102356,12.0626506805,60
1536693068188976216,459,1536693068188197304,NED,-4.42000007629,-89.647102356,13.2883558273,62
1536693068207357528,460,1536693068205461112,NED,-4.71999979019,-108.275604248,14.4295310974,63
1536693068268291640,461,1536693068265912568,NED,-4.71999979019,-108.275604248,14.4295310974,63
1536693068316866360,462,1536693068315547352,NED,-4.71999979019,-108.275604248,14.4295310974,63
1536693068371023416,463,1536693068369986040,NED,-5.01999998093,-108.275604248,15.5453462601,64
1536693068398403992,464,1536693068395839000,NED,-5.01999998093,-108.275604248,15.5453462601,64
1536693068421129304,465,1536693068420648824,NED,-5.30999994278,-85.6245040894,16.5597171783,66
1536693068512660984,466,1536693068510126328,NED,-5.30999994278,-85.6245040894,16.5597171783,66
1536693068546238360,467,1536693068545767000,NED,-5.58999967575,-85.6245040894,17.5487365723,67
1536693068601533080,468,1536693068600977656,NED,-5.58999967575,-85.6245040894,17.5487365723,67
1536693068631494968,469,1536693068620787768,NED,-5.86999988556,-62.1549606323,18.4363174438,68
1536693068698029176,470,1536693068697471544,NED,-5.86999988556,-62.1549606323,18.4363174438,68
1536693068767944184,471,1536693068766979224,NED,-6.13999986649,-62.1549606323,19.2647171021,69
1536693068806600600,472,1536693068805903640,NED,-6.13999986649,-62.1549606323,19.2647171021,69
1536693068893521624,473,1536693068892316472,NED,-6.39999961853,-48.2307434082,20.0170478821,71
1536693068924983480,474,1536693068921607192,NED,-6.39999961853,-48.2307434082,20.0170478821,71
1536693068952100408,475,1536693068950871512,NED,-6.65999984741,-48.2307434082,20.7186489105,72
1536693068985789560,476,1536693068984271992,NED,-6.65999984741,-48.2307434082,20.7186489105,72
1536693069038312504,477,1536693069037245208,NED,-6.88999986649,-50.8878707886,21.3357276917,73
1536693069106315768,478,1536693069105646520,NED,-6.88999986649,-50.8878707886,21.3357276917,73
1536693069156328568,479,1536693069153050552,NED,-7.10999965668,-50.8878707886,21.9105262756,74
1536693069235973624,480,1536693069229172504,NED,-7.2999997139,-36.3618850708,22.4008083344,75
1536693069273549240,481,1536693069268881560,NED,-7.2999997139,-36.3618850708,22.4008083344,75
1536693069323450552,482,1536693069322027992,NED,-7.46999979019,-36.3618850708,22.8488235474,76
1536693069353589304,483,1536693069353108504,NED,-7.46999979019,-36.3618850708,22.8488235474,76
1536693069451614008,484,1536693069450822168,NED,-7.60999965668,-62.7746582031,23.2207527161,77
1536693069508318456,485,1536693069503208952,NED,-7.60999965668,-62.7746582031,23.2207527161,77
1536693069554300728,486,1536693069553398296,NED,-7.73000001907,-62.7746582031,23.541973114,78
1536693069593046648,487,1536693069591469720,NED,-7.73000001907,-62.7746582031,23.541973114,78
1536693069645232696,488,1536693069644176152,NED,-7.81999969482,-42.1298980713,23.7786388397,79
1536693069714341976,489,1536693069713971704,NED,-7.90999984741,-42.1298980713,23.9561538696,79
