%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1536693065274486456,3888,1536693065273830072,base_link,-297000.0,-350000.0,-445000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693065368728344,3889,1536693065366149080,base_link,-218000.0,-340000.0,-434000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693065457591096,3890,1536693065457166936,base_link,-225000.0,-395000.0,-400000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693065556437720,3891,1536693065555897880,base_link,-229000.0,-454000.0,-371000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693065672851800,3892,1536693065671958744,base_link,-228000.0,-473000.0,-332000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693065753674744,3893,1536693065752230520,base_link,-261000.0,-546000.0,-296000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693065859053240,3894,1536693065858616056,base_link,-300000.0,-590000.0,-254000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693065952198840,3895,1536693065951562168,base_link,-331000.0,-651000.0,-229000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066066118904,3896,1536693066065615032,base_link,-368000.0,-682000.0,-197000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066160559992,3897,1536693066158314424,base_link,-446000.0,-788000.0,-180000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066263953432,3898,1536693066258893368,base_link,-496000.0,-789000.0,-160000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066353878392,3899,1536693066353024696,base_link,-542000.0,-894000.0,-127000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066446664984,3900,1536693066445466712,base_link,-587000.0,-903000.0,-86000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066568435224,3901,1536693066567899640,base_link,-669000.0,-990000.0,-60000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066697647064,3902,1536693066695943704,base_link,-706000.0,-1033000.0,-36000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066789669464,3903,1536693066787774616,base_link,-791000.0,-1095000.0,-14000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693066869096920,3904,1536693066868595960,base_link,-727000.0,-1049000.0,-37000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693067006565368,3905,1536693067005356408,base_link,-713000.0,-1047000.0,-42000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693067062792824,3906,1536693067062130200,base_link,-711000.0,-1050000.0,-32000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693067161594296,3907,1536693067160377208,base_link,-692000.0,-1050000.0,-18000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693067263276696,3908,1536693067262494584,base_link,-698000.0,-1058000.0,-20000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693067394405208,3909,1536693067393823736,base_link,-698000.0,-1048000.0,-28000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693067459449080,3910,1536693067458951832,base_link,-697000.0,-1050000.0,-28000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536693067575183896,3911,1536693067574262616,base_link,-705000.0,-1047000.0,-39000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
