%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1536693065301864056,3888,1536693065301466744,base_link,44.58,0.0
1536693065369421272,3889,1536693065367669720,base_link,44.58,0.0
1536693065458870808,3890,1536693065458678040,base_link,44.57,0.0
1536693065557969912,3891,1536693065557671608,base_link,44.57,0.0
1536693065674295960,3892,1536693065674037240,base_link,44.56,0.0
1536693065755117368,3893,1536693065754789880,base_link,44.56,0.0
1536693065860800120,3894,1536693065860587256,base_link,44.55,0.0
1536693065953748344,3895,1536693065953432760,base_link,44.55,0.0
1536693066067947576,3896,1536693066067752472,base_link,44.55,0.0
1536693066161000312,3897,1536693066160443000,base_link,44.54,0.0
1536693066264028312,3898,1536693066260616696,base_link,44.54,0.0
1536693066354966936,3899,1536693066354800632,base_link,44.53,0.0
1536693066452170968,3900,1536693066451668632,base_link,44.53,0.0
1536693066573244504,3901,1536693066570412600,base_link,44.52,0.0
1536693066701923992,3902,1536693066701477144,base_link,44.52,0.0
1536693066791384024,3903,1536693066790933176,base_link,44.51,0.0
1536693066870614040,3904,1536693066870386616,base_link,44.51,0.0
1536693067007971320,3905,1536693067007529432,base_link,44.51,0.0
1536693067064129400,3906,1536693067063739160,base_link,44.5,0.0
1536693067166474936,3907,1536693067166074072,base_link,44.5,0.0
1536693067265756984,3908,1536693067265476984,base_link,44.49,0.0
1536693067396586456,3909,1536693067396117528,base_link,44.49,0.0
1536693067460853528,3910,1536693067460016280,base_link,44.49,0.0
1536693067578480664,3911,1536693067577845016,base_link,44.48,0.0
1536693067733492952,3912,1536693067733210360,base_link,44.47,0.0
1536693067807017880,3913,1536693067801427928,base_link,44.47,0.0
1536693067876333240,3914,1536693067875979224,base_link,44.47,0.0
1536693067993882008,3915,1536693067993614648,base_link,44.46,0.0
1536693068079644792,3916,1536693068079208280,base_link,44.46,0.0
1536693068194997368,3917,1536693068194737624,base_link,44.45,0.0
1536693068275459416,3918,1536693068273360824,base_link,44.45,0.0
1536693068377271416,3919,1536693068376860152,base_link,44.45,0.0
1536693068455865016,3920,1536693068455437080,base_link,44.44,0.0
1536693068585605528,3921,1536693068581884056,base_link,44.44,0.0
1536693068655123512,3922,1536693068654896792,base_link,44.43,0.0
1536693068784730008,3923,1536693068780817432,base_link,44.43,0.0
1536693068905115896,3924,1536693068903877976,base_link,44.43,0.0
1536693068958754584,3925,1536693068958595768,base_link,44.42,0.0
1536693069058852312,3926,1536693069058458232,base_link,44.42,0.0
1536693069167610936,3927,1536693069167292376,base_link,44.41,0.0
1536693069276893176,3928,1536693069276439288,base_link,44.41,0.0
1536693069359717848,3929,1536693069359559320,base_link,44.41,0.0
1536693069465310744,3930,1536693069465035352,base_link,44.4,0.0
1536693069561430392,3931,1536693069560487576,base_link,44.4,0.0
1536693069654966744,3932,1536693069654523704,base_link,44.39,0.0
1536693069767542424,3933,1536693069767080792,base_link,44.39,0.0
1536693069859925560,3934,1536693069859748408,base_link,44.39,0.0
