%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.position.x,field.position.y,field.position.z,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1536693065264142968,0,1536693065263017016,1,1,1472,-220.0,54.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065281100760,1,1536693065279867480,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065322190456,2,1536693065317757176,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065333046744,3,1536693065332000504,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065349052024,4,1536693065348625976,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065371880440,5,1536693065371485112,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065392724920,6,1536693065391836472,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065410633656,7,1536693065410225496,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065431114072,8,1536693065430826264,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065455485336,9,1536693065454858776,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065470847832,10,1536693065470467320,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065490727992,11,1536693065490346712,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065519354648,12,1536693065518400184,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065528909400,13,1536693065528512504,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065551806488,14,1536693065551325752,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065571377848,15,1536693065570933496,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065590934232,16,1536693065590443192,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065612287352,17,1536693065611877368,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065630407288,18,1536693065629881592,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065647699608,19,1536693065647212888,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065670122328,20,1536693065669305656,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065689499480,21,1536693065688850456,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065713072504,22,1536693065712534168,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065731495896,23,1536693065731150488,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065759246744,24,1536693065758394872,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065770828760,25,1536693065770317240,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065789719768,26,1536693065789352184,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065811725848,27,1536693065811307128,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065829045528,28,1536693065828600440,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065849365624,29,1536693065848974872,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065870060088,30,1536693065869705560,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065891956632,31,1536693065891355928,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065913047256,32,1536693065912291768,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065930873848,33,1536693065929033528,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065950061336,34,1536693065949681208,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065971093016,35,1536693065970500504,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693065995810072,36,1536693065994603064,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066012763160,37,1536693066012229400,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066030388504,38,1536693066030027224,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066050819960,39,1536693066050461976,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066071644600,40,1536693066071351864,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066094260984,41,1536693066093475736,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066111973464,42,1536693066111610072,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066129028504,43,1536693066128588312,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066152190168,44,1536693066151808504,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066171020216,45,1536693066170748728,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066191094584,46,1536693066190752152,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066212864184,47,1536693066210742264,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066233882008,48,1536693066233573464,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066248709784,49,1536693066248269368,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066270556120,50,1536693066269999992,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066296321496,51,1536693066293701176,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066314387928,52,1536693066313911864,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066330557816,53,1536693066329942712,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066351336728,54,1536693066350929592,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066377682872,55,1536693066372398552,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066393023960,56,1536693066392125880,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066408180920,57,1536693066407840760,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066430579704,58,1536693066430236856,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066452312408,59,1536693066451947960,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066471060952,60,1536693066470713016,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066491098872,61,1536693066490730744,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066514067160,62,1536693066512137464,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066531221304,63,1536693066530856216,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066553182648,64,1536693066552238040,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066571263736,65,1536693066570869144,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066588115512,66,1536693066587786840,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066612259192,67,1536693066610167416,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066628896248,68,1536693066628405304,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066649703160,69,1536693066649309144,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066673849048,70,1536693066671543736,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066691538840,71,1536693066690909848,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066711952088,72,1536693066711252824,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066734598936,73,1536693066733462584,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066751161944,74,1536693066750784440,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066775425336,75,1536693066774791480,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066796051896,76,1536693066791882072,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066809898968,77,1536693066809537432,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066828550424,78,1536693066828039608,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066853140216,79,1536693066851834072,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066874008632,80,1536693066873653976,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066892507000,81,1536693066891879032,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066915721880,82,1536693066914321624,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066929768760,83,1536693066929388856,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066950828248,84,1536693066950008696,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066973388792,85,1536693066972087224,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693066993625912,86,1536693066993265336,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067021082456,87,1536693067013384824,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067031099672,88,1536693067029954744,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067051694584,89,1536693067049646232,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067070082936,90,1536693067069533432,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067080063736,91,1536693067079707992,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067100129752,92,1536693067099744280,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067120658488,93,1536693067119844440,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067140319096,94,1536693067139784280,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067160048664,95,1536693067159724216,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067181109432,96,1536693067179771576,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067200563800,97,1536693067199759736,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067220903000,98,1536693067219797016,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067240174776,99,1536693067239726136,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067260221688,100,1536693067259751032,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067281931256,101,1536693067280758872,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067300842808,102,1536693067299904152,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067320819640,103,1536693067319949400,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067341191480,104,1536693067339865816,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067361052696,105,1536693067359872088,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067380686360,106,1536693067379972184,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067401555032,107,1536693067399908472,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067421045400,108,1536693067419876600,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067442128408,109,1536693067439795672,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067460885400,110,1536693067460029880,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067480229496,111,1536693067479767768,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067501211960,112,1536693067499879960,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067521067384,113,1536693067519949912,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067541357560,114,1536693067539834104,1,1,1472,-220.0,57.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067560852984,115,1536693067559921688,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067581139032,116,1536693067579846328,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067600720696,117,1536693067599856504,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067620697816,118,1536693067619943736,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067640957208,119,1536693067639850392,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067660574808,120,1536693067659782104,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067681516088,121,1536693067679955256,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067701813176,122,1536693067700042968,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067720812216,123,1536693067719999160,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067742507096,124,1536693067739879672,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067760951800,125,1536693067759782328,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067782635480,126,1536693067779845464,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067801777048,127,1536693067800814200,1,1,1472,-220.0,60.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067826470648,128,1536693067819958744,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067848786296,129,1536693067848239512,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067872229464,130,1536693067871403576,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067890466872,131,1536693067889787160,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067911613880,132,1536693067911023416,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067930032824,133,1536693067928991768,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067949805304,134,1536693067949432920,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067973897976,135,1536693067973437464,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693067991429592,136,1536693067990859768,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068014043128,137,1536693068013659000,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068029671416,138,1536693068029142040,1,1,1472,-220.0,65.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068040186808,139,1536693068039713624,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068078796952,140,1536693068078207832,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068089069144,141,1536693068088669976,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068114282392,142,1536693068113684664,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068136232824,143,1536693068135619288,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068150777272,144,1536693068150414168,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068171735800,145,1536693068171013208,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068192931896,146,1536693068192377208,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068212543800,147,1536693068211853592,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068231810232,148,1536693068229094488,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068248590584,149,1536693068247744600,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068274722008,150,1536693068273679896,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068289743000,151,1536693068289392120,1,1,1472,-220.0,66.8,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068300098712,152,1536693068299715608,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068345464536,153,1536693068345055256,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068353513976,154,1536693068352969432,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068373497912,155,1536693068371226648,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068392295896,156,1536693068391957528,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068410491448,157,1536693068409860984,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068428955160,158,1536693068428225048,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068448161240,159,1536693068447748408,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068470598968,160,1536693068470212792,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068492067928,161,1536693068491651032,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068517771512,162,1536693068517001368,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068531113208,163,1536693068530776184,1,1,1472,-220.0,70.0,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068540641496,164,1536693068539780728,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068573697432,165,1536693068573115416,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068592708536,166,1536693068592248280,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068610767032,167,1536693068610416504,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068633945880,168,1536693068633352888,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068648381400,169,1536693068648040664,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068670022968,170,1536693068669615672,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068692304920,171,1536693068691845976,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068715284920,172,1536693068714862648,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068731616248,173,1536693068730641336,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068748854488,174,1536693068748506744,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068771389144,175,1536693068770530936,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068792572472,176,1536693068791774584,1,1,1472,-220.0,73.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068800245496,177,1536693068799738840,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068820293176,178,1536693068819759352,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068840170328,179,1536693068839734072,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068861335064,180,1536693068859863352,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068882884152,181,1536693068879915096,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068901319320,182,1536693068899880184,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068920292536,183,1536693068919778072,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068940951128,184,1536693068939728280,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068960098936,185,1536693068959697848,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693068980280280,186,1536693068979833720,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693069003095320,187,1536693069000206680,1,1,1472,-220.0,76.4,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693069020906968,188,1536693069019785944,1,1,1472,-220.0,81.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693069041863960,189,1536693069039779224,1,1,1472,-220.0,81.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693069060318616,190,1536693069059689560,1,1,1472,-220.0,81.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693069080289592,191,1536693069079793912,1,1,1472,-220.0,81.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693069101403832,192,1536693069099860760,1,1,1472,-220.0,81.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693069122285720,193,1536693069119951704,1,1,1472,-220.0,81.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
1536693069140710584,194,1536693069139991992,1,1,1472,-220.0,81.2,50.0,0.0,16.0,-0.0,0.0,0.0,0.0,0.0,0.0
