%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1536693065342530712,983,1536693065342326168,,1536698548438000000,fcu
1536693065619886040,984,1536693065619663320,,1536698548718000000,fcu
1536693066119303192,985,1536693066119003480,,1536698549218000000,fcu
1536693066454559160,986,1536693066454107256,,1536698549559000000,fcu
1536693066908316568,987,1536693066908079416,,1536698550001000000,fcu
1536693067471599352,988,1536693067471412952,,1536698550579000000,fcu
1536693067889359544,989,1536693067889184440,,1536698550961000000,fcu
1536693068329643672,990,1536693068327349464,,1536698551421000000,fcu
1536693068680583640,991,1536693068680293816,,1536698551779000000,fcu
1536693069073471352,992,1536693069073231608,,1536698552179000000,fcu
1536693069564275672,993,1536693069563990808,,1536698552640000000,fcu
1536693069934099832,994,1536693069933915640,,1536698553038000000,fcu
1536693070563553688,995,1536693070563330072,,1536698553640000000,fcu
1536693070912850584,996,1536693070912272248,,1536698554001000000,fcu
1536693071392551288,997,1536693071391993272,,1536698554480000000,fcu
1536693071905895352,998,1536693071904780568,,1536698554998000000,fcu
1536693072223051512,999,1536693072216498040,,1536698555300000000,fcu
1536693072684633976,1000,1536693072683635320,,1536698555760000000,fcu
1536693073145830424,1001,1536693073145459832,,1536698556223000000,fcu
1536693073630165976,1002,1536693073629856440,,1536698556740000000,fcu
1536693074149905432,1003,1536693074145160856,,1536698557221000000,fcu
1536693074429686488,1004,1536693074428160760,,1536698557518000000,fcu
1536693074922025304,1005,1536693074919650520,,1536698558020000000,fcu
1536693075398601400,1006,1536693075398396792,,1536698558499000000,fcu
1536693075722026552,1007,1536693075721770264,,1536698558820000000,fcu
1536693076327148728,1008,1536693076325761400,,1536698559421000000,fcu
1536693076704685720,1009,1536693076703859064,,1536698559798000000,fcu
1536693077056936120,1010,1536693077055834104,,1536698560159000000,fcu
1536693077614612184,1011,1536693077614355288,,1536698560719000000,fcu
1536693078134319704,1012,1536693078134035288,,1536698561239000000,fcu
1536693078622450360,1013,1536693078621082200,,1536698561718000000,fcu
1536693078872613560,1014,1536693078872363320,,1536698561960000000,fcu
1536693079314448312,1015,1536693079313879704,,1536698562402000000,fcu
1536693079639350648,1016,1536693079637971192,,1536698562738000000,fcu
1536693080063823000,1017,1536693080063640408,,1536698563159000000,fcu
1536693080585519800,1018,1536693080585267672,,1536698563679000000,fcu
1536693080917334584,1019,1536693080917064984,,1536698564001000000,fcu
1536693081479793944,1020,1536693081479427832,,1536698564580000000,fcu
1536693081915173080,1021,1536693081914678232,,1536698565002000000,fcu
1536693082562739960,1022,1536693082562275800,,1536698565658000000,fcu
1536693083039168312,1023,1536693083038750552,,1536698566139000000,fcu
1536693083514681304,1024,1536693083514372184,,1536698566598000000,fcu
1536693083873466168,1025,1536693083873224024,,1536698566979000000,fcu
1536693084335782296,1026,1536693084334699768,,1536698567402000000,fcu
1536693084780581368,1027,1536693084779190776,,1536698567879000000,fcu
1536693085271538520,1028,1536693085270198968,,1536698568341000000,fcu
1536693085746479512,1029,1536693085744350072,,1536698568821000000,fcu
1536693086114862328,1030,1536693086114583192,,1536698569220000000,fcu
1536693086564355224,1031,1536693086563835704,,1536698569638000000,fcu
1536693086963043640,1032,1536693086962781560,,1536698570040000000,fcu
1536693087482512088,1033,1536693087481874648,,1536698570559000000,fcu
1536693088014730488,1034,1536693088014443800,,1536698571098000000,fcu
1536693088442319256,1035,1536693088441871352,,1536698571500000000,fcu
1536693088782350136,1036,1536693088782036952,,1536698571861000000,fcu
1536693089198750744,1037,1536693089198456408,,1536698572280000000,fcu
1536693089634077784,1038,1536693089633600344,,1536698572718000000,fcu
1536693089996681560,1039,1536693089995379480,,1536698573080000000,fcu
1536693090436377880,1040,1536693090434792408,,1536698573538000000,fcu
1536693090735058904,1041,1536693090734474104,,1536698573838000000,fcu
1536693091269253272,1042,1536693091269096472,,1536698574359000000,fcu
1536693091707698232,1043,1536693091707343064,,1536698574801000000,fcu
