%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1536693065454232792,1302,1536693065453391096,,1500,1527,1444,1548,1597,1597,1500,1101
1536693065674935800,1303,1536693065674706424,,1500,1501,1508,1529,1560,1560,1500,1101
1536693066022548504,1304,1536693066022194136,,1500,1480,1580,1517,1535,1535,1500,1101
1536693066334365272,1305,1536693066332933848,,1500,1463,1636,1513,1527,1527,1500,1101
1536693066662890520,1306,1536693066662658008,,1500,1443,1700,1510,1521,1521,1500,1101
1536693067009475192,1307,1536693067009160024,,1500,1438,1700,1504,1509,1509,1500,1101
1536693067397903288,1308,1536693067397604984,,1500,1447,1700,1500,1501,1501,1500,1101
1536693067734745144,1309,1536693067734563032,,1500,1475,1692,1505,1510,1510,1500,1101
1536693067994599736,1310,1536693067994440408,,1500,1484,1652,1505,1511,1511,1500,1101
1536693068320100056,1311,1536693068319675352,,1500,1486,1628,1505,1510,1510,1500,1101
1536693068588294840,1312,1536693068582088312,,1500,1487,1604,1503,1506,1506,1500,1101
1536693068940875576,1313,1536693068939064504,,1500,1481,1580,1499,1497,1497,1500,1101
1536693069173679416,1314,1536693069169860952,,1500,1477,1580,1494,1488,1488,1500,1101
1536693069483651160,1315,1536693069483345432,,1500,1475,1564,1492,1484,1484,1500,1101
1536693069855239064,1316,1536693069854990168,,1500,1476,1532,1482,1464,1464,1500,1101
1536693070191361304,1317,1536693070190939544,,1500,1485,1500,1478,1456,1456,1500,1101
1536693070498976152,1318,1536693070498460472,,1500,1485,1484,1472,1443,1443,1500,1101
1536693070852810104,1319,1536693070847849176,,1500,1497,1452,1464,1426,1426,1500,1101
1536693071125347576,1320,1536693071125071896,,1500,1503,1444,1464,1427,1427,1500,1101
1536693071422082904,1321,1536693071421773336,,1500,1513,1436,1465,1429,1429,1500,1101
1536693071730292760,1322,1536693071730066648,,1500,1518,1420,1472,1444,1444,1500,1101
1536693072070707064,1323,1536693072066787288,,1500,1521,1412,1484,1468,1468,1500,1101
1536693072329558456,1324,1536693072329232568,,1500,1521,1404,1490,1479,1479,1500,1101
1536693072677920312,1325,1536693072677540600,,1500,1520,1404,1497,1494,1494,1500,1101
1536693073048049464,1326,1536693073045670584,,1500,1518,1404,1504,1508,1508,1500,1101
1536693073362314680,1327,1536693073361804152,,1500,1516,1404,1505,1510,1510,1500,1101
1536693073717313816,1328,1536693073716065752,,1500,1508,1412,1506,1512,1512,1500,1101
1536693073957945496,1329,1536693073956910200,,1500,1501,1420,1506,1513,1513,1500,1101
1536693074279057528,1330,1536693074278651320,,1500,1497,1436,1506,1513,1513,1500,1101
1536693074621882904,1331,1536693074621701016,,1500,1500,1452,1508,1517,1517,1500,1101
1536693074977698808,1332,1536693074977481944,,1500,1504,1460,1524,1548,1548,1500,1101
1536693075269470008,1333,1536693075269123000,,1500,1511,1460,1533,1567,1567,1500,1101
1536693075581921336,1334,1536693075581695032,,1500,1516,1460,1526,1553,1553,1500,1101
1536693075897889432,1335,1536693075897618936,,1500,1518,1452,1521,1542,1542,1500,1101
1536693076206443992,1336,1536693076206203704,,1500,1514,1444,1520,1540,1540,1500,1101
1536693076532120824,1337,1536693076531824888,,1500,1508,1444,1525,1550,1550,1500,1101
1536693076818018392,1338,1536693076816915672,,1500,1499,1452,1521,1543,1543,1500,1101
1536693077172813432,1339,1536693077172615768,,1500,1483,1476,1511,1523,1523,1500,1101
1536693077553289016,1340,1536693077552990968,,1500,1482,1500,1506,1513,1513,1500,1101
1536693077831296472,1341,1536693077830763416,,1500,1481,1508,1502,1505,1505,1500,1101
1536693078186872024,1342,1536693078186475448,,1500,1473,1516,1510,1520,1520,1500,1101
1536693078595872376,1343,1536693078595705144,,1500,1461,1532,1505,1510,1510,1500,1101
1536693078813183128,1344,1536693078811663320,,1500,1458,1548,1508,1516,1516,1500,1101
1536693079128569304,1345,1536693079128199384,,1500,1458,1556,1506,1512,1512,1500,1101
1536693079469132984,1346,1536693079468843288,,1500,1463,1564,1508,1517,1517,1500,1101
1536693079822634104,1347,1536693079822438712,,1500,1466,1564,1503,1507,1507,1500,1101
1536693080149936600,1348,1536693080145962712,,1500,1466,1572,1496,1492,1492,1500,1101
1536693080545232536,1349,1536693080544968344,,1500,1471,1572,1490,1480,1480,1500,1101
1536693080808199096,1350,1536693080807957784,,1500,1475,1564,1487,1473,1473,1500,1101
1536693081124687992,1351,1536693081124390072,,1500,1484,1556,1482,1464,1464,1500,1101
1536693081423971256,1352,1536693081422377048,,1500,1490,1548,1481,1461,1461,1500,1101
1536693081796493368,1353,1536693081795595096,,1500,1502,1524,1478,1456,1456,1500,1101
1536693082096553336,1354,1536693082095793144,,1500,1512,1508,1478,1455,1455,1500,1101
1536693082513295480,1355,1536693082512386424,,1500,1522,1484,1487,1473,1473,1500,1101
1536693082842237048,1356,1536693082842005432,,1500,1523,1468,1491,1482,1482,1500,1101
1536693083170471512,1357,1536693083170136088,,1500,1522,1460,1497,1494,1494,1500,1101
1536693083446959512,1358,1536693083446738296,,1500,1515,1452,1502,1504,1504,1500,1101
1536693083745065656,1359,1536693083743913944,,1500,1511,1452,1506,1513,1513,1500,1101
1536693084063637848,1360,1536693084063322136,,1500,1509,1452,1510,1521,1521,1500,1101
1536693084426707064,1361,1536693084424861400,,1500,1506,1452,1511,1523,1523,1500,1101
1536693084722763000,1362,1536693084720772088,,1500,1501,1460,1511,1523,1523,1500,1101
1536693085023525816,1363,1536693085022629624,,1500,1500,1468,1515,1530,1530,1500,1101
1536693085394607096,1364,1536693085393992984,,1500,1501,1476,1515,1531,1531,1500,1101
1536693085776613240,1365,1536693085776307896,,1500,1499,1476,1509,1518,1518,1500,1101
1536693086067389784,1366,1536693086066565080,,1500,1493,1484,1508,1517,1517,1500,1101
1536693086412802136,1367,1536693086411522552,,1500,1489,1492,1506,1513,1513,1500,1101
1536693086727140280,1368,1536693086726926872,,1500,1491,1492,1508,1516,1516,1500,1101
1536693087002698104,1369,1536693087000980952,,1500,1495,1500,1509,1518,1518,1500,1101
1536693087354137432,1370,1536693087352889976,,1500,1502,1500,1507,1515,1515,1500,1101
1536693087684757368,1371,1536693087678663192,,1500,1503,1500,1509,1519,1519,1500,1101
1536693088030339352,1372,1536693088029929944,,1500,1502,1500,1507,1515,1515,1500,1101
1536693088325402552,1373,1536693088325032376,,1500,1496,1492,1503,1507,1507,1500,1101
1536693088566169656,1374,1536693088565557368,,1500,1494,1500,1501,1502,1502,1500,1101
1536693088872777240,1375,1536693088871356952,,1500,1495,1500,1501,1504,1504,1500,1101
1536693089116706232,1376,1536693089116192312,,1500,1495,1508,1501,1502,1502,1500,1101
1536693089487487896,1377,1536693089484606520,,1500,1498,1508,1500,1499,1499,1500,1101
1536693089879583960,1378,1536693089879312344,,1500,1494,1508,1496,1492,1492,1500,1101
1536693090195699160,1379,1536693090195493080,,1500,1500,1508,1497,1493,1493,1500,1101
1536693090492029112,1380,1536693090491751512,,1500,1507,1508,1498,1495,1495,1500,1101
1536693090847499832,1381,1536693090844410616,,1500,1512,1508,1504,1508,1508,1500,1101
1536693091167956152,1382,1536693091167788344,,1500,1516,1492,1513,1527,1527,1500,1101
1536693091455219640,1383,1536693091455010552,,1500,1509,1484,1512,1525,1525,1500,1101
1536693091823380696,1384,1536693091823167448,,1500,1510,1484,1507,1514,1514,1500,1101
1536693092196875960,1385,1536693092196378392,,1500,1508,1484,1507,1515,1515,1500,1101
1536693092462552024,1386,1536693092462365912,,1500,1502,1484,1511,1522,1522,1500,1101
1536693092795401880,1387,1536693092794757624,,1500,1500,1492,1506,1513,1513,1500,1101
1536693093176550008,1388,1536693093176230712,,1500,1500,1492,1504,1509,1509,1500,1101
1536693093566627864,1389,1536693093566303032,,1500,1502,1492,1504,1508,1508,1500,1101
1536693093901610360,1390,1536693093901355224,,1500,1505,1484,1508,1518,1518,1500,1101
1536693094202523640,1391,1536693094202122616,,1500,1501,1484,1517,1536,1536,1500,1101
1536693094577637400,1392,1536693094577417688,,1500,1508,1476,1519,1539,1539,1500,1101
1536693094817690296,1393,1536693094817290904,,1500,1509,1476,1511,1523,1523,1500,1101
1536693095169530200,1394,1536693095166213624,,1500,1501,1468,1506,1513,1513,1500,1101
1536693095582318808,1395,1536693095582036920,,1500,1501,1468,1504,1509,1509,1500,1101
1536693095834269848,1396,1536693095833837208,,1500,1508,1460,1509,1519,1519,1500,1101
1536693096185954968,1397,1536693096185646968,,1500,1511,1452,1515,1531,1531,1500,1101
1536693096538055512,1398,1536693096537358168,,1500,1506,1444,1511,1523,1523,1500,1101
1536693096881663960,1399,1536693096881452600,,1500,1507,1436,1506,1512,1512,1500,1101
1536693097278651864,1400,1536693097278207608,,1500,1512,1428,1501,1502,1502,1500,1101
1536693097624990808,1401,1536693097624158040,,1500,1507,1428,1493,1486,1486,1500,1101
1536693097970427256,1402,1536693097969989816,,1500,1505,1420,1496,1492,1492,1500,1101
1536693098276362648,1403,1536693098276083096,,1500,1500,1420,1502,1505,1505,1500,1101
1536693098625536920,1404,1536693098625110872,,1500,1496,1428,1497,1493,1493,1500,1101
1536693098861507352,1405,1536693098861186424,,1500,1495,1428,1500,1499,1499,1500,1101
1536693099153231864,1406,1536693099152618584,,1500,1497,1428,1507,1515,1515,1500,1101
