%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.latitude,field.longitude,field.altitude,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1536693065184888088,398,1536693065183531224,,5,65528,40.5914998,-79.900037,383.100006104,0.0,0.0,0.0,-21.601852417,-4.2939863205,0.615028440952,-15.0,-0.0
1536693065225836984,399,1536693065224580056,,5,65528,40.5914998,-79.900037,383.100006104,0.0,0.0,0.0,-21.5774326324,-4.27230072021,0.604939818382,-15.0,-0.0
1536693065342260312,400,1536693065341969368,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.4976177216,-4.08517408371,0.596598088741,-15.0,-0.0
1536693065394254584,401,1536693065393266200,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.473783493,-3.98266386986,0.612871170044,-15.0,-0.0
1536693065452657016,402,1536693065451276376,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.4348602295,-3.80683398247,0.625296711922,-16.0,-0.0
1536693065479786680,403,1536693065476352696,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.4211883545,-3.74364757538,0.617330312729,-16.0,-0.0
1536693065534528472,404,1536693065533801784,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.3861694336,-3.55497169495,0.54230093956,-16.0,-0.0
1536693065552811160,405,1536693065551152440,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.3749370575,-3.49270558357,0.503413319588,-16.0,-0.0
1536693065615767416,406,1536693065614770584,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.3380966187,-3.2816259861,0.411880195141,-16.0,-0.0
1536693065670284056,407,1536693065669881784,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.3089771271,-3.06052923203,0.313294678926,-16.0,-0.0
1536693065723755064,408,1536693065723359800,,5,65528,40.5914998,-79.900037,383.100006104,3.94430452611e-31,16.0,-1.95943496414e-15,-21.2772979736,-2.80668568611,0.246186256409,-16.0,-0.0
