%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1536693546751101432,7216,1536693546750807992,,1500,1556,1508,1515,1530,1530,1500,1926
1536693547165688568,7217,1536693547165475416,,1500,1574,1388,1504,1509,1509,1500,1926
1536693547540265176,7218,1536693547539892984,,1500,1581,1300,1498,1496,1496,1500,1926
1536693547893571160,7219,1536693547892963864,,1500,1566,1236,1494,1488,1488,1500,1926
1536693548291324696,7220,1536693548290942424,,1500,1553,1172,1495,1490,1490,1500,1926
1536693548648127960,7221,1536693548647947768,,1500,1544,1156,1496,1492,1492,1500,1926
1536693548918179064,7222,1536693548917872248,,1500,1540,1156,1496,1492,1492,1500,1926
1536693549296732120,7223,1536693549296436216,,1500,1538,1148,1500,1499,1499,1500,1926
1536693549537748504,7224,1536693549536979960,,1500,1537,1140,1498,1495,1495,1500,1926
1536693549892469752,7225,1536693549892105656,,1500,1535,1140,1498,1496,1496,1500,1926
1536693550239418104,7226,1536693550239202584,,1500,1536,1140,1496,1491,1491,1500,1926
1536693550575980280,7227,1536693550574223384,,1500,1538,1140,1495,1490,1490,1500,1926
1536693551010738168,7228,1536693551010298232,,1500,1544,1124,1491,1481,1481,1500,1926
1536693551369685464,7229,1536693551368283320,,1500,1539,1212,1488,1476,1476,1500,1926
1536693551691960504,7230,1536693551691726488,,1500,1523,1300,1488,1476,1476,1500,1926
1536693552001559064,7231,1536693552001240248,,1500,1513,1388,1485,1470,1470,1500,1926
1536693552351927928,7232,1536693552351374936,,1500,1512,1476,1483,1466,1466,1500,1926
1536693552690772312,7233,1536693552690403640,,1500,1520,1516,1488,1476,1476,1500,1926
1536693552976852056,7234,1536693552976356088,,1500,1530,1532,1490,1480,1480,1500,1926
1536693553354258264,7235,1536693553353596824,,1500,1543,1524,1504,1509,1509,1500,1926
1536693553732349112,7236,1536693553732183544,,1500,1557,1508,1511,1522,1522,1500,1926
1536693554010235832,7237,1536693554009920856,,1500,1564,1500,1512,1525,1525,1500,1926
1536693554385933464,7238,1536693554385726488,,1500,1568,1476,1516,1532,1532,1500,1926
1536693554670843512,7239,1536693554670712408,,1500,1567,1476,1511,1523,1523,1500,1926
1536693554997766488,7240,1536693554997379000,,1500,1563,1476,1504,1508,1508,1500,1926
1536693555402367160,7241,1536693555402094168,,1500,1554,1476,1500,1500,1500,1500,1926
1536693555738100984,7242,1536693555737129016,,1500,1543,1484,1495,1490,1490,1500,1926
1536693555999934328,7243,1536693555999635832,,1500,1537,1492,1491,1482,1482,1500,1926
1536693556349793752,7244,1536693556349568088,,1500,1532,1508,1486,1471,1471,1500,1926
1536693556664872088,7245,1536693556663778456,,1500,1532,1516,1484,1467,1467,1500,1926
1536693557080785976,7246,1536693557080562840,,1500,1531,1516,1481,1462,1462,1500,1926
1536693557501020952,7247,1536693557500722136,,1500,1532,1524,1481,1461,1461,1500,1926
1536693557852296824,7248,1536693557851693272,,1500,1536,1524,1479,1457,1457,1500,1926
