%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1539875216884617032,387,1539875216884269480,,1539886485319000000,fcu
1539875217418553800,388,1539875217418378376,,1539886485860000000,fcu
1539875217909485128,389,1539875217909133896,,1539886486357000000,fcu
1539875218343585928,390,1539875218337692776,,1539886486760000000,fcu
1539875218691236424,391,1539875218690950568,,1539886487139000000,fcu
1539875219075985608,392,1539875219075425480,,1539886487520000000,fcu
1539875219477185928,393,1539875219476780136,,1539886487901000000,fcu
1539875219716716904,394,1539875219716302600,,1539886488139000000,fcu
1539875220234174440,395,1539875220233662312,,1539886488659000000,fcu
1539875220548103112,396,1539875220547766216,,1539886488980000000,fcu
1539875221161263880,397,1539875221159708616,,1539886489599000000,fcu
1539875221579951624,398,1539875221579651496,,1539886490002000000,fcu
1539875221978501512,399,1539875221977891592,,1539886490422000000,fcu
1539875222415949960,400,1539875222415725256,,1539886490859000000,fcu
1539875223083025800,401,1539875223082564712,,1539886491501000000,fcu
1539875223425242088,402,1539875223425006216,,1539886491859000000,fcu
1539875223905231656,403,1539875223903162344,,1539886492340000000,fcu
1539875224386118952,404,1539875224385614536,,1539886492802000000,fcu
1539875224738797896,405,1539875224738546376,,1539886493160000000,fcu
1539875225365558440,406,1539875225354045320,,1539886493780000000,fcu
1539875225617252104,407,1539875225616992232,,1539886494042000000,fcu
1539875226021717128,408,1539875226019828200,,1539886494459000000,fcu
1539875226381656360,409,1539875226379313512,,1539886494822000000,fcu
1539875226909209256,410,1539875226909074248,,1539886495339000000,fcu
1539875227438276104,411,1539875227437852296,,1539886495861000000,fcu
1539875227817832776,412,1539875227817190696,,1539886496260000000,fcu
1539875228225290056,413,1539875228225054408,,1539886496643000000,fcu
1539875228805619560,414,1539875228805056808,,1539886497240000000,fcu
1539875229214844072,415,1539875229214581352,,1539886497658000000,fcu
1539875229607382216,416,1539875229607002312,,1539886498038000000,fcu
1539875230027191432,417,1539875230027044584,,1539886498459000000,fcu
1539875230658516808,418,1539875230658294248,,1539886499100000000,fcu
1539875231157273256,419,1539875231157018184,,1539886499581000000,fcu
1539875231714608296,420,1539875231714438568,,1539886500138000000,fcu
1539875232125322600,421,1539875232125093352,,1539886500559000000,fcu
1539875232767509160,422,1539875232767353256,,1539886501198000000,fcu
1539875233178580872,423,1539875233178415496,,1539886501602000000,fcu
1539875233708954664,424,1539875233708785160,,1539886502159000000,fcu
1539875234261464712,425,1539875234261232264,,1539886502699000000,fcu
1539875234738007112,426,1539875234737710696,,1539886503180000000,fcu
1539875235238668200,427,1539875235238420264,,1539886503680000000,fcu
1539875235614162312,428,1539875235613942344,,1539886504059000000,fcu
1539875235944125032,429,1539875235942873704,,1539886504380000000,fcu
1539875236318597288,430,1539875236318405640,,1539886504758000000,fcu
1539875236805836392,431,1539875236805457832,,1539886505238000000,fcu
1539875237244749864,432,1539875237244565800,,1539886505659000000,fcu
1539875237704097800,433,1539875237703933736,,1539886506139000000,fcu
1539875238177382088,434,1539875238177181672,,1539886506621000000,fcu
1539875238566541704,435,1539875238566234248,,1539886507002000000,fcu
1539875239152775080,436,1539875239152519528,,1539886507579000000,fcu
1539875239529273512,437,1539875239529079720,,1539886507959000000,fcu
1539875239956671240,438,1539875239956233768,,1539886508382000000,fcu
