%time,field.header.seq,field.header.stamp,field.header.frame_id,field.coordinate_frame,field.type_mask,field.latitude,field.longitude,field.altitude,field.velocity.x,field.velocity.y,field.velocity.z,field.acceleration_or_force.x,field.acceleration_or_force.y,field.acceleration_or_force.z,field.yaw,field.yaw_rate
1536691717720362872,6720,1536691717719063544,,5,65528,40.5913565,-79.8978978,394.319976807,0.0,0.0,0.0,-16.1028137207,1.52767133713,-1.02140808105,-15.0,-0.0
1536691717844559576,6721,1536691717843978168,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.155664444,1.43199586868,-0.973491251469,-15.0,-0.0
1536691717901352248,6722,1536691717900799576,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.172908783,1.39686322212,-0.954795897007,-15.0,-0.0
1536691717941971480,6723,1536691717940981176,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.1913833618,1.32262980938,-0.932258546352,-15.0,-0.0
1536691718002108600,6724,1536691717996151768,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.214006424,1.23872053623,-0.881996691227,-15.0,-0.0
1536691718034649880,6725,1536691718034068376,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.2172374725,1.20834183693,-0.85491257906,-15.0,-0.0
1536691718079050008,6726,1536691718078641048,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.2462215424,1.12362492085,-0.800375580788,-15.0,-0.0
1536691718103588696,6727,1536691718103009656,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.2662601471,1.0959675312,-0.78675276041,-15.0,-0.0
1536691718136664440,6728,1536691718136399672,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.2872600555,1.06536352634,-0.73455542326,-15.0,-0.0
1536691718205933976,6729,1536691718205579800,,5,65528,40.5912912,-79.8964166,416.209991455,0.0,0.0,0.0,-16.3290081024,1.02404212952,-0.668095588684,-15.0,-0.0
