%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1536691718120758552,1140,1536691718120564888,,1536691950759000000,fcu
1536691718547075032,1141,1536691718546861912,,1536691951199000000,fcu
1536691719225058296,1142,1536691719224679704,,1536691951859000000,fcu
1536691719617575544,1143,1536691719617254296,,1536691952259000000,fcu
1536691720095284920,1144,1536691720094994776,,1536691952739000000,fcu
1536691720413740312,1145,1536691720412786168,,1536691953059000000,fcu
1536691721089144856,1146,1536691721088780184,,1536691953738000000,fcu
1536691721500092728,1147,1536691721499323128,,1536691954118000000,fcu
1536691721847074712,1148,1536691721846848184,,1536691954481000000,fcu
1536691722322441080,1149,1536691722322258808,,1536691954958000000,fcu
1536691722818189848,1150,1536691722808916536,,1536691955439000000,fcu
1536691723292891416,1151,1536691723290972344,,1536691955939000000,fcu
1536691723751234008,1152,1536691723750986072,,1536691956398000000,fcu
1536691724150998008,1153,1536691724150746520,,1536691956799000000,fcu
1536691724675565880,1154,1536691724675164920,,1536691957318000000,fcu
1536691725033015064,1155,1536691725032694520,,1536691957658000000,fcu
1536691725724888920,1156,1536691725724407800,,1536691958358000000,fcu
1536691726211703256,1157,1536691726211498680,,1536691958838000000,fcu
1536691726705015192,1158,1536691726701206680,,1536691959338000000,fcu
1536691727136231160,1159,1536691727135986328,,1536691959778000000,fcu
1536691727856526264,1160,1536691727856236824,,1536691960498000000,fcu
1536691728253192120,1161,1536691728252721656,,1536691960898000000,fcu
1536691728843208216,1162,1536691728843015032,,1536691961478000000,fcu
1536691729312890904,1163,1536691729312665080,,1536691961938000000,fcu
1536691729655129816,1164,1536691729654356952,,1536691962298000000,fcu
1536691730139564152,1165,1536691730139168504,,1536691962779000000,fcu
1536691730494639064,1166,1536691730494138744,,1536691963138000000,fcu
1536691731018200664,1167,1536691731017907960,,1536691963659000000,fcu
1536691731452593400,1168,1536691731452302872,,1536691964078000000,fcu
1536691731904004184,1169,1536691731902474808,,1536691964518000000,fcu
1536691732355496440,1170,1536691732355302072,,1536691965000000000,fcu
1536691732873357336,1171,1536691732873050264,,1536691965517000000,fcu
1536691733161985752,1172,1536691733161808248,,1536691965798000000,fcu
1536691733594513592,1173,1536691733594278072,,1536691966221000000,fcu
1536691733945821944,1174,1536691733945622712,,1536691966578000000,fcu
1536691734291965944,1175,1536691734291655384,,1536691966938000000,fcu
1536691734693895800,1176,1536691734693526008,,1536691967318000000,fcu
1536691735232286712,1177,1536691735232094136,,1536691967878000000,fcu
1536691735892632280,1178,1536691735892441848,,1536691968517000000,fcu
1536691736152253912,1179,1536691736152083544,,1536691968798000000,fcu
1536691736645942616,1180,1536691736645762136,,1536691969298000000,fcu
1536691736938863256,1181,1536691736938622488,,1536691969579000000,fcu
