%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1532134949030341840,4666,1532134949029557520,,1500,1450,1236,1544,1588,1588,1500,2036
1532134949320387696,4667,1532134949320146576,,1500,1468,1100,1525,1550,1550,1500,2036
1532134949692934576,4668,1532134949692253840,,1500,1494,1100,1513,1526,1526,1500,2036
1532134950041410608,4669,1532134950040194992,,1500,1501,1100,1504,1508,1508,1500,2036
1532134950336621072,4670,1532134950336328176,,1500,1502,1100,1496,1492,1492,1500,2036
1532134950643603376,4671,1532134950643344560,,1500,1502,1108,1495,1488,1488,1500,2036
1532134950915433808,4672,1532134950915227408,,1500,1475,1204,1496,1491,1491,1500,2036
1532134951239471952,4673,1532134951239231184,,1500,1439,1260,1496,1492,1492,1500,2036
1532134951541071408,4674,1532134951540799120,,1500,1404,1276,1497,1493,1493,1500,2036
1532134951869275056,4675,1532134951869127312,,1500,1404,1228,1505,1511,1511,1500,2036
1532134952182346512,4676,1532134952182130576,,1500,1416,1148,1514,1529,1529,1500,2036
1532134952469327568,4677,1532134952469137744,,1500,1409,1124,1511,1522,1522,1500,2036
1532134952874123184,4678,1532134952873878160,,1500,1403,1124,1511,1523,1523,1500,2036
1532134953104281744,4679,1532134953103978736,,1500,1410,1108,1519,1539,1539,1500,2036
1532134953352151152,4680,1532134953351844720,,1500,1415,1100,1525,1550,1550,1500,2036
1532134953647602672,4681,1532134953646219216,,1500,1417,1132,1525,1550,1550,1500,2036
1532134954013846224,4682,1532134954013515664,,1500,1422,1156,1523,1547,1547,1500,2036
1532134954302233936,4683,1532134954301971120,,1500,1432,1156,1529,1558,1558,1500,2036
1532134954632187440,4684,1532134954629888432,,1500,1432,1156,1526,1553,1553,1500,2036
1532134954979833552,4685,1532134954979040432,,1500,1435,1196,1508,1516,1516,1500,2036
1532134955316712784,4686,1532134955315821072,,1500,1439,1212,1487,1474,1474,1500,2036
1532134955726199152,4687,1532134955725581040,,1500,1448,1156,1461,1422,1422,1500,2036
1532134956016050128,4688,1532134956015450896,,1500,1464,1140,1452,1403,1403,1500,2036
1532134956353086832,4689,1532134956352319056,,1500,1486,1148,1455,1409,1409,1500,2036
1532134956671373072,4690,1532134956666421776,,1500,1503,1172,1459,1418,1418,1500,2036
1532134957043726192,4691,1532134957041644560,,1500,1528,1244,1471,1441,1441,1500,2036
1532134957336775408,4692,1532134957336500016,,1500,1541,1308,1488,1475,1475,1500,2036
1532134957702524688,4693,1532134957702105904,,1500,1548,1372,1514,1528,1528,1500,2036
1532134958038573936,4694,1532134958037543632,,1500,1550,1412,1521,1543,1543,1500,2036
1532134958377436304,4695,1532134958376915824,,1500,1539,1460,1549,1598,1598,1500,2036
1532134958761131504,4696,1532134958760257936,,1500,1531,1500,1536,1573,1573,1500,2036
