%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1536701838027424068,2691,1536701838027015850,map,116.683868408,42.3944358826,63.5452842712,0.0117508321582,-0.0933188222099,-0.985359055519,-0.142200728098
1536701838273309968,2692,1536701838272587007,map,112.359588623,43.4230155945,63.399974823,0.000270598359677,-0.172428482249,-0.973313736874,-0.151422306478
1536701838490843008,2693,1536701838490430500,map,108.76348877,44.4375152588,63.2280082703,-0.00985433872438,-0.227663677953,-0.958220402761,-0.17287510371
1536701838763161171,2694,1536701838762579447,map,104.279930115,45.9288711548,63.0177726746,-0.00985433872438,-0.227663677953,-0.958220402761,-0.17287510371
1536701839013608220,2695,1536701839008450718,map,100.440231323,47.1776123047,62.9083786011,0.0292589964883,0.00525917753488,-0.980246494294,-0.195532766053
1536701839242642630,2696,1536701839241930169,map,96.5341491699,48.2665328979,62.7249908447,0.0749522083519,0.152544840749,-0.966890508715,-0.190354884837
1536701839483261676,2697,1536701839482784439,map,92.8994140625,49.0784454346,62.4429130554,0.0749522083519,0.152544840749,-0.966890508715,-0.190354884837
1536701839738263790,2698,1536701839737575722,map,88.5547714233,49.8024978638,61.8927230835,0.107604496673,0.222482010677,-0.956150348556,-0.157160867197
1536701840025326534,2699,1536701840024593073,map,83.4862365723,50.2509651184,60.9655799866,0.135314927035,0.25465661085,-0.951556568878,-0.106676976414
1536701840250795565,2700,1536701840249820637,map,79.7122802734,50.3528060913,60.0643310547,0.135314927035,0.25465661085,-0.951556568878,-0.106676976414
1536701840498851822,2701,1536701840498109654,map,75.1892929077,50.1907424927,58.7775306702,0.168408660796,0.260535982447,-0.949672364574,-0.0433811570073
1536701840754236385,2702,1536701840752517527,map,70.9528045654,49.7520523071,57.39661026,0.169592534129,0.256246257913,-0.951617132858,0.00102962324294
1536701840999792945,2703,1536701840999122803,map,66.6709899902,49.0770301819,55.8697662354,0.169592534129,0.256246257913,-0.951617132858,0.00102962324294
1536701841266483349,2704,1536701841265364238,map,61.6603813171,48.057975769,53.8592910767,0.182448564153,0.205691959846,-0.960028482584,0.0524275854867
1536701841502260116,2705,1536701841499808533,map,57.6576843262,46.9968070984,52.2487411499,0.17876696684,0.185543197422,-0.961443787991,0.0961349883777
1536701841759669668,2706,1536701841758918536,map,52.4898872375,45.3459472656,50.1763038635,0.171046446761,0.153575424066,-0.967480179028,0.105545276358
1536701841994664956,2707,1536701841993767240,map,48.7430953979,43.9856796265,48.7622184753,0.171046446761,0.153575424066,-0.967480179028,0.105545276358
1536701842229127722,2708,1536701842226920744,map,43.7388496399,41.9019622803,47.3133087158,0.122512888003,0.111519471522,-0.975225361781,0.146592951688
1536701842486605556,2709,1536701842486215073,map,38.6638221741,39.4732780457,46.3590126038,0.068646426426,0.104434045106,-0.974718885723,0.185214179201
1536701842734329111,2710,1536701842733810675,map,34.0096282959,36.945022583,45.8156394958,0.0292221366687,0.086098941033,-0.975632875404,0.199683578477
1536701842990618272,2711,1536701842989946210,map,29.0675468445,34.0321655273,45.5025253296,0.0292221366687,0.086098941033,-0.975632875404,0.199683578477
1536701843230200509,2712,1536701843227650778,map,24.5615310669,31.2625465393,45.4323616028,0.00777642275228,0.0205114438959,-0.974367905598,0.223888348197
1536701843484069331,2713,1536701843481700852,map,19.8033008575,28.3073444366,45.6670913696,0.00777642275228,0.0205114438959,-0.974367905598,0.223888348197
1536701843702549705,2714,1536701843702140654,map,16.2045898438,26.0703411102,45.9824409485,-0.0205784236032,-0.0489619407261,-0.968018543724,0.24519248734
1536701843896283572,2715,1536701843895852626,map,12.2963829041,23.659406662,46.3282470703,-0.0185772963678,-0.0871922468419,-0.965836152703,0.243337054887
1536701844124441236,2716,1536701844123524313,map,8.43930530548,21.3130664825,46.6778182983,-0.0185772963678,-0.0871922468419,-0.965836152703,0.243337054887
1536701844408529064,2717,1536701844407706481,map,3.55640220642,18.4860477448,47.1948127747,-0.0327614400508,-0.11728297082,-0.971338489109,0.204139492449
1536701844642543885,2718,1536701844641272845,map,-0.592545032501,16.2378082275,47.7508049011,-0.0327614400508,-0.11728297082,-0.971338489109,0.204139492449
1536701844892507807,2719,1536701844890749094,map,-4.67849969864,14.1149902344,48.407989502,-0.0493206448142,-0.0972747573688,-0.972484879709,0.205859792846
