%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.mode,field.system_status
1536701838155279723,663,1536701838154725466,,1,1,1,GUIDED,4
1536701839138110191,664,1536701839137724989,,1,1,1,GUIDED,4
1536701840123506493,665,1536701840122755457,,1,1,1,GUIDED,4
1536701841130295520,666,1536701841129238929,,1,1,1,GUIDED,4
1536701842170033354,667,1536701842169355786,,1,1,1,GUIDED,4
1536701843161615866,668,1536701843161324716,,1,1,1,GUIDED,4
1536701844124942577,669,1536701844124515440,,1,1,1,GUIDED,4
1536701845144493101,670,1536701845144068556,,1,1,1,GUIDED,4
1536701846130162145,671,1536701846129733311,,1,1,1,GUIDED,4
1536701847131195333,672,1536701847130935619,,1,1,1,GUIDED,4
1536701848144189426,673,1536701848141351970,,1,1,1,GUIDED,4
1536701849162099233,674,1536701849161546064,,1,1,1,GUIDED,4
1536701850119234037,675,1536701850118943591,,1,1,1,GUIDED,4
1536701851154796852,676,1536701851154282610,,1,1,1,GUIDED,4
1536701852187424926,677,1536701852186421347,,1,1,1,GUIDED,4
1536701853164186604,678,1536701853163898591,,1,1,1,GUIDED,4
1536701854171570161,679,1536701854171218860,,1,1,1,GUIDED,4
1536701855195935656,680,1536701855195424647,,1,1,1,GUIDED,4
1536701856178020882,681,1536701856176866878,,1,1,1,GUIDED,4
1536701857174282730,682,1536701857171940213,,1,1,1,GUIDED,4
1536701858161801114,683,1536701858160083345,,1,1,1,GUIDED,4
1536701859170034944,684,1536701859169584053,,1,1,1,GUIDED,4
1536701860176939343,685,1536701860176112823,,1,1,1,GUIDED,4
1536701861165378747,686,1536701861164305221,,1,1,1,GUIDED,4
1536701862162320564,687,1536701862161547088,,1,1,1,GUIDED,4
1536701863153301953,688,1536701863152623232,,1,1,1,GUIDED,4
1536701864154805431,689,1536701864154450897,,1,1,1,GUIDED,4
1536701865159769256,690,1536701865159479131,,1,1,1,GUIDED,4
1536701866163456344,691,1536701866163072198,,1,1,1,GUIDED,4
1536701867164081057,692,1536701867163158629,,1,1,1,GUIDED,4
1536701868173714008,693,1536701868173207352,,1,1,1,GUIDED,4
1536701869162696625,694,1536701869162336585,,1,1,1,GUIDED,4
1536701870159834261,695,1536701870158164829,,1,1,1,GUIDED,4
1536701871133870268,696,1536701871129682285,,1,1,1,GUIDED,4
1536701872171409959,697,1536701872170762290,,1,1,1,GUIDED,4
1536701873154250735,698,1536701873153984042,,1,1,1,GUIDED,4
1536701874131149232,699,1536701874130743191,,1,1,1,GUIDED,4
1536701875189273696,700,1536701875188872968,,1,1,1,GUIDED,4
1536701876182063832,701,1536701876181638967,,1,1,1,GUIDED,4
1536701877185269073,702,1536701877184898309,,1,1,1,GUIDED,4
1536701878215982375,703,1536701878215597398,,1,1,1,GUIDED,4
1536701879141539067,704,1536701879141224548,,1,1,1,GUIDED,4
1536701880175852834,705,1536701880175643955,,1,1,1,GUIDED,4
1536701881177349910,706,1536701881176934905,,1,1,1,GUIDED,4
1536701882203806115,707,1536701882203562631,,1,1,1,GUIDED,4
1536701883140701844,708,1536701883140401026,,1,1,1,GUIDED,4
1536701884162636084,709,1536701884161598028,,1,1,1,GUIDED,4
1536701885147631402,710,1536701885147317492,,1,1,1,GUIDED,4
1536701886155727772,711,1536701886155457174,,1,1,1,GUIDED,4
1536701887171585988,712,1536701887170531477,,1,1,1,GUIDED,4
1536701888177069914,713,1536701888176583650,,1,1,1,GUIDED,4
1536701889144080546,714,1536701889143603054,,1,1,1,GUIDED,4
1536701890169550523,715,1536701890169217021,,1,1,1,GUIDED,4
1536701891171206570,716,1536701891170669407,,1,1,1,GUIDED,4
1536701892180825115,717,1536701892180498560,,1,1,1,GUIDED,4
1536701893158781325,718,1536701893158354283,,1,1,1,GUIDED,4
1536701894141711798,719,1536701894141283925,,1,1,1,GUIDED,4
1536701895210194609,720,1536701895208589522,,1,1,1,GUIDED,4
1536701896198428079,721,1536701896198011249,,1,1,1,GUIDED,4
1536701897171372890,722,1536701897170168499,,1,1,1,GUIDED,4
1536701898183618124,723,1536701898183179206,,1,1,1,GUIDED,4
1536701899189494775,724,1536701899180215844,,1,1,1,GUIDED,4
1536701900185345172,725,1536701900185092628,,1,1,1,GUIDED,4
1536701901141101630,726,1536701901140298831,,1,1,1,GUIDED,4
1536701902163839182,727,1536701902163434069,,1,1,1,GUIDED,4
1536701903156982412,728,1536701903156701602,,1,1,1,GUIDED,4
1536701904179845003,729,1536701904179166699,,1,1,1,GUIDED,4
1536701905167999083,730,1536701905167576363,,1,1,1,GUIDED,4
1536701906176736591,731,1536701906176513531,,1,1,1,GUIDED,4
1536701907200856681,732,1536701907200248772,,1,1,1,GUIDED,4
1536701908183914819,733,1536701908183523631,,1,1,1,GUIDED,4
1536701909147019175,734,1536701909146700846,,1,1,1,GUIDED,4
1536701910175265401,735,1536701910174828212,,1,1,1,GUIDED,4
1536701911152333306,736,1536701911152084957,,1,1,1,GUIDED,4
1536701912164928529,737,1536701912163495667,,1,1,1,GUIDED,4
1536701913149803993,738,1536701913148764625,,1,1,1,GUIDED,4
1536701914205593750,739,1536701914205232910,,1,1,1,GUIDED,4
1536701915170956784,740,1536701915170630420,,1,1,1,GUIDED,4
1536701916167853464,741,1536701916167587732,,1,1,1,GUIDED,4
1536701917194308517,742,1536701917192375307,,1,1,1,GUIDED,4
1536701918161073232,743,1536701918160815023,,1,1,1,GUIDED,4
1536701919210580423,744,1536701919210296315,,1,1,1,GUIDED,4
1536701920188471840,745,1536701920188243689,,1,1,1,GUIDED,4
1536701921166949206,746,1536701921166612215,,1,1,1,GUIDED,4
1536701922183312829,747,1536701922183099212,,1,1,1,GUIDED,4
1536701923191734121,748,1536701923191503794,,1,1,1,GUIDED,4
1536701924160781299,749,1536701924160227682,,1,1,1,GUIDED,4
1536701925147453251,750,1536701925147040071,,1,1,1,GUIDED,4
1536701926185183157,751,1536701926183133391,,1,1,1,GUIDED,4
1536701927187420193,752,1536701927187069308,,1,1,1,GUIDED,4
1536701928180527025,753,1536701928178921330,,1,1,1,GUIDED,4
1536701929187523074,754,1536701929186933315,,1,1,1,GUIDED,4
1536701930184476448,755,1536701930184033401,,1,1,1,GUIDED,4
1536701931210199833,756,1536701931209747246,,1,1,1,GUIDED,4
1536701932185336416,757,1536701932184368947,,1,1,1,GUIDED,4
1536701933175202727,758,1536701933174904279,,1,1,1,GUIDED,4
1536701934180289960,759,1536701934179919068,,1,1,1,GUIDED,4
1536701935177999652,760,1536701935177617171,,1,1,1,GUIDED,4
1536701936184987698,761,1536701936181866871,,1,1,1,GUIDED,4
1536701937192609617,762,1536701937192229057,,1,1,1,GUIDED,4
1536701938161324957,763,1536701938160850666,,1,1,1,GUIDED,4
1536701939189516475,764,1536701939188887149,,1,1,1,GUIDED,4
