%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1536701838113385648,1623,1536701838113175104,,1536701837358000000,fcu
1536701838556031712,1624,1536701838554837053,,1536701837820000000,fcu
1536701839071185151,1625,1536701839070957929,,1536701838357000000,fcu
1536701839490476851,1626,1536701839486670932,,1536701838757000000,fcu
1536701839839869811,1627,1536701839839521135,,1536701839120000000,fcu
1536701840354432530,1628,1536701840354240170,,1536701839622000000,fcu
1536701840875344657,1629,1536701840874482412,,1536701840157000000,fcu
1536701841308074269,1630,1536701841305127203,,1536701840580000000,fcu
1536701841638017190,1631,1536701841637759620,,1536701840899000000,fcu
1536701842098839596,1632,1536701842097972260,,1536701841358000000,fcu
1536701842469112160,1633,1536701842468637805,,1536701841717000000,fcu
1536701842845280137,1634,1536701842844210644,,1536701842123000000,fcu
1536701843462969516,1635,1536701843460031509,,1536701842700000000,fcu
1536701844006827788,1636,1536701844006464803,,1536701843256000000,fcu
1536701844543375969,1637,1536701844543121473,,1536701843799000000,fcu
1536701845163785225,1638,1536701845163197867,,1536701844419000000,fcu
1536701845533113432,1639,1536701845532864442,,1536701844779000000,fcu
1536701846045789838,1640,1536701846045555605,,1536701845298000000,fcu
1536701846376620550,1641,1536701846376302638,,1536701845620000000,fcu
1536701846832935204,1642,1536701846832662781,,1536701846060000000,fcu
1536701847175093398,1643,1536701847174876068,,1536701846457000000,fcu
1536701847659341875,1644,1536701847659112988,,1536701846917000000,fcu
1536701848206294757,1645,1536701848206054218,,1536701847437000000,fcu
1536701848829270678,1646,1536701848829055429,,1536701848077000000,fcu
1536701849260226564,1647,1536701849259542529,,1536701848517000000,fcu
1536701849816059730,1648,1536701849815810292,,1536701849077000000,fcu
1536701850194563790,1649,1536701850194330518,,1536701849459000000,fcu
1536701850632198488,1650,1536701850631878591,,1536701849877000000,fcu
1536701851121051713,1651,1536701851120834191,,1536701850357000000,fcu
1536701851692526120,1652,1536701851684946423,,1536701850937000000,fcu
1536701852189670319,1653,1536701852189197660,,1536701851420000000,fcu
1536701852588794813,1654,1536701852588589199,,1536701851838000000,fcu
1536701853052294807,1655,1536701853052028435,,1536701852300000000,fcu
1536701853409459601,1656,1536701853409017994,,1536701852656000000,fcu
1536701853826967331,1657,1536701853826733803,,1536701853078000000,fcu
1536701854390880960,1658,1536701854390623967,,1536701853620000000,fcu
1536701854781728405,1659,1536701854781074846,,1536701854038000000,fcu
1536701855276494073,1660,1536701855275963121,,1536701854516000000,fcu
1536701855770316249,1661,1536701855770166240,,1536701855002000000,fcu
1536701856175793416,1662,1536701856175389199,,1536701855419000000,fcu
1536701856637636912,1663,1536701856636943914,,1536701855879000000,fcu
1536701856987929764,1664,1536701856987535888,,1536701856237000000,fcu
1536701857431795617,1665,1536701857431295492,,1536701856677000000,fcu
1536701858083284364,1666,1536701858083034766,,1536701857338000000,fcu
1536701858500497327,1667,1536701858497569980,,1536701857737000000,fcu
1536701858816806838,1668,1536701858816475833,,1536701858057000000,fcu
1536701859178795439,1669,1536701859178416544,,1536701858419000000,fcu
1536701859707561671,1670,1536701859706593081,,1536701858939000000,fcu
1536701860267230111,1671,1536701860265211364,,1536701859518000000,fcu
1536701860831245667,1672,1536701860830756746,,1536701860077000000,fcu
1536701861174507349,1673,1536701861172305237,,1536701860420000000,fcu
1536701861525880066,1674,1536701861525400044,,1536701860759000000,fcu
1536701861950473066,1675,1536701861950263451,,1536701861181000000,fcu
1536701862325815418,1676,1536701862324685935,,1536701861556000000,fcu
