%time,field.x,field.y,field.z
1532133199015982992,0.235012575984,0.0702647864819,-3.06104098558
1532133199034824016,0.235012575984,0.0702647864819,-3.06104098558
1532133199054733488,0.235012575984,0.0702647864819,-3.06104098558
1532133199077455920,0.235012575984,0.0702647864819,-3.06104098558
1532133199099114384,0.235012575984,0.0702647864819,-3.06104098558
1532133199118773264,0.235012575984,0.0702647864819,-3.06104098558
1532133199137887664,0.235012575984,0.0702647864819,-3.06104098558
1532133199151972080,0.485011190176,0.0588599294424,-3.09575020074
1532133199176266480,0.485011190176,0.0588599294424,-3.09575020074
1532133199197267824,0.485011190176,0.0588599294424,-3.09575020074
1532133199216151696,0.485011190176,0.0588599294424,-3.09575020074
1532133199245145712,0.485011190176,0.0588599294424,-3.09575020074
1532133199255301136,0.485011190176,0.0588599294424,-3.09575020074
1532133199276926352,0.485011190176,0.0588599294424,-3.09575020074
1532133199296691600,0.485011190176,0.0588599294424,-3.09575020074
1532133199316071216,0.485011190176,0.0588599294424,-3.09575020074
1532133199335243472,0.485011190176,0.0588599294424,-3.09575020074
1532133199354699056,0.485011190176,0.0588599294424,-3.09575020074
1532133199375349712,0.485011190176,0.0588599294424,-3.09575020074
1532133199396474576,0.62909168005,0.0351282730699,3.07235618035
1532133199419657584,0.62909168005,0.0351282730699,3.07235618035
1532133199437454736,0.62909168005,0.0351282730699,3.07235618035
1532133199454152368,0.62909168005,0.0351282730699,3.07235618035
1532133199476952592,0.62909168005,0.0351282730699,3.07235618035
1532133199495476848,0.62909168005,0.0351282730699,3.07235618035
1532133199515091568,0.62909168005,0.0351282730699,3.07235618035
1532133199536711760,0.62909168005,0.0351282730699,3.07235618035
1532133199555187152,0.62909168005,0.0351282730699,3.07235618035
1532133199575449296,0.62909168005,0.0351282730699,3.07235618035
1532133199593734960,0.62909168005,0.0351282730699,3.07235618035
1532133199616334096,0.62909168005,0.0351282730699,3.07235618035
1532133199637355248,0.62909168005,0.0351282730699,3.07235618035
1532133199657113552,0.62909168005,0.0351282730699,3.07235618035
1532133199676022544,0.62909168005,0.0351282730699,3.07235618035
1532133199697958288,0.62909168005,0.0351282730699,3.07235618035
1532133199717290608,0.62909168005,0.0351282730699,3.07235618035
1532133199739061040,0.62909168005,0.0351282730699,3.07235618035
1532133199754600400,0.62909168005,0.0351282730699,3.07235618035
1532133199774622128,0.62909168005,0.0351282730699,3.07235618035
1532133199795787184,0.62909168005,0.0351282730699,3.07235618035
1532133199816858992,0.62909168005,0.0351282730699,3.07235618035
1532133199838812112,0.62909168005,0.0351282730699,3.07235618035
1532133199851776528,0.623870670795,0.0509396791458,2.90503116051
1532133199875395728,0.623870670795,0.0509396791458,2.90503116051
1532133199896613648,0.623870670795,0.0509396791458,2.90503116051
1532133199915240528,0.623870670795,0.0509396791458,2.90503116051
1532133199937042192,0.623870670795,0.0509396791458,2.90503116051
1532133199955098576,0.623870670795,0.0509396791458,2.90503116051
1532133199974744016,0.623870670795,0.0509396791458,2.90503116051
1532133199996151120,0.623870670795,0.0509396791458,2.90503116051
1532133200016834000,0.623870670795,0.0509396791458,2.90503116051
1532133200036351920,0.623870670795,0.0509396791458,2.90503116051
1532133200053591920,0.623870670795,0.0509396791458,2.90503116051
