%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1531946412770596713,4920,1531946412769145272,map,231.00743103,-62.4435005188,51.9748306274,0.13356262954,-0.3359753194,-0.8363782653,0.412010929563
1531946413032886059,4921,1531946413032388191,map,226.696258545,-66.3360671997,52.1968345642,0.122319875922,-0.381880895279,-0.849843477917,0.342010077069
1531946413250768864,4922,1531946413250286011,map,223.110214233,-68.9480438232,52.3592796326,0.0876814930716,-0.385916753925,-0.879141417741,0.265500626033
1531946413528175847,4923,1531946413526971179,map,219.01184082,-71.299331665,52.580280304,0.0876814930716,-0.385916753925,-0.879141417741,0.265500626033
1531946413798764235,4924,1531946413788538583,map,213.776123047,-73.5542984009,52.8411140442,0.0443368372279,-0.369725363734,-0.915133853634,0.154490874193
1531946414023687052,4925,1531946414021918501,map,209.877929687,-74.6608581543,53.1163635254,0.0136114511374,-0.374385868431,-0.923247077207,0.085233704279
1531946414246823645,4926,1531946414246285918,map,205.628753662,-75.3140487671,53.4871864319,0.0136114511374,-0.374385868431,-0.923247077207,0.085233704279
1531946414500115346,4927,1531946414499423690,map,201.494796753,-75.4641494751,53.8704223633,-0.0322261520946,-0.369277406868,-0.928760122557,-0.0005537559952
1531946414717779423,4928,1531946414717234076,map,198.127227783,-75.2857971191,54.1404533386,-0.0322261520946,-0.369277406868,-0.928760122557,-0.0005537559952
1531946414952335899,4929,1531946414951761066,map,193.905059814,-74.7176055908,54.3779144287,-0.041022288863,-0.347021250089,-0.93342539215,-0.0813047421295
1531946415177629611,4930,1531946415177015688,map,190.478302002,-73.9389724731,54.4776496887,-0.0477105632824,-0.3587936376,-0.915559785624,-0.175331419654
1531946415428554846,4931,1531946415428090337,map,186.934661865,-72.7412185669,54.482334137,-0.0477105632824,-0.3587936376,-0.915559785624,-0.175331419654
1531946415675060287,4932,1531946415670774862,map,183.334823608,-71.011505127,54.3746490479,-0.0750374019451,-0.364092676202,-0.89384201212,-0.25070374711
1531946415893396427,4933,1531946415892891995,map,180.553024292,-69.190788269,54.2264213562,-0.0750374019451,-0.364092676202,-0.89384201212,-0.25070374711
1531946416170437540,4934,1531946416168956357,map,177.407913208,-66.4498062134,53.9762496948,-0.116693596082,-0.361177806786,-0.863420369619,-0.332322827754
1531946416374527496,4935,1531946416373313832,map,175.440307617,-64.2236480713,53.7810897827,-0.116693596082,-0.361177806786,-0.863420369619,-0.332322827754
1531946416621088100,4936,1531946416619552235,map,173.398971558,-61.3217697144,53.5574150085,-0.124579428198,-0.302719551687,-0.83865972842,-0.435305294044
1531946416833835476,4937,1531946416832372798,map,171.991653442,-58.7604560852,53.3621406555,-0.146240058705,-0.290866987873,-0.802881358356,-0.499391394599
1531946417036700146,4938,1531946417036145515,map,170.784255981,-55.7843284607,53.1493911743,-0.146240058705,-0.290866987873,-0.802881358356,-0.499391394599
1531946417266716004,4939,1531946417265990187,map,170.010223389,-52.6795845032,52.912853241,-0.219188482366,-0.322024708702,-0.733479771414,-0.557013394012
1531946417529472452,4940,1531946417527746417,map,169.695892334,-49.2153739929,52.5844612122,-0.248479813391,-0.298574286996,-0.699348456895,-0.60001909413
1531946417747063374,4941,1531946417746453772,map,169.915649414,-45.4460220337,52.1992149353,-0.248479813391,-0.298574286996,-0.699348456895,-0.60001909413
1531946418017565865,4942,1531946418016679940,map,170.686508179,-41.6757774353,51.8123168945,-0.251267646579,-0.255018204679,-0.632286046501,-0.687055049079
1531946418255686368,4943,1531946418255081152,map,171.878372192,-38.2573623657,51.4619636536,-0.251267646579,-0.255018204679,-0.632286046501,-0.687055049079
1531946418491576660,4944,1531946418490754926,map,173.369628906,-35.2559814453,51.1238250732,-0.265118430571,-0.22754172587,-0.522507376552,-0.777767974533
1531946418766922730,4945,1531946418766320332,map,175.801834106,-31.683921814,50.6489830017,-0.265118430571,-0.22754172587,-0.522507376552,-0.777767974533
1531946418969671569,4946,1531946418969001876,map,178.126602173,-29.1637516022,50.3765869141,-0.279516058818,-0.160478083687,-0.431891654921,-0.842369963809
1531946419224553785,4947,1531946419222546721,map,180.994171143,-26.7218780518,50.2398643494,-0.247045219419,-0.0886662221987,-0.374012061508,-0.889506570212
1531946419448176817,4948,1531946419447737217,map,184.123275757,-24.5820484161,50.2870864868,-0.247045219419,-0.0886662221987,-0.374012061508,-0.889506570212
1531946419670369507,4949,1531946419669838663,map,187.137130737,-22.9071922302,50.4897460938,-0.207961694959,-0.0318215307191,-0.301311720715,-0.930027188082
1531946419923705901,4950,1531946419923047797,map,190.495132446,-21.3706817627,50.850856781,-0.207961694959,-0.0318215307191,-0.301311720715,-0.930027188082
1531946420179162693,4951,1531946420178681249,map,193.897766113,-20.0970077515,51.3111610413,-0.176529220182,0.0121768393521,-0.24208870541,-0.953982294237
1531946420407501467,4952,1531946420407017750,map,197.567489624,-18.9628372192,51.8613357544,-0.176529220182,0.0121768393521,-0.24208870541,-0.953982294237
1531946420665232427,4953,1531946420664533951,map,200.913314819,-18.0869808197,52.3703765869,-0.083231276668,0.037277241018,-0.191682159808,-0.977210781509
