%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1539875881153399368,2185,1539875881152852648,,1500,1517,1476,1501,1503,1503,1500,1926
1539875881449213256,2186,1539875881449057768,,1500,1523,1476,1570,1640,1640,1500,1926
1539875881789797480,2187,1539875881789517192,,1500,1537,1404,1530,1560,1560,1500,1926
1539875882139289000,2188,1539875882139043144,,1500,1537,1364,1503,1507,1507,1500,1926
1539875882538674408,2189,1539875882538281288,,1500,1545,1300,1491,1481,1481,1500,1926
1539875882973013128,2190,1539875882972784424,,1500,1542,1228,1484,1468,1468,1500,1926
1539875883234189288,2191,1539875883231864968,,1500,1533,1212,1480,1460,1460,1500,1926
1539875883582760680,2192,1539875883582528616,,1500,1529,1204,1481,1462,1462,1500,1926
1539875883894588424,2193,1539875883894116360,,1500,1523,1204,1483,1465,1465,1500,1926
1539875884173590760,2194,1539875884173383880,,1500,1518,1212,1489,1477,1477,1500,1926
1539875884510493704,2195,1539875884509932104,,1500,1515,1228,1489,1477,1477,1500,1926
1539875884975286408,2196,1539875884974924456,,1500,1514,1236,1485,1469,1469,1500,1926
1539875885322887976,2197,1539875885321520616,,1500,1514,1244,1491,1482,1482,1500,1926
1539875885617558632,2198,1539875885617346664,,1500,1515,1252,1496,1492,1492,1500,1926
1539875885879289704,2199,1539875885877336104,,1500,1515,1252,1495,1489,1489,1500,1926
1539875886226901192,2200,1539875886226430216,,1500,1516,1260,1494,1488,1488,1500,1926
1539875886568857576,2201,1539875886568173096,,1500,1517,1268,1488,1476,1476,1500,1926
1539875886963794440,2202,1539875886962778664,,1500,1507,1300,1491,1481,1481,1500,1926
1539875887288696584,2203,1539875887288250792,,1500,1482,1420,1502,1505,1505,1500,1926
1539875887595124264,2204,1539875887594810088,,1500,1474,1492,1509,1519,1519,1500,1926
1539875887979209576,2205,1539875887978500456,,1500,1477,1572,1500,1500,1500,1500,1926
1539875888292355656,2206,1539875888291916808,,1500,1488,1604,1494,1488,1488,1500,1926
1539875888587049544,2207,1539875888586714696,,1500,1501,1612,1491,1482,1482,1500,1926
1539875888983006440,2208,1539875888982248808,,1500,1514,1612,1486,1471,1471,1500,1926
1539875889251367272,2209,1539875889250137096,,1500,1525,1596,1482,1463,1463,1500,1926
1539875889542278024,2210,1539875889541939144,,1500,1533,1588,1488,1475,1475,1500,1926
1539875889927861512,2211,1539875889927574792,,1500,1538,1564,1494,1487,1487,1500,1926
1539875890185878024,2212,1539875890185673416,,1500,1545,1556,1503,1507,1507,1500,1926
1539875890521665000,2213,1539875890521365288,,1500,1560,1516,1514,1528,1528,1500,1926
1539875890850610632,2214,1539875890849830696,,1500,1564,1476,1498,1496,1496,1500,1926
1539875891205045768,2215,1539875891204740840,,1500,1556,1452,1493,1485,1485,1500,1926
1539875891524593608,2216,1539875891522527016,,1500,1549,1444,1492,1484,1484,1500,1926
1539875891813837416,2217,1539875891813388584,,1500,1542,1444,1486,1472,1472,1500,1926
1539875892154356584,2218,1539875892153993128,,1500,1541,1428,1494,1488,1488,1500,1926
1539875892451539432,2219,1539875892450126472,,1500,1530,1428,1496,1490,1490,1500,1926
1539875892726747304,2220,1539875892726319816,,1500,1517,1444,1482,1464,1464,1500,1926
1539875893121061896,2221,1539875893120656936,,1500,1536,1452,1477,1453,1453,1500,1926
1539875893534234344,2222,1539875893533835176,,1500,1545,1404,1489,1478,1478,1500,1926
1539875893918425128,2223,1539875893917554568,,1500,1537,1388,1506,1512,1512,1500,1926
1539875894188350152,2224,1539875894187849928,,1500,1533,1396,1508,1517,1517,1500,1926
1539875894500815752,2225,1539875894500320808,,1500,1526,1396,1508,1516,1516,1500,1926
1539875894761274088,2226,1539875894760818952,,1500,1519,1412,1506,1513,1513,1500,1926
1539875895125968392,2227,1539875895125790920,,1500,1512,1420,1510,1521,1521,1500,1926
1539875895560634440,2228,1539875895560390760,,1500,1494,1460,1500,1499,1499,1500,1926
1539875895878414856,2229,1539875895878188936,,1500,1497,1492,1500,1501,1501,1500,1926
1539875896291768744,2230,1539875896290621128,,1500,1508,1508,1495,1490,1490,1500,1926
1539875896522687176,2231,1539875896522194696,,1500,1513,1516,1492,1483,1483,1500,1926
1539875896893727048,2232,1539875896893368968,,1500,1517,1516,1492,1483,1483,1500,1926
1539875897204067528,2233,1539875897202409736,,1500,1519,1524,1494,1488,1488,1500,1926
1539875897533148648,2234,1539875897532720744,,1500,1520,1516,1499,1498,1498,1500,1926
1539875897888683400,2235,1539875897888417480,,1500,1522,1516,1501,1503,1503,1500,1926
1539875898212640264,2236,1539875898211862376,,1500,1523,1516,1495,1489,1489,1500,1926
1539875898489254312,2237,1539875898488965352,,1500,1523,1516,1488,1476,1476,1500,1926
1539875898913863912,2238,1539875898913444680,,1500,1528,1508,1484,1467,1467,1500,1926
1539875899267130856,2239,1539875899266865896,,1500,1526,1500,1492,1484,1484,1500,1926
1539875899550050760,2240,1539875899549720168,,1500,1525,1492,1498,1495,1495,1500,1926
1539875899889959848,2241,1539875899889730888,,1500,1524,1492,1499,1498,1498,1500,1926
1539875900153479816,2242,1539875900153057224,,1500,1524,1492,1502,1505,1505,1500,1926
1539875900529377288,2243,1539875900529084264,,1500,1522,1484,1500,1499,1499,1500,1926
1539875900786631720,2244,1539875900783566984,,1500,1524,1476,1508,1517,1517,1500,1926
1539875901052960328,2245,1539875901052772968,,1500,1521,1476,1511,1522,1522,1500,1926
1539875901315778632,2246,1539875901315252232,,1500,1519,1476,1502,1505,1505,1500,1926
1539875901720801384,2247,1539875901720440520,,1500,1520,1468,1497,1493,1493,1500,1926
1539875902079897032,2248,1539875902079703592,,1500,1518,1468,1494,1488,1488,1500,1926
1539875902486272296,2249,1539875902486076072,,1500,1516,1468,1495,1489,1489,1500,1926
1539875902794946920,2250,1539875902793115304,,1500,1516,1468,1493,1486,1486,1500,1926
1539875903133083784,2251,1539875903132860936,,1500,1516,1468,1488,1476,1476,1500,1926
1539875903502030472,2252,1539875903501885032,,1500,1519,1468,1490,1480,1480,1500,1926
1539875903828596232,2253,1539875903826559880,,1500,1518,1468,1491,1482,1482,1500,1926
1539875904135730856,2254,1539875904135490056,,1500,1517,1468,1493,1486,1486,1500,1926
1539875904457497608,2255,1539875904457271464,,1500,1518,1476,1494,1488,1488,1500,1926
1539875904732842504,2256,1539875904732453928,,1500,1521,1476,1500,1500,1500,1500,1926
1539875905061812584,2257,1539875905061162472,,1500,1523,1476,1506,1513,1513,1500,1926
1539875905420355944,2258,1539875905420052072,,1500,1526,1476,1508,1517,1517,1500,1926
1539875905647400104,2259,1539875905647179112,,1500,1532,1476,1522,1545,1545,1500,1926
1539875906031206088,2260,1539875906030938312,,1500,1538,1468,1516,1532,1532,1500,1926
1539875906385951720,2261,1539875906376383144,,1500,1540,1444,1505,1510,1510,1500,1926
1539875906710595016,2262,1539875906710333672,,1500,1540,1436,1504,1509,1509,1500,1926
1539875907091425928,2263,1539875907091241992,,1500,1532,1428,1498,1495,1495,1500,1926
1539875907406479816,2264,1539875907405770568,,1500,1512,1436,1491,1482,1482,1500,1926
