%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1539875881034601736,656,1539875881032354760,NED,0.259999990463,-86.4143371582,-39.7187385559,3
1539875881098399784,657,1539875881093182856,NED,0.259999990463,-86.4143371582,-39.7187385559,3
1539875881143656392,658,1539875881142890632,NED,0.359999984503,-78.0079803467,-38.4244384766,4
1539875881185317512,659,1539875881182321864,NED,0.359999984503,-78.0079803467,-38.4244384766,4
1539875881256327880,660,1539875881255336584,NED,0.449999988079,-78.0079803467,-37.1230964661,6
1539875881283372776,661,1539875881278966632,NED,0.449999988079,-78.0079803467,-37.1230964661,6
1539875881319033608,662,1539875881315818024,NED,0.550000011921,-79.5969009399,-392.252868652,7
1539875881376700520,663,1539875881367751400,NED,0.550000011921,-79.5969009399,-392.252868652,7
1539875881419075848,664,1539875881414791496,NED,0.659999966621,20.4030990601,-390.951049805,8
1539875881502759208,665,1539875881500858280,NED,0.659999966621,20.4030990601,-390.951049805,8
1539875881554180968,666,1539875881553436008,NED,0.759999990463,21.701335907,-389.66619873,10
1539875881608581896,667,1539875881603417512,NED,0.759999990463,21.701335907,-389.66619873,10
1539875881649904872,668,1539875881648670824,NED,0.8599999547,21.701335907,-388.347503662,11
1539875881717839944,669,1539875881716757352,NED,0.8599999547,21.701335907,-388.347503662,11
1539875881780457672,670,1539875881779497480,NED,0.949999988079,17.0536994934,-387.06262207,12
1539875881819699720,671,1539875881818443688,NED,0.949999988079,17.0536994934,-387.06262207,12
1539875881862743304,672,1539875881860212200,NED,1.04999995232,17.0536994934,-385.752380371,14
1539875881892725864,673,1539875881889115304,NED,1.04999995232,17.0536994934,-385.752380371,14
1539875881969095240,674,1539875881968409512,NED,1.16999995708,21.6361045837,-384.467498779,15
1539875881999494792,675,1539875881998599688,NED,1.16999995708,21.6361045837,-384.467498779,15
1539875882059201736,676,1539875882057046280,NED,1.29999995232,21.6361045837,-383.199493408,16
1539875882093906152,677,1539875882092157000,NED,1.29999995232,21.6361045837,-383.199493408,16
1539875882170732552,678,1539875882170142184,NED,1.45999991894,26.3422012329,-381.948425293,18
1539875882216654088,679,1539875882215999048,NED,1.45999991894,26.3422012329,-381.948425293,18
1539875882299093928,680,1539875882298363336,NED,1.63999998569,26.3422012329,-380.688934326,19
1539875882369927176,681,1539875882366541192,NED,1.83999991417,31.8713188171,-379.454742432,20
1539875882444893864,682,1539875882443987016,NED,2.07999992371,31.8713188171,-378.203674316,21
1539875882495090184,683,1539875882493330856,NED,2.07999992371,31.8713188171,-378.203674316,21
1539875882550559816,684,1539875882549922248,NED,2.32999992371,31.1231613159,-376.994689941,23
1539875882618985064,685,1539875882618352360,NED,2.32999992371,31.1231613159,-376.994689941,23
1539875882685463048,686,1539875882680558856,NED,2.59999990463,31.1231613159,-375.785888672,24
1539875882696799208,687,1539875882695943976,NED,2.59999990463,31.1231613159,-375.785888672,24
1539875882796051816,688,1539875882795346600,NED,2.88999986649,32.0240020752,-374.619354248,25
1539875882852115176,689,1539875882851186888,NED,3.21000003815,32.0240020752,-373.435913086,26
1539875882913457800,690,1539875882911353576,NED,3.21000003815,32.0240020752,-373.435913086,26
