%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1539875881011477480,6501,1539875881010970920,base_link,-221000.0,251000.0,-298000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881112733128,6502,1539875881112128040,base_link,-259000.0,324000.0,-253000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881210485416,6503,1539875881207437416,base_link,-341000.0,527000.0,-128000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881302476424,6504,1539875881301855688,base_link,-289000.0,454000.0,-195000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881446893672,6505,1539875881446321640,base_link,-269000.0,411000.0,-208000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881517904328,6506,1539875881515697288,base_link,-269000.0,411000.0,-208000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881617692232,6507,1539875881616025768,base_link,-276000.0,422000.0,-179000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881728190344,6508,1539875881727270088,base_link,-198000.0,191000.0,-226000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881822601512,6509,1539875881820684872,base_link,-198000.0,191000.0,-226000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875881918797064,6510,1539875881917553640,base_link,-185000.0,107000.0,-224000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882008441000,6511,1539875882007993352,base_link,-152000.0,46000.0,-232000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882127346568,6512,1539875882126778056,base_link,-137000.0,12000.0,-216000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882224116808,6513,1539875882223012616,base_link,-131000.0,-29000.0,-220000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882326993768,6514,1539875882326018984,base_link,-113000.0,-59000.0,-231000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882447057096,6515,1539875882446337832,base_link,-68000.0,-131000.0,-253000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882519365160,6516,1539875882518696840,base_link,-54000.0,-141000.0,-266000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882624170888,6517,1539875882622971944,base_link,-54000.0,-141000.0,-266000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882708410760,6518,1539875882707775304,base_link,-30000.0,-177000.0,-278000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882814497576,6519,1539875882813983848,base_link,-8000.0,-191000.0,-298000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875882947425480,6520,1539875882947058408,base_link,33000.0,-214000.0,-331000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883034929160,6521,1539875883034523112,base_link,52000.0,-221000.0,-327000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883139978952,6522,1539875883139113992,base_link,70000.0,-231000.0,-331000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883197014152,6523,1539875883196359080,base_link,70000.0,-231000.0,-331000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883361338856,6524,1539875883360821000,base_link,103000.0,-237000.0,-339000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883417363816,6525,1539875883416320552,base_link,103000.0,-237000.0,-339000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883499866632,6526,1539875883499384232,base_link,105000.0,-240000.0,-357000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883635498280,6527,1539875883634997736,base_link,119000.0,-216000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883699922824,6528,1539875883699033224,base_link,119000.0,-216000.0,-363000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883841270504,6529,1539875883840520904,base_link,132000.0,-199000.0,-377000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875883897274024,6530,1539875883896844904,base_link,132000.0,-199000.0,-377000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884013809192,6531,1539875884012591624,base_link,136000.0,-193000.0,-379000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884135823144,6532,1539875884134858184,base_link,140000.0,-177000.0,-385000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884246832840,6533,1539875884245563368,base_link,134000.0,-141000.0,-385000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884346979016,6534,1539875884346242504,base_link,136000.0,-130000.0,-385000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884426714152,6535,1539875884426121416,base_link,136000.0,-130000.0,-385000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884501343624,6536,1539875884499956232,base_link,134000.0,-120000.0,-384000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884624516584,6537,1539875884617786248,base_link,137000.0,-112000.0,-396000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884724039688,6538,1539875884722930376,base_link,137000.0,-112000.0,-396000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884848324456,6539,1539875884846883656,base_link,140000.0,-121000.0,-396000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539875884945800840,6540,1539875884942854440,base_link,135000.0,-109000.0,-381000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
