%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.mode,field.system_status
1538765738232728360,1384,1538765738231433448,,1,1,1,GUIDED,4
1538765739180629256,1385,1538765739180202888,,1,1,1,GUIDED,4
1538765740200480392,1386,1538765740198805512,,1,1,1,GUIDED,4
1538765741198604680,1387,1538765741197756296,,1,1,1,GUIDED,4
1538765742199095720,1388,1538765742196609672,,1,1,1,GUIDED,4
1538765743210406728,1389,1538765743209643304,,1,1,1,GUIDED,4
1538765744212702280,1390,1538765744212184072,,1,1,1,GUIDED,4
1538765745168069768,1391,1538765745167456936,,1,1,1,GUIDED,4
1538765746197669032,1392,1538765746197335560,,1,1,1,GUIDED,4
1538765747222828072,1393,1538765747219261864,,1,1,1,GUIDED,4
1538765748196719048,1394,1538765748196242120,,1,1,1,GUIDED,4
1538765749187959464,1395,1538765749185835304,,1,1,1,GUIDED,4
1538765750199881192,1396,1538765750199233672,,1,1,1,GUIDED,4
1538765751201315464,1397,1538765751200958600,,1,1,1,GUIDED,4
1538765752188424776,1398,1538765752187563400,,1,1,1,GUIDED,4
1538765753203007048,1399,1538765753202643272,,1,1,1,GUIDED,4
1538765754208469352,1400,1538765754207474952,,1,1,1,GUIDED,4
1538765755198490216,1401,1538765755198097480,,1,1,1,GUIDED,4
1538765756193873192,1402,1538765756192755080,,1,1,1,GUIDED,4
1538765757181748552,1403,1538765757181536040,,1,1,1,GUIDED,4
1538765758218890792,1404,1538765758218608584,,1,1,1,GUIDED,4
1538765759199439592,1405,1538765759199186568,,1,1,1,GUIDED,4
1538765760204590408,1406,1538765760201500296,,1,1,1,GUIDED,4
1538765761210382696,1407,1538765761210123112,,1,1,1,GUIDED,4
1538765762188444232,1408,1538765762188071912,,1,1,1,GUIDED,4
1538765763199983368,1409,1538765763199739560,,1,1,1,GUIDED,4
1538765764217855496,1410,1538765764217577736,,1,1,1,GUIDED,4
1538765765189343080,1411,1538765765189069992,,1,1,1,GUIDED,4
1538765766200831432,1412,1538765766199927944,,1,1,1,GUIDED,4
1538765767187588488,1413,1538765767184342152,,1,1,1,GUIDED,4
1538765768191466312,1414,1538765768190848296,,1,1,1,GUIDED,4
1538765769193117928,1415,1538765769192503976,,1,1,1,GUIDED,4
1538765770201616072,1416,1538765770201090632,,1,1,1,GUIDED,4
1538765771209205544,1417,1538765771208802376,,1,1,1,GUIDED,4
1538765772187881992,1418,1538765772184590728,,1,1,1,GUIDED,4
1538765773197235496,1419,1538765773197047880,,1,1,1,GUIDED,4
1538765774201781864,1420,1538765774201502440,,1,1,1,GUIDED,4
1538765775194192136,1421,1538765775193807880,,1,1,1,GUIDED,4
1538765776203098888,1422,1538765776202429992,,1,1,1,GUIDED,4
1538765777211691656,1423,1538765777211241160,,1,1,1,GUIDED,4
1538765778189980488,1424,1538765778189475720,,1,1,1,GUIDED,4
1538765779189797768,1425,1538765779189439816,,1,1,1,GUIDED,4
1538765780227173480,1426,1538765780226672840,,1,1,1,GUIDED,4
1538765781182442184,1427,1538765781182135208,,1,1,1,GUIDED,4
1538765782208043656,1428,1538765782207009480,,1,1,1,GUIDED,4
1538765783200404360,1429,1538765783200107848,,1,1,1,GUIDED,4
1538765784179333416,1430,1538765784178941768,,1,1,1,GUIDED,4
1538765785192876776,1431,1538765785192695528,,1,1,1,GUIDED,4
1538765786187644776,1432,1538765786186850056,,1,1,1,GUIDED,4
