%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1538765738502578024,4529,1538765738501308488,,1500,1496,1460,1529,1558,1558,1500,1101
1538765738887190056,4530,1538765738886583528,,1500,1505,1404,1507,1515,1515,1500,1101
1538765739120724296,4531,1538765739119335656,,1500,1512,1348,1497,1494,1494,1500,1101
1538765739526724936,4532,1538765739525737704,,1500,1508,1284,1488,1476,1476,1500,1101
1538765739781270056,4533,1538765739780069448,,1500,1508,1252,1485,1469,1469,1500,1101
1538765740109105800,4534,1538765740108828328,,1500,1512,1212,1477,1454,1454,1500,1101
1538765740503644200,4535,1538765740503103848,,1500,1512,1172,1474,1448,1448,1500,1101
1538765740903745256,4536,1538765740903499400,,1500,1513,1156,1478,1455,1455,1500,1101
1538765741243114024,4537,1538765741242773352,,1500,1515,1140,1481,1461,1461,1500,1101
1538765741503766600,4538,1538765741503133832,,1500,1515,1132,1486,1471,1471,1500,1101
1538765741877139944,4539,1538765741876724424,,1500,1516,1132,1485,1470,1470,1500,1101
1538765742244888872,4540,1538765742243684808,,1500,1516,1132,1495,1489,1489,1500,1101
1538765742649615688,4541,1538765742649074472,,1500,1515,1140,1506,1513,1513,1500,1101
1538765742967517736,4542,1538765742967085704,,1500,1516,1140,1508,1516,1516,1500,1101
1538765743290865064,4543,1538765743290554248,,1500,1514,1148,1512,1524,1524,1500,1101
1538765743601239368,4544,1538765743601073128,,1500,1513,1164,1533,1567,1567,1500,1101
1538765743906257768,4545,1538765743905983080,,1500,1509,1164,1520,1541,1541,1500,1101
1538765744213221288,4546,1538765744212920552,,1500,1483,1212,1510,1520,1520,1500,1101
1538765744538196776,4547,1538765744537999880,,1500,1466,1324,1511,1522,1522,1500,1101
1538765744854753960,4548,1538765744850316648,,1500,1456,1412,1508,1517,1517,1500,1101
1538765745232860648,4549,1538765745231416328,,1500,1451,1500,1506,1512,1512,1500,1101
1538765745518122792,4550,1538765745517628040,,1500,1454,1540,1508,1517,1517,1500,1101
1538765745847183432,4551,1538765745846747112,,1500,1465,1556,1510,1520,1520,1500,1101
1538765746202498920,4552,1538765746202190376,,1500,1474,1580,1506,1512,1512,1500,1101
1538765746454985768,4553,1538765746453225832,,1500,1479,1580,1506,1512,1512,1500,1101
1538765746745777160,4554,1538765746745341384,,1500,1478,1580,1503,1507,1507,1500,1101
1538765747049887368,4555,1538765747049025160,,1500,1471,1596,1497,1494,1494,1500,1101
1538765747359562312,4556,1538765747359304232,,1500,1468,1612,1492,1483,1483,1500,1101
1538765747743737640,4557,1538765747743432520,,1500,1465,1604,1495,1489,1489,1500,1101
1538765748042565960,4558,1538765748041318568,,1500,1463,1604,1495,1490,1490,1500,1101
1538765748476372136,4559,1538765748476043592,,1500,1460,1620,1489,1478,1478,1500,1101
1538765748753820808,4560,1538765748753545704,,1500,1458,1588,1493,1486,1486,1500,1101
1538765749104706824,4561,1538765749104401352,,1500,1460,1596,1490,1479,1479,1500,1101
1538765749440610184,4562,1538765749440390632,,1500,1468,1580,1492,1484,1484,1500,1101
1538765749843722184,4563,1538765749843408296,,1500,1472,1548,1499,1497,1497,1500,1101
1538765750281133640,4564,1538765750279141992,,1500,1474,1540,1501,1502,1502,1500,1101
1538765750562279944,4565,1538765750562018984,,1500,1486,1516,1505,1511,1511,1500,1101
1538765750892183464,4566,1538765750891892072,,1500,1479,1516,1501,1503,1503,1500,1101
1538765751248001928,4567,1538765751246963976,,1500,1469,1508,1500,1500,1500,1500,1101
1538765751589110376,4568,1538765751588770152,,1500,1462,1516,1500,1500,1500,1500,1101
1538765751889248904,4569,1538765751888771432,,1500,1456,1532,1497,1494,1494,1500,1101
1538765752224992264,4570,1538765752224145320,,1500,1468,1532,1504,1508,1508,1500,1101
1538765752610505928,4571,1538765752610026248,,1500,1472,1532,1496,1492,1492,1500,1101
1538765752944872232,4572,1538765752940026120,,1500,1479,1524,1485,1469,1469,1500,1101
1538765753244676040,4573,1538765753244050856,,1500,1485,1516,1479,1458,1458,1500,1101
1538765753632123656,4574,1538765753629598984,,1500,1487,1500,1468,1435,1435,1500,1101
1538765753890317000,4575,1538765753890135240,,1500,1499,1492,1469,1437,1437,1500,1101
1538765754244421832,4576,1538765754242935560,,1500,1513,1452,1460,1420,1420,1500,1101
1538765754631363304,4577,1538765754630956424,,1500,1517,1420,1470,1439,1439,1500,1101
1538765754862069704,4578,1538765754861671784,,1500,1518,1412,1478,1456,1456,1500,1101
1538765755210926120,4579,1538765755210414664,,1500,1518,1396,1489,1477,1477,1500,1101
1538765755559828264,4580,1538765755555749576,,1500,1521,1388,1493,1486,1486,1500,1101
1538765755838500616,4581,1538765755838250440,,1500,1523,1372,1493,1485,1485,1500,1101
1538765756103432712,4582,1538765756103153288,,1500,1521,1372,1491,1482,1482,1500,1101
1538765756483034344,4583,1538765756482810536,,1500,1521,1372,1490,1480,1480,1500,1101
1538765756803556840,4584,1538765756803261864,,1500,1517,1372,1494,1487,1487,1500,1101
1538765757082789928,4585,1538765757082404488,,1500,1510,1372,1482,1464,1464,1500,1101
1538765757473965800,4586,1538765757470477992,,1500,1503,1396,1480,1459,1459,1500,1101
1538765757790666920,4587,1538765757790438216,,1500,1500,1412,1480,1460,1460,1500,1101
1538765758236350440,4588,1538765758235881096,,1500,1501,1428,1455,1409,1409,1500,1101
1538765758523721448,4589,1538765758523550504,,1500,1498,1436,1593,1687,1687,1500,1101
1538765758893826536,4590,1538765758893469160,,1500,1497,1452,1571,1643,1643,1500,1101
1538765759235564872,4591,1538765759235322056,,1500,1494,1468,1535,1570,1570,1500,1101
1538765759600729864,4592,1538765759600561832,,1500,1482,1492,1518,1536,1536,1500,1101
1538765759937377992,4593,1538765759935060136,,1500,1470,1516,1512,1525,1525,1500,1101
1538765760343970024,4594,1538765760343723848,,1500,1463,1548,1505,1511,1511,1500,1101
1538765760660644840,4595,1538765760659506632,,1500,1462,1564,1504,1510,1510,1500,1101
1538765760961651752,4596,1538765760960916328,,1500,1458,1588,1501,1503,1503,1500,1101
1538765761303287432,4597,1538765761302513448,,1500,1457,1612,1498,1496,1496,1500,1101
1538765761783305192,4598,1538765761781973832,,1500,1457,1620,1496,1492,1492,1500,1101
1538765762081643816,4599,1538765762081367656,,1500,1458,1620,1497,1493,1493,1500,1101
1538765762467142280,4600,1538765762463233736,,1500,1460,1628,1497,1493,1493,1500,1101
1538765762845457640,4601,1538765762844773896,,1500,1463,1628,1496,1491,1491,1500,1101
1538765763268485128,4602,1538765763263953928,,1500,1465,1620,1496,1491,1491,1500,1101
1538765763533289416,4603,1538765763532092904,,1500,1468,1604,1497,1494,1494,1500,1101
1538765763937340552,4604,1538765763937042728,,1500,1471,1580,1500,1499,1499,1500,1101
1538765764295354728,4605,1538765764294964328,,1500,1470,1572,1500,1499,1499,1500,1101
1538765764720901928,4606,1538765764714626568,,1500,1467,1564,1497,1494,1494,1500,1101
1538765765104484744,4607,1538765765103917096,,1500,1465,1556,1496,1491,1491,1500,1101
1538765765479701128,4608,1538765765479408712,,1500,1459,1548,1496,1492,1492,1500,1101
1538765765813809128,4609,1538765765813412232,,1500,1460,1540,1497,1494,1494,1500,1101
1538765766096185864,4610,1538765766096016808,,1500,1454,1532,1496,1492,1492,1500,1101
1538765766450336456,4611,1538765766450086760,,1500,1442,1548,1490,1480,1480,1500,1101
1538765766815011880,4612,1538765766813769256,,1500,1437,1572,1488,1475,1475,1500,1101
1538765767157342216,4613,1538765767157144968,,1500,1436,1572,1489,1477,1477,1500,1101
1538765767489658120,4614,1538765767487092072,,1500,1434,1572,1479,1458,1458,1500,1101
1538765767739670856,4615,1538765767738543720,,1500,1440,1564,1466,1432,1432,1500,1101
1538765768095438632,4616,1538765768095300072,,1500,1461,1548,1455,1409,1409,1500,1101
1538765768434850952,4617,1538765768433745960,,1500,1481,1508,1450,1400,1400,1500,1101
1538765768756953128,4618,1538765768756445544,,1500,1494,1484,1458,1415,1415,1500,1101
1538765769096385416,4619,1538765769095944168,,1500,1506,1460,1391,1282,1282,1500,1101
1538765769433733736,4620,1538765769430966920,,1500,1510,1444,1435,1369,1369,1500,1101
1538765769818494760,4621,1538765769818212904,,1500,1499,1444,1464,1427,1427,1500,1101
1538765770091685736,4622,1538765770091342728,,1500,1483,1452,1477,1453,1453,1500,1101
1538765770404459624,4623,1538765770404108168,,1500,1463,1484,1488,1475,1475,1500,1101
1538765770771805672,4624,1538765770771337032,,1500,1446,1500,1493,1486,1486,1500,1101
1538765771070869832,4625,1538765771070644104,,1500,1438,1524,1496,1491,1491,1500,1101
1538765771333885896,4626,1538765771333533288,,1500,1436,1532,1494,1488,1488,1500,1101
1538765771698188584,4627,1538765771697955272,,1500,1425,1564,1501,1503,1503,1500,1101
