%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1538765738259035688,13304,1538765738255227656,NED,0.070000000298,-346.506225586,-43.1672363281,1
1538765738272117576,13305,1538765738270857352,NED,0.070000000298,-346.506225586,-43.1672363281,1
1538765738342035624,13306,1538765738340953096,NED,0.179999992251,-345.677947998,-41.4283065796,3
1538765738377275624,13307,1538765738371789288,NED,0.179999992251,-345.677947998,-41.4283065796,3
1538765738445476520,13308,1538765738444366120,NED,0.280000001192,-345.677947998,-381.803833008,4
1538765738490051624,13309,1538765738489256232,NED,0.370000004768,-251.090423584,-380.054046631,6
1538765738530605576,13310,1538765738524171816,NED,0.370000004768,-251.090423584,-380.054046631,6
1538765738573693928,13311,1538765738572493736,NED,0.370000004768,-251.090423584,-380.054046631,6
1538765738674599496,13312,1538765738673101672,NED,0.449999988079,-251.090423584,-378.295776367,8
1538765738757301000,13313,1538765738752206184,NED,0.519999980927,-247.408477783,-376.545959473,10
1538765738780307208,13314,1538765738778199336,NED,0.519999980927,-247.408477783,-376.545959473,10
1538765738811092584,13315,1538765738808044008,NED,0.589999973774,-247.408477783,-374.787719727,12
1538765738866908648,13316,1538765738862769416,NED,0.589999973774,-247.408477783,-374.787719727,12
1538765738908408904,13317,1538765738906262088,NED,0.669999957085,-249.377624512,-373.046356201,13
1538765738958794760,13318,1538765738956360520,NED,0.669999957085,-249.377624512,-373.046356201,13
1538765739007562120,13319,1538765739005709320,NED,0.75,-249.377624512,-371.288116455,15
1538765739052099944,13320,1538765739045655976,NED,0.75,-249.377624512,-371.288116455,15
1538765739101202024,13321,1538765739100042600,NED,0.839999973774,-345.66973877,-369.563598633,17
1538765739156016360,13322,1538765739154748616,NED,0.839999973774,-345.66973877,-369.563598633,17
1538765739279613064,13323,1538765739276817096,NED,0.959999978542,-345.66973877,-367.822235107,19
1538765739316015272,13324,1538765739314815016,NED,1.12000000477,-340.689086914,-366.114715576,20
1538765739352999624,13325,1538765739342680520,NED,1.12000000477,-340.689086914,-366.114715576,20
1538765739420693448,13326,1538765739418746568,NED,1.29999995232,-340.689086914,-364.398742676,22
1538765739457720776,13327,1538765739455905960,NED,1.29999995232,-340.689086914,-364.398742676,22
1538765739499005352,13328,1538765739497790120,NED,1.51999998093,-333.322906494,-362.70791626,24
1538765739555200232,13329,1538765739552195272,NED,1.51999998093,-333.322906494,-362.70791626,24
1538765739583889800,13330,1538765739581183688,NED,1.76999998093,-333.322906494,-361.017242432,26
1538765739640972232,13331,1538765739640065800,NED,1.76999998093,-333.322906494,-361.017242432,26
1538765739682652200,13332,1538765739680425448,NED,1.76999998093,-333.322906494,-361.017242432,26
1538765739728522280,13333,1538765739722038504,NED,2.03999996185,-295.94152832,-359.360412598,28
1538765739780446760,13334,1538765739777424744,NED,2.03999996185,-295.94152832,-359.360412598,28
1538765739798986344,13335,1538765739798253544,NED,2.33999991417,-295.94152832,-357.686706543,29
1538765739867358440,13336,1538765739866687784,NED,2.33999991417,-295.94152832,-357.686706543,29
