%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1536701658951373467,4654,1536701658950824396,base_link,-81000.0,-112000.0,-515000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659044996311,4655,1536701659044598593,base_link,-35000.0,-140000.0,-521000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659168489517,4656,1536701659168006423,base_link,-7000.0,-188000.0,-504000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659271929384,4657,1536701659271446705,base_link,6000.0,-237000.0,-476000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659349691800,4658,1536701659345566913,base_link,14000.0,-277000.0,-445000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659455702046,4659,1536701659455227659,base_link,14000.0,-304000.0,-421000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659564443949,4660,1536701659563990529,base_link,6000.0,-326000.0,-398000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659653707865,4661,1536701659653141475,base_link,7000.0,-350000.0,-369000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659758474088,4662,1536701659752476333,base_link,7000.0,-366000.0,-351000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659855647138,4663,1536701659854650633,base_link,11000.0,-374000.0,-338000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701659944701439,4664,1536701659943458249,base_link,17000.0,-380000.0,-326000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660057294077,4665,1536701660056357915,base_link,30000.0,-386000.0,-321000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660156105378,4666,1536701660155620907,base_link,47000.0,-391000.0,-317000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660259535416,4667,1536701660258276284,base_link,70000.0,-387000.0,-312000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660357154010,4668,1536701660356744992,base_link,95000.0,-382000.0,-316000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660451240069,4669,1536701660450177908,base_link,119000.0,-381000.0,-305000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660572634466,4670,1536701660571859421,base_link,135000.0,-374000.0,-307000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660666041868,4671,1536701660665484730,base_link,150000.0,-368000.0,-304000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660742028638,4672,1536701660741592409,base_link,161000.0,-365000.0,-300000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660849328107,4673,1536701660848505780,base_link,165000.0,-365000.0,-298000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701660956140928,4674,1536701660955722978,base_link,167000.0,-364000.0,-296000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661064922174,4675,1536701661064533003,base_link,167000.0,-360000.0,-299000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661216246187,4676,1536701661212491136,base_link,169000.0,-361000.0,-293000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661272683552,4677,1536701661272079964,base_link,169000.0,-361000.0,-293000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661357004255,4678,1536701661356514502,base_link,168000.0,-356000.0,-296000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661455624348,4679,1536701661453166235,base_link,171000.0,-350000.0,-308000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661540646853,4680,1536701661539659568,base_link,172000.0,-345000.0,-311000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661685439854,4681,1536701661684974590,base_link,175000.0,-340000.0,-314000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661754518796,4682,1536701661753878907,base_link,176000.0,-336000.0,-314000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661858607548,4683,1536701661858117923,base_link,178000.0,-323000.0,-329000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701661967550326,4684,1536701661967135770,base_link,180000.0,-319000.0,-336000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536701662072745736,4685,1536701662071912493,base_link,176000.0,-318000.0,-333000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
