%time,field.header.seq,field.header.stamp,field.header.frame_id,field.voltage,field.current,field.charge,field.capacity,field.design_capacity,field.percentage,field.power_supply_status,field.power_supply_health,field.power_supply_technology,field.present,field.location,field.serial_number
1536701658938497977,9912,1536701658938064437,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701658971730186,9913,1536701658971482732,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659012671709,9914,1536701659012110569,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659052401030,9915,1536701659051844916,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659130255257,9916,1536701659129976560,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659173263034,9917,1536701659172970475,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659234949998,9918,1536701659234628405,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659280135397,9919,1536701659279909712,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659319168615,9920,1536701659317901096,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659351300120,9921,1536701659350857201,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659402106140,9922,1536701659401737585,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659438685726,9923,1536701659438469325,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659487157424,9924,1536701659486995154,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659513346875,9925,1536701659513051627,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659593312300,9926,1536701659592970379,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659644177767,9927,1536701659643190353,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659676070461,9928,1536701659673823276,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659719835068,9929,1536701659719581884,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659806543650,9930,1536701659805939037,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659846724822,9931,1536701659846473046,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659891744334,9932,1536701659891470055,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659935290074,9933,1536701659934209825,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701659992173334,9934,1536701659991588569,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660028200904,9935,1536701660027379122,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660065335741,9936,1536701660065183747,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660128682372,9937,1536701660128304918,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660174343664,9938,1536701660173844659,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660205555013,9939,1536701660205172820,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660294144082,9940,1536701660293922206,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660304661337,9941,1536701660304306643,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660384527045,9942,1536701660384024935,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660396101436,9943,1536701660395788390,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1536701660455196093,9944,1536701660452203057,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
