%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1536701659189981257,1230,1536701659189362207,,1536701658523000000,fcu
1536701659567508179,1231,1536701659567383556,,1536701658900000000,fcu
1536701659954064306,1232,1536701659953183397,,1536701659299000000,fcu
1536701660449080469,1233,1536701660448735667,,1536701659777000000,fcu
1536701660868785222,1234,1536701660868531974,,1536701660201000000,fcu
1536701661362925181,1235,1536701661362071995,,1536701660679000000,fcu
1536701661865233989,1236,1536701661864963262,,1536701661201000000,fcu
1536701662379560299,1237,1536701662379407185,,1536701661720000000,fcu
1536701662795993158,1238,1536701662795801662,,1536701662120000000,fcu
1536701663362673305,1239,1536701663362435871,,1536701662678000000,fcu
1536701663763947859,1240,1536701663762453983,,1536701663059000000,fcu
1536701664235103195,1241,1536701664234719723,,1536701663560000000,fcu
1536701664567361711,1242,1536701664567189742,,1536701663898000000,fcu
1536701665174785930,1243,1536701665174558420,,1536701664520000000,fcu
1536701665587098833,1244,1536701665586703579,,1536701664878000000,fcu
1536701666052087006,1245,1536701666051881584,,1536701665377000000,fcu
1536701666682258575,1246,1536701666675913649,,1536701666001000000,fcu
1536701667187128766,1247,1536701667186818985,,1536701666520000000,fcu
1536701667683738364,1248,1536701667683410528,,1536701667002000000,fcu
1536701668183925153,1249,1536701668183513862,,1536701667499000000,fcu
1536701668683162207,1250,1536701668680580079,,1536701668001000000,fcu
1536701669163370245,1251,1536701669162908151,,1536701668499000000,fcu
1536701669612342316,1252,1536701669611953914,,1536701668917000000,fcu
1536701670068801345,1253,1536701670068270649,,1536701669402000000,fcu
1536701670605645511,1254,1536701670597316314,,1536701669939000000,fcu
1536701671025738730,1255,1536701671025519895,,1536701670358000000,fcu
1536701671278657465,1256,1536701671278443272,,1536701670620000000,fcu
1536701671729298743,1257,1536701671729104973,,1536701671059000000,fcu
1536701672068428976,1258,1536701672068075626,,1536701671398000000,fcu
1536701672472681968,1259,1536701672472275926,,1536701671798000000,fcu
1536701672819117138,1260,1536701672818050207,,1536701672158000000,fcu
1536701673331070519,1261,1536701673330825658,,1536701672621000000,fcu
1536701673708636848,1262,1536701673708180739,,1536701673018000000,fcu
1536701674124790914,1263,1536701674122550291,,1536701673459000000,fcu
1536701674517005372,1264,1536701674516470898,,1536701673839000000,fcu
1536701675094076935,1265,1536701675093257969,,1536701674426000000,fcu
1536701675623083961,1266,1536701675622743545,,1536701674937000000,fcu
1536701676055195900,1267,1536701676055045411,,1536701675379000000,fcu
1536701676536384020,1268,1536701676536035216,,1536701675857000000,fcu
1536701677054739821,1269,1536701677054265658,,1536701676357000000,fcu
1536701677624293918,1270,1536701677624032635,,1536701676937000000,fcu
1536701678028920491,1271,1536701678028474210,,1536701677337000000,fcu
1536701678340427515,1272,1536701678339672189,,1536701677659000000,fcu
1536701678780819735,1273,1536701678780536972,,1536701678078000000,fcu
1536701679259089120,1274,1536701679258052120,,1536701678577000000,fcu
1536701679735449399,1275,1536701679735191862,,1536701679037000000,fcu
1536701680108803576,1276,1536701680108380472,,1536701679381000000,fcu
1536701680475111538,1277,1536701680473686199,,1536701679781000000,fcu
1536701680923535018,1278,1536701680923341601,,1536701680236000000,fcu
1536701681262158915,1279,1536701681261759116,,1536701680558000000,fcu
1536701681696294979,1280,1536701681695843800,,1536701681022000000,fcu
1536701682287057412,1281,1536701682286649866,,1536701681580000000,fcu
1536701682588072726,1282,1536701682587681026,,1536701681922000000,fcu
1536701683026637312,1283,1536701683026441686,,1536701682318000000,fcu
1536701683540504600,1284,1536701683540034342,,1536701682858000000,fcu
1536701684020229159,1285,1536701684019934295,,1536701683317000000,fcu
1536701684312893989,1286,1536701684307808643,,1536701683637000000,fcu
1536701684845312609,1287,1536701684844816454,,1536701684177000000,fcu
1536701685302663911,1288,1536701685299875498,,1536701684601000000,fcu
1536701685858125834,1289,1536701685857972368,,1536701685178000000,fcu
1536701686330181254,1290,1536701686329770795,,1536701685641000000,fcu
1536701686783453190,1291,1536701686782901750,,1536701686121000000,fcu
1536701687173740328,1292,1536701687173486472,,1536701686478000000,fcu
1536701687544254423,1293,1536701687544041415,,1536701686878000000,fcu
1536701688052668066,1294,1536701688051941680,,1536701687378000000,fcu
1536701688611792909,1295,1536701688611504384,,1536701687937000000,fcu
1536701689164728468,1296,1536701689164555443,,1536701688499000000,fcu
1536701689690397754,1297,1536701689690163841,,1536701689002000000,fcu
1536701690109791445,1298,1536701690109039993,,1536701689425000000,fcu
1536701690504897427,1299,1536701690504033325,,1536701689824000000,fcu
1536701690990727430,1300,1536701690990355194,,1536701690320000000,fcu
1536701691487165058,1301,1536701691486809372,,1536701690802000000,fcu
1536701691966371918,1302,1536701691964734403,,1536701691299000000,fcu
1536701692347500393,1303,1536701692346939989,,1536701691678000000,fcu
1536701692875124786,1304,1536701692874717368,,1536701692199000000,fcu
1536701693304466909,1305,1536701693304152358,,1536701692639000000,fcu
1536701693912292592,1306,1536701693912023082,,1536701693219000000,fcu
1536701694458462874,1307,1536701694458131421,,1536701693778000000,fcu
1536701695101200121,1308,1536701695096331945,,1536701694402000000,fcu
1536701695486497788,1309,1536701695484140929,,1536701694802000000,fcu
1536701695986496026,1310,1536701695985859050,,1536701695279000000,fcu
1536701696352132086,1311,1536701696349074354,,1536701695656000000,fcu
1536701696758780960,1312,1536701696758371173,,1536701696058000000,fcu
1536701697078641381,1313,1536701697078466595,,1536701696380000000,fcu
1536701697558499334,1314,1536701697558218012,,1536701696877000000,fcu
1536701698055356993,1315,1536701698055089788,,1536701697339000000,fcu
1536701698511553267,1316,1536701698510388763,,1536701697839000000,fcu
1536701698994954288,1317,1536701698994686090,,1536701698302000000,fcu
1536701699613869410,1318,1536701699612765953,,1536701698924000000,fcu
1536701699975458244,1319,1536701699975061486,,1536701699278000000,fcu
1536701700561007219,1320,1536701700560093722,,1536701699857000000,fcu
1536701700967204978,1321,1536701700966924424,,1536701700279000000,fcu
1536701701509852169,1322,1536701701509237760,,1536701700821000000,fcu
1536701701868946108,1323,1536701701868741070,,1536701701179000000,fcu
1536701702503970679,1324,1536701702503716919,,1536701701799000000,fcu
1536701702962599072,1325,1536701702962222098,,1536701702259000000,fcu
1536701703367006843,1326,1536701703366514593,,1536701702679000000,fcu
1536701703966546642,1327,1536701703963738316,,1536701703278000000,fcu
1536701704524012554,1328,1536701704523722812,,1536701703837000000,fcu
1536701704940731986,1329,1536701704940503387,,1536701704257000000,fcu
1536701705421176433,1330,1536701705421019670,,1536701704739000000,fcu
1536701705780103845,1331,1536701705779830269,,1536701705079000000,fcu
1536701706362761839,1332,1536701706362568998,,1536701705678000000,fcu
1536701706799651647,1333,1536701706799514475,,1536701706079000000,fcu
1536701707181541530,1334,1536701707173680223,,1536701706478000000,fcu
1536701707583802602,1335,1536701707583182207,,1536701706899000000,fcu
1536701708042201340,1336,1536701708041770745,,1536701707357000000,fcu
1536701708496982583,1337,1536701708496686311,,1536701707823000000,fcu
1536701708956970498,1338,1536701708952255339,,1536701708260000000,fcu
1536701709332229426,1339,1536701709332010688,,1536701708660000000,fcu
1536701709678403250,1340,1536701709673122342,,1536701708959000000,fcu
1536701710190860373,1341,1536701710190640674,,1536701709499000000,fcu
1536701710587604735,1342,1536701710579921575,,1536701709878000000,fcu
1536701711074961715,1343,1536701711074656448,,1536701710378000000,fcu
1536701711587779839,1344,1536701711586843037,,1536701710899000000,fcu
1536701711852601825,1345,1536701711852325176,,1536701711157000000,fcu
1536701712249137468,1346,1536701712248759309,,1536701711557000000,fcu
1536701712966759051,1347,1536701712966361941,,1536701712258000000,fcu
1536701713458235060,1348,1536701713457958028,,1536701712757000000,fcu
1536701713958712648,1349,1536701713953008892,,1536701713236000000,fcu
1536701714286869229,1350,1536701714286701677,,1536701713580000000,fcu
1536701715030268332,1351,1536701715029568611,,1536701714317000000,fcu
1536701715510357252,1352,1536701715510127406,,1536701714802000000,fcu
1536701715998662175,1353,1536701715993745596,,1536701715321000000,fcu
1536701716317957006,1354,1536701716317746687,,1536701715637000000,fcu
1536701716697378501,1355,1536701716697029409,,1536701716022000000,fcu
1536701717148599070,1356,1536701717146358255,,1536701716437000000,fcu
1536701717358640349,1357,1536701717357199389,,1536701716661000000,fcu
1536701717940278310,1358,1536701717939542480,,1536701717258000000,fcu
1536701718500933235,1359,1536701718500335025,,1536701717822000000,fcu
1536701718890966932,1360,1536701718890769930,,1536701718202000000,fcu
1536701719416205815,1361,1536701719415985668,,1536701718738000000,fcu
1536701719954996348,1362,1536701719954535342,,1536701719278000000,fcu
1536701720387732874,1363,1536701720386557326,,1536701719698000000,fcu
1536701720875082491,1364,1536701720874829212,,1536701720177000000,fcu
1536701721311824340,1365,1536701721311606753,,1536701720624000000,fcu
1536701721736406872,1366,1536701721736144725,,1536701721037000000,fcu
1536701722136682713,1367,1536701722136456643,,1536701721457000000,fcu
1536701722529368677,1368,1536701722528916378,,1536701721837000000,fcu
1536701723138369876,1369,1536701723138096173,,1536701722427000000,fcu
1536701723519277308,1370,1536701723518881959,,1536701722838000000,fcu
1536701724120480808,1371,1536701724120209697,,1536701723423000000,fcu
1536701724507353791,1372,1536701724506765376,,1536701723822000000,fcu
1536701724985628842,1373,1536701724985151733,,1536701724300000000,fcu
1536701725359423057,1374,1536701725358932856,,1536701724658000000,fcu
1536701725819695431,1375,1536701725819397783,,1536701725139000000,fcu
1536701726359176689,1376,1536701726358715939,,1536701725679000000,fcu
1536701726951831454,1377,1536701726951580415,,1536701726258000000,fcu
1536701727437897802,1378,1536701727436494103,,1536701726757000000,fcu
1536701728028409421,1379,1536701728028053670,,1536701727339000000,fcu
1536701728403846433,1380,1536701728403344483,,1536701727720000000,fcu
1536701728898351715,1381,1536701728897967249,,1536701728202000000,fcu
1536701729331724257,1382,1536701729331100278,,1536701728628000000,fcu
1536701729782425462,1383,1536701729778009873,,1536701729079000000,fcu
1536701730337718905,1384,1536701730337067587,,1536701729625000000,fcu
1536701730788652997,1385,1536701730788290044,,1536701730078000000,fcu
1536701731234433270,1386,1536701731233899212,,1536701730517000000,fcu
1536701731641396087,1387,1536701731641142359,,1536701730918000000,fcu
1536701731970257574,1388,1536701731969987840,,1536701731281000000,fcu
1536701732459989372,1389,1536701732458960087,,1536701731757000000,fcu
1536701732959124339,1390,1536701732957983364,,1536701732239000000,fcu
1536701733302940280,1391,1536701733302481514,,1536701732578000000,fcu
1536701733865006298,1392,1536701733864591837,,1536701733140000000,fcu
1536701734370733326,1393,1536701734370365731,,1536701733638000000,fcu
1536701734806860221,1394,1536701734806652847,,1536701734099000000,fcu
1536701735236549548,1395,1536701735236286505,,1536701734556000000,fcu
1536701735760620501,1396,1536701735760252298,,1536701735059000000,fcu
1536701736149191822,1397,1536701736149025839,,1536701735461000000,fcu
1536701736619109506,1398,1536701736618739414,,1536701735937000000,fcu
1536701737143739198,1399,1536701737141482922,,1536701736458000000,fcu
1536701737530823717,1400,1536701737530562050,,1536701736839000000,fcu
1536701738222545079,1401,1536701738222260812,,1536701737538000000,fcu
1536701738596265763,1402,1536701738596028969,,1536701737900000000,fcu
1536701738989881678,1403,1536701738989331710,,1536701738278000000,fcu
1536701739302005959,1404,1536701739301779186,,1536701738601000000,fcu
1536701739743213143,1405,1536701739743040854,,1536701739057000000,fcu
1536701740234879944,1406,1536701740234620038,,1536701739517000000,fcu
1536701740667006160,1407,1536701740666323598,,1536701739940000000,fcu
1536701741114946801,1408,1536701741114771119,,1536701740422000000,fcu
1536701741508838373,1409,1536701741508534866,,1536701740823000000,fcu
1536701741950980119,1410,1536701741950793776,,1536701741258000000,fcu
1536701742552169885,1411,1536701742551969938,,1536701741857000000,fcu
1536701743078854018,1412,1536701743078611686,,1536701742377000000,fcu
1536701743613831398,1413,1536701743611766905,,1536701742877000000,fcu
1536701744046026439,1414,1536701744045711920,,1536701743358000000,fcu
1536701744458909477,1415,1536701744458657542,,1536701743778000000,fcu
1536701745034572539,1416,1536701745034320444,,1536701744338000000,fcu
1536701745544957584,1417,1536701745544422245,,1536701744839000000,fcu
1536701746078123270,1418,1536701746077719534,,1536701745378000000,fcu
1536701746437281393,1419,1536701746436895007,,1536701745738000000,fcu
1536701746968756553,1420,1536701746968600654,,1536701746261000000,fcu
1536701747360318188,1421,1536701747360156495,,1536701746658000000,fcu
1536701747806323570,1422,1536701747806136363,,1536701747121000000,fcu
1536701748252317299,1423,1536701748252010239,,1536701747557000000,fcu
1536701748771862286,1424,1536701748771552313,,1536701748080000000,fcu
1536701749210632453,1425,1536701749210089560,,1536701748521000000,fcu
1536701749695789593,1426,1536701749695409962,,1536701749002000000,fcu
1536701750147853649,1427,1536701750147539546,,1536701749438000000,fcu
1536701750545321933,1428,1536701750543496283,,1536701749837000000,fcu
1536701750992439639,1429,1536701750992026267,,1536701750299000000,fcu
1536701751312185489,1430,1536701751311910569,,1536701750624000000,fcu
1536701751897400769,1431,1536701751896961307,,1536701751198000000,fcu
1536701752279208158,1432,1536701752278784573,,1536701751576000000,fcu
1536701752789685172,1433,1536701752788710372,,1536701752098000000,fcu
1536701753155799749,1434,1536701753155498259,,1536701752458000000,fcu
1536701753486382879,1435,1536701753485668561,,1536701752777000000,fcu
1536701754021605440,1436,1536701754021369190,,1536701753321000000,fcu
1536701754450244257,1437,1536701754449980413,,1536701753738000000,fcu
1536701754964219234,1438,1536701754963943770,,1536701754279000000,fcu
1536701755498434694,1439,1536701755498121743,,1536701754798000000,fcu
1536701755866002716,1440,1536701755864753699,,1536701755160000000,fcu
1536701756411782066,1441,1536701756411562015,,1536701755700000000,fcu
1536701756968064074,1442,1536701756967859165,,1536701756258000000,fcu
1536701757481999933,1443,1536701757481264455,,1536701756778000000,fcu
1536701757917917181,1444,1536701757910695348,,1536701757223000000,fcu
1536701758352589191,1445,1536701758352183822,,1536701757657000000,fcu
1536701758881978154,1446,1536701758875747575,,1536701758156000000,fcu
1536701759365249846,1447,1536701759364904084,,1536701758657000000,fcu
1536701759874679969,1448,1536701759874393205,,1536701759157000000,fcu
1536701760331892211,1449,1536701760331651832,,1536701759623000000,fcu
1536701760708530093,1450,1536701760708200817,,1536701760021000000,fcu
1536701761325846403,1451,1536701761319192080,,1536701760624000000,fcu
1536701761815444102,1452,1536701761815189510,,1536701761123000000,fcu
1536701762390904047,1453,1536701762390675481,,1536701761678000000,fcu
1536701762816651532,1454,1536701762815065813,,1536701762123000000,fcu
1536701763235222256,1455,1536701763234924768,,1536701762521000000,fcu
1536701763809311283,1456,1536701763808614028,,1536701763120000000,fcu
1536701764190675432,1457,1536701764190025170,,1536701763477000000,fcu
1536701764679166344,1458,1536701764676536294,,1536701763976000000,fcu
1536701765239412059,1459,1536701765239137459,,1536701764539000000,fcu
1536701765718051568,1460,1536701765717818007,,1536701765023000000,fcu
1536701766120198772,1461,1536701766119431570,,1536701765401000000,fcu
1536701766618168307,1462,1536701766617909809,,1536701765920000000,fcu
1536701767042244792,1463,1536701767041183111,,1536701766320000000,fcu
1536701767616921177,1464,1536701767616401109,,1536701766920000000,fcu
1536701768066872242,1465,1536701768066341034,,1536701767360000000,fcu
1536701768523147010,1466,1536701768522807425,,1536701767825000000,fcu
1536701768869858860,1467,1536701768869221564,,1536701768157000000,fcu
1536701769320480259,1468,1536701769320191254,,1536701768623000000,fcu
1536701769700980945,1469,1536701769700736789,,1536701768980000000,fcu
1536701770210780552,1470,1536701770210388436,,1536701769499000000,fcu
1536701770723338866,1471,1536701770723189881,,1536701770024000000,fcu
1536701771135324605,1472,1536701771135122512,,1536701770424000000,fcu
1536701771623445937,1473,1536701771623037879,,1536701770899000000,fcu
1536701772171765864,1474,1536701772171016877,,1536701771457000000,fcu
1536701772600322347,1475,1536701772599159571,,1536701771899000000,fcu
1536701773028325724,1476,1536701773028064761,,1536701772301000000,fcu
1536701773517198157,1477,1536701773516890168,,1536701772821000000,fcu
1536701774043879537,1478,1536701774043676100,,1536701773300000000,fcu
1536701774502391630,1479,1536701774501223508,,1536701773778000000,fcu
