%time,field.header.seq,field.header.stamp,field.header.frame_id,field.orientation.x,field.orientation.y,field.orientation.z,field.orientation.w,field.orientation_covariance0,field.orientation_covariance1,field.orientation_covariance2,field.orientation_covariance3,field.orientation_covariance4,field.orientation_covariance5,field.orientation_covariance6,field.orientation_covariance7,field.orientation_covariance8,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.angular_velocity_covariance0,field.angular_velocity_covariance1,field.angular_velocity_covariance2,field.angular_velocity_covariance3,field.angular_velocity_covariance4,field.angular_velocity_covariance5,field.angular_velocity_covariance6,field.angular_velocity_covariance7,field.angular_velocity_covariance8,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.linear_acceleration_covariance0,field.linear_acceleration_covariance1,field.linear_acceleration_covariance2,field.linear_acceleration_covariance3,field.linear_acceleration_covariance4,field.linear_acceleration_covariance5,field.linear_acceleration_covariance6,field.linear_acceleration_covariance7,field.linear_acceleration_covariance8
1532985838307394344,4316,1532985838306873160,base_link,0.0349751323441,-0.102592230783,-0.993883956566,-0.0211247528012,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.513239443302,-0.0358709320426,-0.0781352594495,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.79433865,0.0980665,8.79656505,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985838649378573,4317,1532985838648923269,base_link,0.0204749189687,-0.205180206709,-0.977203575722,-0.0505473250021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.57564240694,-0.0550452172756,-0.170559063554,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.8041453,0.48052585,9.8851032,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985838972582027,4318,1532985838970148980,base_link,0.0174455830977,-0.271281661112,-0.959025484342,-0.0798250108468,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.347746342421,-0.0415947884321,-0.198390498757,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.7060788,0.2549729,9.3751574,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985839348202404,4319,1532985839347590159,base_link,0.015968685491,-0.300398860848,-0.944609498311,-0.131218981803,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.159150242805,-0.1209551543,-0.287017732859,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.1176798,0.51975245,9.1790244,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985839899152820,4320,1532985839898815612,base_link,-0.0154830099608,-0.275543432042,-0.935949969222,-0.218709278664,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.194184735417,-0.180028155446,-0.231564432383,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-0.95124505,0.28439285,11.85623985,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985840332218340,4321,1532985840328369392,base_link,-0.0123825006697,-0.204993791382,-0.938832289826,-0.276438330828,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.331800252199,-0.0783804282546,-0.256283849478,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.04931155,0.2941995,12.05237285,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985840827733938,4322,1532985840827346176,base_link,0.00582775659935,-0.146010195529,-0.934485906942,-0.32462770951,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.223566278815,-0.0405068062246,-0.103770725429,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.32389775,0.4511059,9.1005712,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985841213215418,4323,1532985841212715221,base_link,0.0282437513003,-0.0840396493076,-0.937943498088,-0.335263511662,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.332435846329,0.0607288554311,-0.0468732714653,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.0983448,0.1569064,9.7674234,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985841566928028,4324,1532985841566639902,base_link,0.057784102371,-0.0345305075837,-0.93814243598,-0.33964306466,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.219162926078,0.0886047333479,-0.0523215346038,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.08853815,0.4314926,8.50236555,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985841932967146,4325,1532985841932737190,base_link,0.0874898579985,-0.00912296507295,-0.935234594778,-0.342926448362,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.120863944292,0.099661052227,0.00918970629573,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.176798,0.7649187,8.6886919,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985842435188851,4326,1532985842434760773,base_link,0.1236285279,0.019218581394,-0.934203604916,-0.334081214348,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0758437290788,0.0706995651126,0.0341442264616,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.16699135,0.7256921,8.81617835,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985842968103091,4327,1532985842967545268,base_link,0.143496425807,-0.0091112495914,-0.936222591955,-0.320644693119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.244422495365,0.0831241458654,0.135726138949,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.4317709,0.3138128,7.2176944,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985843298830553,4328,1532985843296741707,base_link,0.151337064077,-0.0306211321412,-0.9403493833,-0.30315421262,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0165935717523,0.0886881127954,0.0970477759838,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.4709975,-0.38245935,7.1000146,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985843620354042,4329,1532985843620136467,base_link,0.154292760757,-0.0502604757748,-0.939341767125,-0.302166631327,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0926332995296,0.051576141268,-0.0607304051518,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.48080415,-0.12748645,8.11009955,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985843841487070,4330,1532985843840922912,base_link,0.153273432802,-0.0579635180368,-0.936148765439,-0.311083548812,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.140478312969,-0.0120765455067,-0.0741272047162,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.63771055,0.50013915,8.73772515,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985844248759632,4331,1532985844248488687,base_link,0.132919697078,-0.0875397883263,-0.932106324674,-0.325341265582,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.074512667954,-0.072061277926,0.0264656748623,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.75539035,-0.95124505,10.5127288,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
1532985844604277464,4332,1532985844603981498,base_link,0.117378717256,-0.0752853721711,-0.936833014386,-0.320777575008,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.0182330366224,-0.1328882128,0.00413297442719,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,0.0,0.0,0.0,1.21846967915e-07,-1.6475172,1.0002783,11.95430635,9e-08,0.0,0.0,0.0,9e-08,0.0,0.0,0.0,9e-08
