%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1538767917567149895,885,1538767917566619143,,1538767917401000000,fcu
1538767918150379783,886,1538767918150089255,,1538767918001000000,fcu
1538767918560710471,887,1538767918560093127,,1538767918422000000,fcu
1538767919018884775,888,1538767919017706599,,1538767918880000000,fcu
1538767919496611335,889,1538767919495960871,,1538767919339000000,fcu
1538767919910054887,890,1538767919909651207,,1538767919740000000,fcu
1538767920334634823,891,1538767920334425927,,1538767920159000000,fcu
1538767920959891719,892,1538767920959414503,,1538767920822000000,fcu
1538767921461657447,893,1538767921461053959,,1538767921320000000,fcu
1538767921868805319,894,1538767921868583495,,1538767921720000000,fcu
1538767922369505287,895,1538767922369260071,,1538767922238000000,fcu
1538767922753691175,896,1538767922751917319,,1538767922601000000,fcu
1538767923221623911,897,1538767923221255015,,1538767923098000000,fcu
1538767923701830439,898,1538767923700537543,,1538767923578000000,fcu
1538767924343088071,899,1538767924339108647,,1538767924221000000,fcu
1538767924909651719,900,1538767924909392071,,1538767924778000000,fcu
1538767925424568231,901,1538767925423774983,,1538767925298000000,fcu
1538767925721481511,902,1538767925721262087,,1538767925580000000,fcu
1538767926072652327,903,1538767926072476071,,1538767925920000000,fcu
1538767926594648167,904,1538767926594472199,,1538767926438000000,fcu
1538767926851941223,905,1538767926851773095,,1538767926701000000,fcu
1538767927250020935,906,1538767927249505959,,1538767927101000000,fcu
1538767927651400519,907,1538767927650655719,,1538767927500000000,fcu
1538767928060224615,908,1538767928060045415,,1538767927939000000,fcu
1538767928589335623,909,1538767928589024295,,1538767928458000000,fcu
1538767929138665639,910,1538767929138197095,,1538767928998000000,fcu
1538767929617827239,911,1538767929617453319,,1538767929498000000,fcu
1538767930080341735,912,1538767930076595367,,1538767929938000000,fcu
1538767930603797799,913,1538767930603474279,,1538767930478000000,fcu
1538767931066691175,914,1538767931066536167,,1538767930938000000,fcu
1538767931584942919,915,1538767931583662247,,1538767931440000000,fcu
1538767932068433863,916,1538767932068217415,,1538767931920000000,fcu
1538767932321412231,917,1538767932321169159,,1538767932178000000,fcu
1538767932874689447,918,1538767932874474471,,1538767932758000000,fcu
1538767933416098471,919,1538767933415468519,,1538767933280000000,fcu
1538767933827524711,920,1538767933827307367,,1538767933678000000,fcu
1538767934276468903,921,1538767934276252519,,1538767934158000000,fcu
1538767934671496871,922,1538767934670608199,,1538767934519000000,fcu
1538767935142015431,923,1538767935141748775,,1538767934999000000,fcu
1538767935475396935,924,1538767935471559719,,1538767935320000000,fcu
1538767935978959719,925,1538767935978619879,,1538767935822000000,fcu
1538767936341594823,926,1538767936338409287,,1538767936180000000,fcu
1538767936713721095,927,1538767936713426375,,1538767936560000000,fcu
1538767937159947015,928,1538767937159642503,,1538767937021000000,fcu
1538767937636409191,929,1538767937635776071,,1538767937499000000,fcu
1538767938229980935,930,1538767938227164039,,1538767938078000000,fcu
1538767938852643207,931,1538767938852309223,,1538767938680000000,fcu
