%time,field.header.seq,field.header.stamp,field.header.frame_id,field.twist.linear.x,field.twist.linear.y,field.twist.linear.z,field.twist.angular.x,field.twist.angular.y,field.twist.angular.z
1536703529131928772,1545,1536703529127291620,,-0.029037882311,1.94220556809,0.0,0.0,0.0,0.0
1536703529404128350,1546,1536703529403855715,,-0.0294849400704,1.93976704027,0.0,0.0,0.0,0.0
1536703529871737885,1547,1536703529871172105,,-0.0319215867249,1.93299509324,0.0,0.0,0.0,0.0
1536703530310754715,1548,1536703530310327492,,-0.0360117000962,1.92738260054,0.0,0.0,0.0,0.0
1536703530747683838,1549,1536703530746991884,,-0.0399185582143,1.92952245654,0.0,0.0,0.0,0.0
1536703531006165157,1550,1536703531004540775,,-0.0438277638886,1.93171212288,0.0,0.0,0.0,0.0
1536703531512942829,1551,1536703531512613716,,-0.0509837967035,1.94186360109,0.0,0.0,0.0,0.0
1536703532113962129,1552,1536703532113414141,,-0.0623781641206,1.95962057964,0.0,0.0,0.0,0.0
1536703532567173272,1553,1536703532566910174,,-0.0719800064883,1.97140723236,0.0,0.0,0.0,0.0
1536703532936761030,1554,1536703532935679388,,-0.07840040743,1.97441371591,0.0,0.0,0.0,0.0
1536703533530840458,1555,1536703533530419794,,-0.086974971879,1.97766403745,0.0,0.0,0.0,0.0
1536703534109152077,1556,1536703534108708918,,-0.087591925298,1.97654139352,0.0,0.0,0.0,0.0
1536703534660425549,1557,1536703534660147603,,-0.088638188854,1.97398632978,0.0,0.0,0.0,0.0
1536703535195265563,1558,1536703535194407565,,-0.0897304987843,1.97220749287,0.0,0.0,0.0,0.0
1536703535832966901,1559,1536703535831947530,,-0.0930831198026,1.96976992104,0.0,0.0,0.0,0.0
1536703536393544807,1560,1536703536393084593,,-0.106103592116,1.96770862211,0.0,0.0,0.0,0.0
1536703536793473812,1561,1536703536792814434,,-0.115820125725,1.9682434776,0.0,0.0,0.0,0.0
1536703537370014240,1562,1536703537369749381,,-0.129347231519,1.97603972945,0.0,0.0,0.0,0.0
1536703537838594362,1563,1536703537838095301,,-0.132299922129,1.98589458319,0.0,0.0,0.0,0.0
1536703538375696614,1564,1536703538374180998,,-0.125219544892,2.00946538422,0.0,0.0,0.0,0.0
1536703538688885934,1565,1536703538688434583,,-0.121587208623,2.0190113287,0.0,0.0,0.0,0.0
1536703539112940118,1566,1536703539112298788,,-0.112452081022,2.03302445802,0.0,0.0,0.0,0.0
1536703539720153341,1567,1536703539719707462,,-0.0997261910995,2.04995005122,0.0,0.0,0.0,0.0
1536703540106253234,1568,1536703540105873178,,-0.0943093598119,2.05605500475,0.0,0.0,0.0,0.0
1536703540507639223,1569,1536703540503096343,,-0.0871560227251,2.06427151422,0.0,0.0,0.0,0.0
1536703541118863145,1570,1536703541117002064,,-0.0752901384847,2.07504555918,0.0,0.0,0.0,0.0
1536703541482300703,1571,1536703541481766091,,-0.0695665330627,2.07944384814,0.0,0.0,0.0,0.0
