%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.mode,field.system_status
1536703528965735938,678,1536703528965018097,,1,1,1,GUIDED,4
1536703529947152716,679,1536703529945015576,,1,1,1,GUIDED,4
1536703530949747314,680,1536703530947262693,,1,1,1,GUIDED,4
1536703531980398211,681,1536703531980132840,,1,1,1,GUIDED,4
1536703532958888923,682,1536703532957967790,,1,1,1,GUIDED,4
1536703533949373100,683,1536703533949109233,,1,1,1,GUIDED,4
1536703534968610615,684,1536703534968329021,,1,1,1,GUIDED,4
1536703535944421405,685,1536703535944209922,,1,1,1,GUIDED,4
1536703536956427329,686,1536703536956097288,,1,1,1,GUIDED,4
1536703537946177065,687,1536703537943694685,,1,1,1,GUIDED,4
1536703538953895435,688,1536703538953355830,,1,1,1,GUIDED,4
1536703539954261721,689,1536703539953227406,,1,1,1,GUIDED,4
1536703540973808037,690,1536703540973561002,,1,1,1,GUIDED,4
1536703541954622774,691,1536703541950530828,,1,1,1,GUIDED,4
1536703542934281813,692,1536703542933993947,,1,1,1,GUIDED,4
1536703543982407995,693,1536703543981648459,,1,1,1,GUIDED,4
1536703544953405340,694,1536703544952977061,,1,1,1,GUIDED,4
1536703545969201367,695,1536703545968803040,,1,1,1,GUIDED,4
1536703546964913524,696,1536703546964427615,,1,1,1,GUIDED,4
1536703547959101672,697,1536703547955951339,,1,1,1,GUIDED,4
1536703548961490113,698,1536703548961049867,,1,1,1,GUIDED,4
1536703549954545690,699,1536703549953284021,,1,1,1,GUIDED,4
1536703550984424783,700,1536703550981877670,,1,1,1,GUIDED,4
1536703551958049816,701,1536703551957559714,,1,1,1,GUIDED,4
1536703552962030601,702,1536703552960147058,,1,1,1,GUIDED,4
1536703553948667305,703,1536703553948003319,,1,1,1,GUIDED,4
1536703554941877875,704,1536703554940793258,,1,1,1,GUIDED,4
1536703555982770984,705,1536703555982096215,,1,1,1,GUIDED,4
1536703556956256560,706,1536703556955918007,,1,1,1,GUIDED,4
1536703557947338546,707,1536703557947049656,,1,1,1,GUIDED,4
1536703558952095394,708,1536703558951801896,,1,1,1,GUIDED,4
1536703559934614290,709,1536703559930748455,,1,1,1,GUIDED,4
1536703560958949896,710,1536703560958540593,,1,1,1,GUIDED,4
1536703561953215755,711,1536703561949764086,,1,1,1,GUIDED,4
1536703562948869705,712,1536703562948625614,,1,1,1,GUIDED,4
1536703564006838020,713,1536703564006386190,,1,1,1,GUIDED,4
1536703564989935979,714,1536703564988876995,,1,1,1,GUIDED,4
1536703565985479356,715,1536703565984933832,,1,1,1,GUIDED,4
1536703566973210101,716,1536703566972788606,,1,1,1,GUIDED,4
1536703567992285106,717,1536703567991986553,,1,1,1,GUIDED,4
1536703568965115919,718,1536703568963898154,,1,1,1,GUIDED,4
1536703569959620775,719,1536703569959134225,,1,1,1,GUIDED,4
1536703570954178234,720,1536703570953688805,,1,1,1,GUIDED,4
1536703571968681901,721,1536703571967457928,,1,1,1,GUIDED,4
1536703572956894280,722,1536703572956163032,,1,1,1,GUIDED,4
1536703573937843268,723,1536703573936283463,,1,1,1,GUIDED,4
1536703574951309893,724,1536703574950864943,,1,1,1,GUIDED,4
1536703575973144167,725,1536703575972896268,,1,1,1,GUIDED,4
1536703576958501658,726,1536703576958035557,,1,1,1,GUIDED,4
1536703577953744046,727,1536703577950692403,,1,1,1,GUIDED,4
1536703578947564705,728,1536703578947142731,,1,1,1,GUIDED,4
1536703579982379188,729,1536703579981733347,,1,1,1,GUIDED,4
1536703580959476671,730,1536703580957390479,,1,1,1,GUIDED,4
1536703581998156950,731,1536703581997056975,,1,1,1,GUIDED,4
1536703582949201009,732,1536703582948881849,,1,1,1,GUIDED,4
1536703583943366683,733,1536703583942682250,,1,1,1,GUIDED,4
1536703584952492751,734,1536703584951989051,,1,1,1,GUIDED,4
1536703585951006422,735,1536703585950550944,,1,1,1,GUIDED,4
1536703586958024539,736,1536703586953870618,,1,1,1,GUIDED,4
1536703587943783719,737,1536703587943273459,,1,1,1,GUIDED,4
1536703588948114987,738,1536703588946184567,,1,1,1,GUIDED,4
1536703589938020860,739,1536703589937727810,,1,1,1,GUIDED,4
1536703590931766102,740,1536703590931455645,,1,1,1,GUIDED,4
1536703591958968497,741,1536703591956776963,,1,1,1,GUIDED,4
1536703592937225012,742,1536703592936442758,,1,1,1,GUIDED,4
1536703593953539660,743,1536703593953033752,,1,1,1,GUIDED,4
1536703594946028877,744,1536703594945763891,,1,1,1,GUIDED,4
1536703595969580450,745,1536703595969129581,,1,1,1,GUIDED,4
1536703596956187568,746,1536703596955821209,,1,1,1,GUIDED,4
1536703597962334654,747,1536703597962002693,,1,1,1,GUIDED,4
1536703598964548553,748,1536703598964257232,,1,1,1,GUIDED,4
1536703599962113509,749,1536703599961482963,,1,1,1,GUIDED,4
1536703600955879804,750,1536703600955526404,,1,1,1,GUIDED,4
1536703601948984872,751,1536703601948757677,,1,1,1,GUIDED,4
1536703602960316495,752,1536703602959823738,,1,1,1,GUIDED,4
1536703603945682648,753,1536703603944994472,,1,1,1,GUIDED,4
1536703604956125629,754,1536703604955658408,,1,1,1,GUIDED,4
1536703605964771696,755,1536703605963945283,,1,1,1,GUIDED,4
1536703606952733068,756,1536703606952154682,,1,1,1,GUIDED,4
1536703607948462328,757,1536703607948032290,,1,1,1,GUIDED,4
1536703608950382009,758,1536703608949941827,,1,1,1,GUIDED,4
1536703609955301145,759,1536703609955014912,,1,1,1,GUIDED,4
