%time,field.header.seq,field.header.stamp,field.header.frame_id,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist
1536703528930211644,5995,1536703528929444396,NED,0.0499999970198,-466.723815918,-41.330619812,2
1536703528958301179,5996,1536703528957262256,NED,0.109999999404,-466.723815918,-39.4151115417,4
1536703529002415024,5997,1536703529001095179,NED,0.109999999404,-466.723815918,-39.4151115417,4
1536703529041833380,5998,1536703529039905196,NED,0.209999993443,-478.539672852,-37.5079574585,6
1536703529131721289,5999,1536703529123908138,NED,0.209999993443,-478.539672852,-37.5079574585,6
1536703529143821743,6000,1536703529142743302,NED,0.319999992847,-478.539672852,-189.820083618,8
1536703529206016750,6001,1536703529205391739,NED,0.319999992847,-478.539672852,-189.820083618,8
1536703529252857385,6002,1536703529252311445,NED,0.42999997735,-371.228607178,-187.938949585,9
1536703529309352734,6003,1536703529304870778,NED,0.42999997735,-371.228607178,-187.938949585,9
1536703529348833137,6004,1536703529348318267,NED,0.519999980927,-371.228607178,-186.052108765,11
1536703529400217518,6005,1536703529399620346,NED,0.519999980927,-371.228607178,-186.052108765,11
1536703529442412297,6006,1536703529436928346,NED,0.610000014305,-377.83795166,-184.171035767,13
1536703529503837176,6007,1536703529500046086,NED,0.610000014305,-377.83795166,-184.171035767,13
1536703529571310506,6008,1536703529568413701,NED,0.669999957085,-377.83795166,-182.308349609,15
1536703529599099757,6009,1536703529598267871,NED,0.669999957085,-377.83795166,-182.308349609,15
1536703529662282616,6010,1536703529661692356,NED,0.709999978542,-385.380187988,-180.41242981,17
1536703529714895356,6011,1536703529710529814,NED,0.709999978542,-385.380187988,-180.41242981,17
1536703529812179720,6012,1536703529807822722,NED,0.729999959469,-385.380187988,-178.550994873,19
1536703529848124644,6013,1536703529847047610,NED,0.729999959469,-396.257202148,-176.673538208,21
1536703529900916964,6014,1536703529900043414,NED,0.729999959469,-396.257202148,-176.673538208,21
1536703529943043777,6015,1536703529941373283,NED,0.709999978542,-396.257202148,-174.798400879,23
1536703530011735321,6016,1536703530011165317,NED,0.709999978542,-396.257202148,-174.798400879,23
1536703530042615196,6017,1536703530041456884,NED,0.680000007153,-333.971801758,-172.903823853,24
1536703530093672958,6018,1536703530091008341,NED,0.680000007153,-333.971801758,-172.903823853,24
1536703530202731378,6019,1536703530197058055,NED,0.639999985695,-333.971801758,-171.048339844,26
1536703530250142719,6020,1536703530249578315,NED,0.569999992847,-361.710754395,-169.189483643,28
1536703530318097412,6021,1536703530316905500,NED,0.569999992847,-361.710754395,-169.189483643,28
1536703530352268866,6022,1536703530351655663,NED,0.489999979734,-361.710754395,-167.330688477,30
1536703530401027060,6023,1536703530400534494,NED,0.489999979734,-361.710754395,-167.330688477,30
1536703530443823904,6024,1536703530441251445,NED,0.389999985695,-404.579345703,-165.504089355,32
1536703530497695816,6025,1536703530496182695,NED,0.389999985695,-404.579345703,-165.504089355,32
1536703530563610359,6026,1536703530561101866,NED,0.280000001192,-404.579345703,-163.681015015,34
1536703530594509273,6027,1536703530593968292,NED,0.280000001192,-404.579345703,-163.681015015,34
1536703530688878332,6028,1536703530688001390,NED,0.159999996424,-403.032684326,-161.909683228,35
1536703530743875405,6029,1536703530743368887,NED,0.0299999993294,-403.032684326,-160.153305054,37
1536703530813607853,6030,1536703530812855836,NED,0.0299999993294,-403.032684326,-160.153305054,37
1536703530848456765,6031,1536703530847857610,NED,-0.119999997318,-431.625366211,-158.460144043,39
1536703530898503988,6032,1536703530897672837,NED,-0.119999997318,-431.625366211,-158.460144043,39
1536703530931931938,6033,1536703530930970518,NED,-0.280000001192,-431.625366211,-156.786575317,41
1536703531005282743,6034,1536703531000031204,NED,-0.280000001192,-431.625366211,-156.786575317,41
1536703531047005304,6035,1536703531044969698,NED,-0.489999979734,-448.125274658,-155.192306519,42
1536703531132619852,6036,1536703531128027435,NED,-0.489999979734,-448.125274658,-155.192306519,42
1536703531159317796,6037,1536703531155508498,NED,-0.719999969006,-448.125274658,-153.645126343,44
1536703531207508894,6038,1536703531205222477,NED,-0.719999969006,-448.125274658,-153.645126343,44
1536703531238188163,6039,1536703531235620632,NED,-1.01999998093,-450.638397217,-152.184173584,45
1536703531318013295,6040,1536703531315192938,NED,-1.01999998093,-450.638397217,-152.184173584,45
1536703531369307018,6041,1536703531368847187,NED,-1.33999991417,-450.638397217,-150.770339966,47
1536703531405029734,6042,1536703531404461362,NED,-1.33999991417,-450.638397217,-150.770339966,47
1536703531452547567,6043,1536703531452028250,NED,-1.73000001907,-445.425994873,-149.452987671,49
1536703531501097090,6044,1536703531499261192,NED,-1.73000001907,-445.425994873,-149.452987671,49
1536703531561170023,6045,1536703531560571635,NED,-2.11999988556,-445.425994873,-148.165512085,50
1536703531596329583,6046,1536703531595267397,NED,-2.11999988556,-445.425994873,-148.165512085,50
1536703531641704388,6047,1536703531638869119,NED,-2.53999996185,-427.892486572,-146.957275391,51
1536703531695866083,6048,1536703531695247920,NED,-2.53999996185,-427.892486572,-146.957275391,51
1536703531760713989,6049,1536703531760325453,NED,-2.97000002861,-427.892486572,-145.758239746,53
1536703531800765320,6050,1536703531798849264,NED,-2.97000002861,-427.892486572,-145.758239746,53
1536703531869270847,6051,1536703531868194581,NED,-3.42999982834,-427.209289551,-144.609725952,54
1536703531931981837,6052,1536703531931495831,NED,-3.88999986649,-427.209289551,-143.473846436,56
1536703531966728030,6053,1536703531963631998,NED,-3.88999986649,-427.209289551,-143.473846436,56
1536703532020429797,6054,1536703532019643158,NED,-3.88999986649,-427.209289551,-143.473846436,56
1536703532042283680,6055,1536703532041604622,NED,-4.38999986649,-404.40234375,-142.36781311,57
1536703532112379538,6056,1536703532103082643,NED,-4.38999986649,-404.40234375,-142.36781311,57
1536703532132172088,6057,1536703532128908251,NED,-4.38999986649,-404.40234375,-142.36781311,57
1536703532186702669,6058,1536703532186208567,NED,-4.88999986649,-404.40234375,-141.262924194,59
1536703532245260046,6059,1536703532244531165,NED,-5.40999984741,-383.509643555,-140.171798706,60
1536703532308120118,6060,1536703532300291192,NED,-5.40999984741,-383.509643555,-140.171798706,60
1536703532340797712,6061,1536703532338400066,NED,-5.92000007629,-383.509643555,-139.100189209,61
