%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1531930511458432264,3503,1531930511458304424,,1531931277601000000,fcu
1531930511947552872,3504,1531930511947402600,,1531931278080000000,fcu
1531930512300660744,3505,1531930512300455944,,1531931278439000000,fcu
1531930512842587176,3506,1531930512841720744,,1531931278997000000,fcu
1531930513299424840,3507,1531930513299119688,,1531931279423000000,fcu
1531930513839827848,3508,1531930513839536072,,1531931279981000000,fcu
1531930514303664968,3509,1531930514303465288,,1531931280459000000,fcu
1531930514677706376,3510,1531930514677485800,,1531931280822000000,fcu
1531930515116230920,3511,1531930515115760648,,1531931281278000000,fcu
1531930515659547144,3512,1531930515659306760,,1531931281799000000,fcu
1531930516050795432,3513,1531930516049617064,,1531931282198000000,fcu
1531930516503817224,3514,1531930516503683496,,1531931282660000000,fcu
1531930516957102696,3515,1531930516956933192,,1531931283062000000,fcu
1531930517498172520,3516,1531930517497948904,,1531931283640000000,fcu
1531930517947652328,3517,1531930517946859080,,1531931284078000000,fcu
1531930518383657704,3518,1531930518383386952,,1531931284519000000,fcu
1531930518716197640,3519,1531930518715789480,,1531931284859000000,fcu
1531930519106071432,3520,1531930519105918472,,1531931285241000000,fcu
1531930519596294248,3521,1531930519595663784,,1531931285758000000,fcu
1531930520005805544,3522,1531930520005606824,,1531931286100000000,fcu
1531930520342996296,3523,1531930520342733960,,1531931286480000000,fcu
1531930520945569608,3524,1531930520945005896,,1531931287098000000,fcu
1531930521566316872,3525,1531930521565963592,,1531931287700000000,fcu
1531930522067702600,3526,1531930522067241224,,1531931288202000000,fcu
1531930522545430792,3527,1531930522545266600,,1531931288698000000,fcu
1531930523125279880,3528,1531930523125023400,,1531931289259000000,fcu
1531930523739886472,3529,1531930523739339496,,1531931289899000000,fcu
1531930524252128488,3530,1531930524251802568,,1531931290399000000,fcu
1531930524565116136,3531,1531930524564913352,,1531931290718000000,fcu
1531930525093439144,3532,1531930525093118600,,1531931291239000000,fcu
1531930525663056488,3533,1531930525662803944,,1531931291822000000,fcu
1531930526133465768,3534,1531930526133190408,,1531931292282000000,fcu
1531930526541939816,3535,1531930526541569928,,1531931292699000000,fcu
1531930527001772840,3536,1531930527001467816,,1531931293158000000,fcu
1531930527526985288,3537,1531930527525783080,,1531931293640000000,fcu
1531930527922598600,3538,1531930527921388200,,1531931294078000000,fcu
1531930528297774472,3539,1531930528297448008,,1531931294423000000,fcu
1531930528718323752,3540,1531930528715750984,,1531931294841000000,fcu
1531930529327645992,3541,1531930529327185160,,1531931295478000000,fcu
1531930529821356328,3542,1531930529821069512,,1531931295959000000,fcu
1531930530205816488,3543,1531930530205344904,,1531931296358000000,fcu
1531930530745934696,3544,1531930530744572648,,1531931296898000000,fcu
1531930531175891560,3545,1531930531175336200,,1531931297318000000,fcu
1531930531634722248,3546,1531930531634252424,,1531931297778000000,fcu
1531930532151690856,3547,1531930532151544776,,1531931298298000000,fcu
1531930532554294824,3548,1531930532554145832,,1531931298681000000,fcu
1531930533028688328,3549,1531930533028470408,,1531931299179000000,fcu
1531930533459953608,3550,1531930533459734952,,1531931299618000000,fcu
1531930533956550120,3551,1531930533955799048,,1531931300080000000,fcu
1531930534369580616,3552,1531930534369292968,,1531931300519000000,fcu
1531930534782067560,3553,1531930534781738568,,1531931300920000000,fcu
1531930535229147432,3554,1531930535228834376,,1531931301380000000,fcu
1531930535548766568,3555,1531930535548592488,,1531931301699000000,fcu
1531930536052164360,3556,1531930536051942952,,1531931302197000000,fcu
1531930536531936872,3557,1531930536531587784,,1531931302678000000,fcu
1531930536924691976,3558,1531930536924496392,,1531931303078000000,fcu
1531930537250650120,3559,1531930537250234184,,1531931303398000000,fcu
1531930537705446056,3560,1531930537704942568,,1531931303861000000,fcu
1531930538138827400,3561,1531930538138126824,,1531931304283000000,fcu
1531930538507323944,3562,1531930538507088136,,1531931304639000000,fcu
1531930538963264904,3563,1531930538963096936,,1531931305080000000,fcu
1531930539397288264,3564,1531930539397131720,,1531931305540000000,fcu
1531930539841614952,3565,1531930539840404136,,1531931305998000000,fcu
1531930540349120648,3566,1531930540348813064,,1531931306499000000,fcu
1531930540741123144,3567,1531930540740745384,,1531931306899000000,fcu
1531930541387056296,3568,1531930541386794408,,1531931307538000000,fcu
1531930541887223720,3569,1531930541886971592,,1531931308022000000,fcu
1531930542155838632,3570,1531930542155656040,,1531931308300000000,fcu
1531930542578689384,3571,1531930542578181416,,1531931308718000000,fcu
1531930542905146568,3572,1531930542902961992,,1531931309058000000,fcu
1531930543660718056,3573,1531930543660459368,,1531931309780000000,fcu
1531930544053701416,3574,1531930544052721352,,1531931310180000000,fcu
1531930544450098984,3575,1531930544449809448,,1531931310599000000,fcu
1531930544945822312,3576,1531930544945527304,,1531931311098000000,fcu
1531930545495943720,3577,1531930545495675688,,1531931311638000000,fcu
1531930545902475560,3578,1531930545902248808,,1531931312039000000,fcu
1531930546388637608,3579,1531930546388383400,,1531931312521000000,fcu
1531930546995977768,3580,1531930546995781128,,1531931313119000000,fcu
1531930547561458344,3581,1531930547561173864,,1531931313697000000,fcu
1531930548068176680,3582,1531930548067857576,,1531931314220000000,fcu
1531930548439187528,3583,1531930548438993608,,1531931314579000000,fcu
1531930548866654824,3584,1531930548863924936,,1531931315020000000,fcu
1531930549345140360,3585,1531930549344669544,,1531931315499000000,fcu
1531930549821330056,3586,1531930549820854632,,1531931315978000000,fcu
1531930550287259432,3587,1531930550286696104,,1531931316437000000,fcu
1531930550811743400,3588,1531930550811457928,,1531931316939000000,fcu
1531930551257583432,3589,1531930551257400392,,1531931317380000000,fcu
1531930551807511560,3590,1531930551806372296,,1531931317939000000,fcu
1531930552295491240,3591,1531930552294630216,,1531931318424000000,fcu
1531930552649428968,3592,1531930552649129320,,1531931318798000000,fcu
1531930553199857096,3593,1531930553199289896,,1531931319358000000,fcu
1531930553605755656,3594,1531930553605480776,,1531931319759000000,fcu
1531930554110810760,3595,1531930554110506376,,1531931320259000000,fcu
1531930554650297736,3596,1531930554650132232,,1531931320781000000,fcu
1531930555032878024,3597,1531930555032706472,,1531931321161000000,fcu
1531930555493599528,3598,1531930555492896040,,1531931321639000000,fcu
1531930556031025704,3599,1531930556030752776,,1531931322160000000,fcu
1531930556612190056,3600,1531930556611982152,,1531931322739000000,fcu
1531930556920541608,3601,1531930556915792200,,1531931323041000000,fcu
1531930557309990600,3602,1531930557306632680,,1531931323458000000,fcu
