%time,field.header.seq,field.header.stamp,field.header.frame_id,field.temperature,field.variance
1531930511163568808,13277,1531930511163276680,base_link,56.49,0.0
1531930511289554376,13278,1531930511288131464,base_link,56.48,0.0
1531930511411563304,13279,1531930511411208520,base_link,56.47,0.0
1531930511514952200,13280,1531930511514041640,base_link,56.47,0.0
1531930511601305768,13281,1531930511599864072,base_link,56.46,0.0
1531930511695166568,13282,1531930511694861256,base_link,56.46,0.0
1531930511798328520,13283,1531930511789405928,base_link,56.45,0.0
1531930511945991624,13284,1531930511945651528,base_link,56.44,0.0
1531930511991086600,13285,1531930511990595240,base_link,56.44,0.0
1531930512110473800,13286,1531930512110004104,base_link,56.43,0.0
1531930512188453608,13287,1531930512188027592,base_link,56.43,0.0
1531930512299223752,13288,1531930512298927528,base_link,56.42,0.0
1531930512378482280,13289,1531930512378112776,base_link,56.42,0.0
1531930512534867720,13290,1531930512534529768,base_link,56.41,0.0
1531930512583719304,13291,1531930512583275144,base_link,56.4,0.0
1531930512703293128,13292,1531930512703054376,base_link,56.4,0.0
1531930512794184776,13293,1531930512793657032,base_link,56.39,0.0
1531930512904592872,13294,1531930512904414952,base_link,56.39,0.0
1531930512987576200,13295,1531930512987145000,base_link,56.38,0.0
1531930513122980072,13296,1531930513122799688,base_link,56.37,0.0
1531930513212580232,13297,1531930513211745128,base_link,56.37,0.0
1531930513294125064,13298,1531930513293673064,base_link,56.36,0.0
1531930513402752136,13299,1531930513402434632,base_link,56.36,0.0
1531930513509338824,13300,1531930513508772648,base_link,56.35,0.0
1531930513587211496,13301,1531930513586846728,base_link,56.34,0.0
1531930513730149224,13302,1531930513729809864,base_link,56.34,0.0
1531930513803793864,13303,1531930513798254024,base_link,56.33,0.0
1531930513902094056,13304,1531930513901878792,base_link,56.33,0.0
1531930513990093736,13305,1531930513989793352,base_link,56.32,0.0
1531930514091416040,13306,1531930514090481064,base_link,56.32,0.0
1531930514194054984,13307,1531930514193776456,base_link,56.31,0.0
1531930514299925992,13308,1531930514299712968,base_link,56.31,0.0
1531930514387442216,13309,1531930514387196136,base_link,56.3,0.0
1531930514479000872,13310,1531930514478679464,base_link,56.3,0.0
1531930514586656936,13311,1531930514586105192,base_link,56.29,0.0
1531930514693736392,13312,1531930514693465448,base_link,56.28,0.0
1531930514781799240,13313,1531930514781514728,base_link,56.28,0.0
1531930514892915592,13314,1531930514891555464,base_link,56.28,0.0
1531930514995715528,13315,1531930514995497640,base_link,56.27,0.0
1531930515095965032,13316,1531930515093799976,base_link,56.27,0.0
1531930515218361640,13317,1531930515217812840,base_link,56.26,0.0
1531930515288837224,13318,1531930515288535848,base_link,56.26,0.0
1531930515376612840,13319,1531930515375567880,base_link,56.25,0.0
1531930515541312680,13320,1531930515540755400,base_link,56.25,0.0
1531930515591595272,13321,1531930515591258600,base_link,56.24,0.0
1531930515729077032,13322,1531930515728579816,base_link,56.24,0.0
1531930515801987016,13323,1531930515801679080,base_link,56.23,0.0
1531930515889285288,13324,1531930515888933672,base_link,56.23,0.0
1531930516001506024,13325,1531930516001201448,base_link,56.23,0.0
1531930516097123016,13326,1531930516096790024,base_link,56.22,0.0
1531930516216809960,13327,1531930516216515144,base_link,56.22,0.0
1531930516283524968,13328,1531930516283058280,base_link,56.21,0.0
1531930516384731016,13329,1531930516384490088,base_link,56.21,0.0
1531930516482718536,13330,1531930516482477256,base_link,56.2,0.0
1531930516584550632,13331,1531930516583972872,base_link,56.2,0.0
1531930516719787080,13332,1531930516719422504,base_link,56.19,0.0
1531930516803895368,13333,1531930516803625288,base_link,56.19,0.0
1531930516891451016,13334,1531930516890937768,base_link,56.18,0.0
1531930516989590312,13335,1531930516989196104,base_link,56.18,0.0
1531930517076956072,13336,1531930517076641448,base_link,56.17,0.0
1531930517202154824,13337,1531930517201952808,base_link,56.17,0.0
1531930517316554184,13338,1531930517316348712,base_link,56.17,0.0
1531930517403677992,13339,1531930517402951976,base_link,56.16,0.0
1531930517498053128,13340,1531930517497495432,base_link,56.16,0.0
1531930517602562888,13341,1531930517602258120,base_link,56.16,0.0
1531930517707699400,13342,1531930517707315976,base_link,56.15,0.0
1531930517799105224,13343,1531930517798864680,base_link,56.15,0.0
1531930517906455048,13344,1531930517905717128,base_link,56.14,0.0
1531930517991991496,13345,1531930517991768776,base_link,56.14,0.0
1531930518122188712,13346,1531930518121875720,base_link,56.14,0.0
1531930518188935176,13347,1531930518188656296,base_link,56.13,0.0
1531930518308203560,13348,1531930518307910280,base_link,56.13,0.0
1531930518398128776,13349,1531930518396038856,base_link,56.13,0.0
1531930518506052872,13350,1531930518505604584,base_link,56.12,0.0
1531930518586717096,13351,1531930518586486696,base_link,56.12,0.0
1531930518704341960,13352,1531930518704076264,base_link,56.11,0.0
1531930518821330664,13353,1531930518820878408,base_link,56.11,0.0
1531930518935898696,13354,1531930518935268168,base_link,56.11,0.0
1531930518998621992,13355,1531930518997801352,base_link,56.1,0.0
1531930519101443976,13356,1531930519101149608,base_link,56.1,0.0
1531930519198642888,13357,1531930519198362792,base_link,56.09,0.0
1531930519344835304,13358,1531930519344583112,base_link,56.1,0.0
1531930519392346120,13359,1531930519392079880,base_link,56.09,0.0
1531930519510520264,13360,1531930519509706888,base_link,56.08,0.0
1531930519584558504,13361,1531930519584145672,base_link,56.08,0.0
1531930519703067432,13362,1531930519702745448,base_link,56.08,0.0
1531930519803300136,13363,1531930519803060168,base_link,56.07,0.0
1531930519905944776,13364,1531930519905518184,base_link,56.07,0.0
1531930520003751688,13365,1531930520003455848,base_link,56.07,0.0
1531930520089796104,13366,1531930520089338632,base_link,56.06,0.0
1531930520207868040,13367,1531930520207540104,base_link,56.06,0.0
1531930520310847528,13368,1531930520310567336,base_link,56.06,0.0
1531930520387828072,13369,1531930520387573640,base_link,56.05,0.0
1531930520516064936,13370,1531930520514723368,base_link,56.05,0.0
1531930520613655080,13371,1531930520613334600,base_link,56.05,0.0
1531930520702680968,13372,1531930520701934280,base_link,56.04,0.0
1531930520780714536,13373,1531930520780455304,base_link,56.04,0.0
1531930520886155496,13374,1531930520884736744,base_link,56.03,0.0
1531930520984692520,13375,1531930520984207176,base_link,56.03,0.0
1531930521131422664,13376,1531930521130829896,base_link,56.03,0.0
1531930521204776520,13377,1531930521204449224,base_link,56.02,0.0
1531930521322382184,13378,1531930521322032200,base_link,56.02,0.0
1531930521384836392,13379,1531930521384646568,base_link,56.02,0.0
1531930521488959080,13380,1531930521488704808,base_link,56.01,0.0
1531930521582182216,13381,1531930521581920616,base_link,56.01,0.0
1531930521715550376,13382,1531930521714446280,base_link,56.0,0.0
1531930521798351816,13383,1531930521796102216,base_link,56.0,0.0
1531930521904625704,13384,1531930521904235752,base_link,56.0,0.0
1531930521985312168,13385,1531930521984941384,base_link,55.99,0.0
1531930522102111048,13386,1531930522097910504,base_link,55.99,0.0
1531930522189017096,13387,1531930522187961320,base_link,55.99,0.0
1531930522301477160,13388,1531930522298213192,base_link,55.98,0.0
1531930522402351848,13389,1531930522401670536,base_link,55.98,0.0
1531930522498411176,13390,1531930522498139496,base_link,55.97,0.0
1531930522613684328,13391,1531930522613467240,base_link,55.97,0.0
1531930522708889192,13392,1531930522707343880,base_link,55.96,0.0
1531930522784630376,13393,1531930522783947272,base_link,55.96,0.0
1531930522902711272,13394,1531930522902490792,base_link,55.95,0.0
1531930522974670184,13395,1531930522974367176,base_link,55.95,0.0
1531930523123731336,13396,1531930523122836392,base_link,55.94,0.0
1531930523184801928,13397,1531930523183670184,base_link,55.94,0.0
1531930523296490312,13398,1531930523296331624,base_link,55.94,0.0
1531930523419359144,13399,1531930523419101896,base_link,55.93,0.0
1531930523511844872,13400,1531930523511426024,base_link,55.92,0.0
1531930523591582184,13401,1531930523591317160,base_link,55.92,0.0
1531930523704991016,13402,1531930523704785384,base_link,55.91,0.0
1531930523800044488,13403,1531930523799749768,base_link,55.91,0.0
1531930523938565640,13404,1531930523938350824,base_link,55.9,0.0
1531930524011165448,13405,1531930524010855016,base_link,55.9,0.0
1531930524104095944,13406,1531930524103686984,base_link,55.89,0.0
1531930524189542888,13407,1531930524189159720,base_link,55.88,0.0
1531930524292311624,13408,1531930524291862568,base_link,55.88,0.0
1531930524396758664,13409,1531930524396393064,base_link,55.87,0.0
1531930524499681512,13410,1531930524499432328,base_link,55.87,0.0
1531930524602168040,13411,1531930524601782792,base_link,55.86,0.0
1531930524706208104,13412,1531930524705515208,base_link,55.86,0.0
1531930524798261448,13413,1531930524797927528,base_link,55.86,0.0
1531930524912101256,13414,1531930524911899560,base_link,55.84,0.0
