%time,field.header.seq,field.header.stamp,field.header.frame_id,field.connected,field.armed,field.guided,field.mode,field.system_status
1531930511651939912,1354,1531930511651590024,,1,1,1,GUIDED,4
1531930512651856168,1355,1531930512651604872,,1,1,1,GUIDED,4
1531930513687642024,1356,1531930513687221224,,1,1,1,GUIDED,4
1531930514673352456,1357,1531930514673094280,,1,1,1,GUIDED,4
1531930515661135400,1358,1531930515660642888,,1,1,1,GUIDED,4
1531930516663622376,1359,1531930516661040200,,1,1,1,GUIDED,4
1531930517636736264,1360,1531930517636348712,,1,1,1,GUIDED,4
1531930518645283336,1361,1531930518643959592,,1,1,1,GUIDED,4
1531930519654922408,1362,1531930519651140648,,1,1,1,GUIDED,4
1531930520640765256,1363,1531930520640409992,,1,1,1,GUIDED,4
1531930521635500008,1364,1531930521635082536,,1,1,1,GUIDED,4
1531930522644818440,1365,1531930522644595720,,1,1,1,GUIDED,4
1531930523656082568,1366,1531930523655884648,,1,1,1,GUIDED,4
1531930524646744872,1367,1531930524639164904,,1,1,1,GUIDED,4
1531930525661501128,1368,1531930525660973608,,1,1,1,GUIDED,4
1531930526650096264,1369,1531930526642744424,,1,1,1,GUIDED,4
1531930527665250824,1370,1531930527663819016,,1,1,1,GUIDED,4
1531930528642438600,1371,1531930528642083368,,1,1,1,GUIDED,4
1531930529708382312,1372,1531930529703518248,,1,1,1,GUIDED,4
1531930530644298952,1373,1531930530643996104,,1,1,1,GUIDED,4
1531930531670298152,1374,1531930531669752552,,1,1,1,GUIDED,4
1531930532683180904,1375,1531930532682821928,,1,1,1,GUIDED,4
1531930533664078024,1376,1531930533663756008,,1,1,1,GUIDED,4
1531930534648353416,1377,1531930534647707496,,1,1,1,GUIDED,4
1531930535639818568,1378,1531930535638972232,,1,1,1,GUIDED,4
1531930536651658408,1379,1531930536650178440,,1,1,1,GUIDED,4
1531930537637749320,1380,1531930537637462824,,1,1,1,GUIDED,4
1531930538638266600,1381,1531930538637430024,,1,1,1,GUIDED,4
1531930539655410408,1382,1531930539655067944,,1,1,1,GUIDED,4
1531930540649454024,1383,1531930540649223528,,1,1,1,GUIDED,4
1531930541671523912,1384,1531930541671166792,,1,1,1,GUIDED,4
1531930542653562216,1385,1531930542653182088,,1,1,1,GUIDED,4
1531930543662346600,1386,1531930543661735688,,1,1,1,GUIDED,4
1531930544646323560,1387,1531930544646055944,,1,1,1,GUIDED,4
1531930545682958344,1388,1531930545682558760,,1,1,1,GUIDED,4
1531930546661182952,1389,1531930546660871720,,1,1,1,GUIDED,4
1531930547645167976,1390,1531930547644590760,,1,1,1,GUIDED,4
1531930548651507304,1391,1531930548650935624,,1,1,1,GUIDED,4
1531930549656303880,1392,1531930549655799944,,1,1,1,GUIDED,4
1531930550678465576,1393,1531930550677919240,,1,1,1,GUIDED,4
1531930551659784936,1394,1531930551659353320,,1,1,1,GUIDED,4
1531930552651091208,1395,1531930552650492872,,1,1,1,GUIDED,4
1531930553645049928,1396,1531930553644729864,,1,1,1,GUIDED,4
1531930554653088328,1397,1531930554652707560,,1,1,1,GUIDED,4
1531930555660298760,1398,1531930555660046344,,1,1,1,GUIDED,4
1531930556650143016,1399,1531930556648834824,,1,1,1,GUIDED,4
1531930557639294024,1400,1531930557639072456,,1,1,1,GUIDED,4
1531930558650954344,1401,1531930558650726280,,1,1,1,GUIDED,4
1531930559645127912,1402,1531930559644867272,,1,1,1,GUIDED,4
1531930560640610632,1403,1531930560637202440,,1,1,1,GUIDED,4
1531930561645295112,1404,1531930561643957352,,1,1,1,GUIDED,4
1531930562657153736,1405,1531930562656919240,,1,1,1,GUIDED,4
1531930563661682472,1406,1531930563661383016,,1,1,1,GUIDED,4
1531930564654372040,1407,1531930564653507656,,1,1,1,GUIDED,4
1531930565649115336,1408,1531930565648756360,,1,1,1,GUIDED,4
1531930566662056008,1409,1531930566661696840,,1,1,1,GUIDED,4
1531930567662161000,1410,1531930567661638248,,1,1,1,GUIDED,4
1531930568650631976,1411,1531930568650232104,,1,1,1,GUIDED,4
1531930569692737992,1412,1531930569692121192,,1,1,1,GUIDED,4
1531930570643524168,1413,1531930570642782472,,1,1,1,GUIDED,4
1531930571644930792,1414,1531930571644425960,,1,1,1,GUIDED,4
1531930572647346376,1415,1531930572646983880,,1,1,1,GUIDED,4
1531930573650479112,1416,1531930573650083272,,1,1,1,GUIDED,4
1531930574671334632,1417,1531930574670882056,,1,1,1,GUIDED,4
1531930575660251176,1418,1531930575659870216,,1,1,1,GUIDED,4
1531930576652703848,1419,1531930576652490728,,1,1,1,GUIDED,4
1531930577667302472,1420,1531930577666892648,,1,1,1,GUIDED,4
1531930578635719656,1421,1531930578635247656,,1,1,1,GUIDED,4
1531930579643109768,1422,1531930579642805800,,1,1,1,GUIDED,4
1531930580667213256,1423,1531930580666904936,,1,1,1,GUIDED,4
1531930581633552680,1424,1531930581633086472,,1,1,1,GUIDED,4
1531930582654053288,1425,1531930582653539432,,1,1,1,GUIDED,4
1531930583682384456,1426,1531930583681624104,,1,1,1,GUIDED,4
1531930584707802824,1427,1531930584702538440,,1,1,1,GUIDED,4
1531930585655059112,1428,1531930585649353192,,1,1,1,GUIDED,4
1531930586673746472,1429,1531930586665644104,,1,1,1,GUIDED,4
1531930587631835144,1430,1531930587631575592,,1,1,1,GUIDED,4
1531930588661294184,1431,1531930588655512200,,1,1,1,GUIDED,4
1531930589646828520,1432,1531930589646615784,,1,1,1,GUIDED,4
1531930590650802472,1433,1531930590650243176,,1,1,1,GUIDED,4
1531930591634621736,1434,1531930591632883560,,1,1,1,GUIDED,4
1531930592659879528,1435,1531930592659354280,,1,1,1,GUIDED,4
1531930593648340616,1436,1531930593647825896,,1,1,1,GUIDED,4
1531930594667545288,1437,1531930594663183272,,1,1,1,GUIDED,4
1531930595659440104,1438,1531930595658647176,,1,1,1,GUIDED,4
