%time,field.header.seq,field.header.stamp,field.header.frame_id,field.channels0,field.channels1,field.channels2,field.channels3,field.channels4,field.channels5,field.channels6,field.channels7
1531930511412845448,4600,1531930511412628616,,1500,1534,1508,1496,1492,1492,1500,2036
1531930511695887720,4601,1531930511695524744,,1500,1559,1452,1545,1590,1590,1500,2036
1531930512043445928,4602,1531930512043132200,,1500,1573,1316,1545,1591,1591,1500,2036
1531930512351517000,4603,1531930512351283336,,1500,1577,1252,1529,1559,1559,1500,2036
1531930512704037384,4604,1531930512703866920,,1500,1566,1180,1519,1539,1539,1500,2036
1531930513049558984,4605,1531930513049249544,,1500,1550,1140,1515,1530,1530,1500,2036
1531930513342058600,4606,1531930513341800168,,1500,1539,1148,1508,1518,1518,1500,2036
1531930513811552712,4607,1531930513809076424,,1500,1524,1132,1505,1511,1511,1500,2036
1531930514092337288,4608,1531930514091857000,,1500,1513,1124,1503,1507,1507,1500,2036
1531930514388382792,4609,1531930514388203208,,1500,1512,1116,1499,1497,1497,1500,2036
1531930514650893448,4610,1531930514650725928,,1500,1511,1116,1492,1483,1483,1500,2036
1531930515029951528,4611,1531930515029690888,,1500,1513,1116,1488,1476,1476,1500,2036
1531930515370219144,4612,1531930515369964520,,1500,1523,1108,1493,1486,1486,1500,2036
1531930515756660520,4613,1531930515756498920,,1500,1525,1100,1490,1479,1479,1500,2036
1531930516045054376,4614,1531930516044683240,,1500,1535,1100,1490,1480,1480,1500,2036
1531930516342809192,4615,1531930516342626376,,1500,1536,1100,1492,1483,1483,1500,2036
1531930516648360232,4616,1531930516647885160,,1500,1539,1100,1499,1498,1498,1500,2036
1531930517062899560,4617,1531930517062706600,,1500,1540,1100,1501,1502,1502,1500,2036
1531930517404372648,4618,1531930517404090856,,1500,1543,1100,1502,1504,1504,1500,2036
1531930517804826152,4619,1531930517804570280,,1500,1543,1100,1517,1535,1535,1500,2036
1531930518067351240,4620,1531930518067018632,,1500,1547,1108,1523,1546,1546,1500,2036
1531930518309724456,4621,1531930518309043304,,1500,1549,1108,1519,1539,1539,1500,2036
1531930518587507464,4622,1531930518587323016,,1500,1533,1156,1513,1527,1527,1500,2036
1531930518872591240,4623,1531930518872090472,,1500,1513,1244,1520,1540,1540,1500,2036
1531930519151189384,4624,1531930519150571240,,1500,1507,1324,1516,1533,1533,1500,2036
1531930519559256744,4625,1531930519558936584,,1500,1496,1436,1523,1547,1547,1500,2036
1531930519814563784,4626,1531930519814259816,,1500,1488,1500,1529,1558,1558,1500,2036
1531930520147107720,4627,1531930520146854408,,1500,1494,1548,1533,1566,1566,1500,2036
1531930520544616840,4628,1531930520544418120,,1500,1507,1580,1539,1579,1579,1500,2036
1531930520886189448,4629,1531930520885902984,,1500,1508,1604,1521,1542,1542,1500,2036
1531930521244839368,4630,1531930521244633480,,1500,1502,1620,1517,1535,1535,1500,2036
1531930521609329128,4631,1531930521609030728,,1500,1496,1636,1511,1523,1523,1500,2036
1531930521908731848,4632,1531930521904526152,,1500,1495,1644,1511,1522,1522,1500,2036
1531930522377978888,4633,1531930522377671080,,1500,1491,1644,1511,1523,1523,1500,2036
1531930522738093768,4634,1531930522737908744,,1500,1492,1660,1506,1513,1513,1500,2036
1531930523034404968,4635,1531930523029100552,,1500,1486,1668,1504,1508,1508,1500,2036
1531930523445781416,4636,1531930523445554440,,1500,1486,1668,1505,1510,1510,1500,2036
1531930523838791944,4637,1531930523838370664,,1500,1487,1644,1508,1516,1516,1500,2036
1531930524247274024,4638,1531930524246920712,,1500,1484,1652,1502,1504,1504,1500,2036
1531930524500761800,4639,1531930524500203176,,1500,1486,1668,1500,1501,1501,1500,2036
1531930524881310824,4640,1531930524880802856,,1500,1500,1628,1507,1514,1514,1500,2036
1531930525211436968,4641,1531930525210951752,,1500,1508,1588,1503,1507,1507,1500,2036
1531930525590437160,4642,1531930525590154024,,1500,1519,1548,1502,1505,1505,1500,2036
1531930525950909224,4643,1531930525950745192,,1500,1517,1524,1500,1501,1501,1500,2036
1531930526256277704,4644,1531930526251766920,,1500,1514,1508,1499,1498,1498,1500,2036
1531930526576468392,4645,1531930526576167368,,1500,1515,1508,1498,1496,1496,1500,2036
1531930526887399272,4646,1531930526887103688,,1500,1510,1500,1498,1496,1496,1500,2036
1531930527218731816,4647,1531930527214473416,,1500,1506,1492,1487,1474,1474,1500,2036
1531930527519148200,4648,1531930527518936968,,1500,1510,1476,1472,1444,1444,1500,2036
1531930527840740232,4649,1531930527840290344,,1500,1519,1444,1457,1413,1413,1500,2036
1531930528133671624,4650,1531930528133465928,,1500,1528,1412,1456,1412,1412,1500,2036
1531930528483586824,4651,1531930528483374376,,1500,1538,1380,1455,1410,1410,1500,2036
1531930528710861128,4652,1531930528710595816,,1500,1545,1372,1462,1424,1424,1500,2036
1531930529102570984,4653,1531930529102172232,,1500,1547,1356,1477,1453,1453,1500,2036
1531930529410604104,4654,1531930529410056520,,1500,1540,1356,1486,1472,1472,1500,2036
1531930529670393160,4655,1531930529670166536,,1500,1538,1364,1490,1480,1480,1500,2036
1531930530059989320,4656,1531930530059724072,,1500,1535,1372,1496,1492,1492,1500,2036
1531930530356197896,4657,1531930530356036616,,1500,1529,1388,1504,1508,1508,1500,2036
1531930530690646216,4658,1531930530690439432,,1500,1526,1404,1510,1521,1521,1500,2036
1531930530966050312,4659,1531930530965897864,,1500,1524,1412,1514,1528,1528,1500,2036
1531930531319696072,4660,1531930531319517800,,1500,1525,1412,1520,1540,1540,1500,2036
1531930531755624968,4661,1531930531754316744,,1500,1532,1396,1524,1548,1548,1500,2036
1531930532036511464,4662,1531930532032834728,,1500,1536,1388,1527,1555,1555,1500,2036
1531930532356987496,4663,1531930532356219016,,1500,1541,1372,1519,1538,1538,1500,2036
1531930532708743272,4664,1531930532706725896,,1500,1538,1372,1519,1538,1538,1500,2036
1531930532962221096,4665,1531930532961990952,,1500,1540,1380,1524,1549,1549,1500,2036
1531930533317461000,4666,1531930533317032264,,1500,1536,1388,1533,1567,1567,1500,2036
1531930533549994152,4667,1531930533549539656,,1500,1526,1396,1532,1565,1565,1500,2036
1531930533956212968,4668,1531930533955102824,,1500,1513,1428,1532,1564,1564,1500,2036
1531930534285682920,4669,1531930534285424104,,1500,1507,1468,1523,1547,1547,1500,2036
1531930534711523784,4670,1531930534711351816,,1500,1514,1484,1522,1545,1545,1500,2036
1531930534967128744,4671,1531930534966932872,,1500,1516,1492,1526,1552,1552,1500,2036
1531930535274321160,4672,1531930535273934888,,1500,1507,1500,1521,1543,1543,1500,2036
1531930535502167080,4673,1531930535501787144,,1500,1497,1516,1516,1532,1532,1500,2036
1531930535917427688,4674,1531930535917103304,,1500,1482,1572,1508,1517,1517,1500,2036
1531930536238172840,4675,1531930536237964520,,1500,1472,1636,1502,1505,1505,1500,2036
1531930536542291048,4676,1531930536539452904,,1500,1470,1652,1505,1510,1510,1500,2036
1531930536831999112,4677,1531930536831693896,,1500,1473,1660,1509,1520,1520,1500,2036
1531930537071178440,4678,1531930537070921992,,1500,1472,1668,1511,1523,1523,1500,2036
1531930537303380776,4679,1531930537303180968,,1500,1472,1676,1513,1527,1527,1500,2036
1531930537608775208,4680,1531930537608483880,,1500,1473,1700,1511,1523,1523,1500,2036
1531930537898318792,4681,1531930537898059272,,1500,1478,1700,1509,1519,1519,1500,2036
1531930538192579176,4682,1531930538192316008,,1500,1483,1700,1496,1492,1492,1500,2036
1531930538501816360,4683,1531930538501567816,,1500,1487,1684,1482,1463,1463,1500,2036
1531930538903764456,4684,1531930538903386632,,1500,1500,1644,1464,1426,1426,1500,2036
1531930539236384328,4685,1531930539236189672,,1500,1521,1588,1456,1410,1410,1500,2036
1531930539603235400,4686,1531930539602913960,,1500,1544,1516,1455,1410,1410,1500,2036
1531930539939611304,4687,1531930539939237352,,1500,1566,1460,1464,1427,1427,1500,2036
1531930540207348648,4688,1531930540207073384,,1500,1582,1380,1474,1447,1447,1500,2036
1531930540540990472,4689,1531930540540704456,,1500,1600,1316,1477,1453,1453,1500,2036
1531930540837611720,4690,1531930540837407432,,1500,1594,1260,1489,1477,1477,1500,2036
1531930541229811656,4691,1531930541229623560,,1500,1586,1228,1499,1497,1497,1500,2036
1531930541570908584,4692,1531930541569422216,,1500,1579,1220,1503,1506,1506,1500,2036
