%time,field.x,field.y,field.z
1531930511175418920,0.0687347501516,-0.143395200372,3.07734735409
1531930511195721608,0.0687347501516,-0.143395200372,3.07734735409
1531930511215785384,0.0687347501516,-0.143395200372,3.07734735409
1531930511234620744,0.0687347501516,-0.143395200372,3.07734735409
1531930511254614600,0.0687347501516,-0.143395200372,3.07734735409
1531930511274623400,0.0687347501516,-0.143395200372,3.07734735409
1531930511294588200,0.0687347501516,-0.143395200372,3.07734735409
1531930511314513608,0.0687347501516,-0.143395200372,3.07734735409
1531930511334576680,0.0687347501516,-0.143395200372,3.07734735409
1531930511354638888,0.0687347501516,-0.143395200372,3.07734735409
1531930511374711560,0.0687347501516,-0.143395200372,3.07734735409
1531930511395003688,0.0687347501516,-0.143395200372,3.07734735409
1531930511414644904,0.0687347501516,-0.143395200372,3.07734735409
1531930511436302632,0.0687347501516,-0.143395200372,3.07734735409
1531930511458826440,0.0687347501516,-0.143395200372,3.07734735409
1531930511474640968,0.0687347501516,-0.143395200372,3.07734735409
1531930511494583240,0.0687347501516,-0.143395200372,3.07734735409
1531930511514702056,0.0687347501516,-0.143395200372,3.07734735409
1531930511534865320,0.0515626557171,-0.148140221834,3.0743908445
1531930511554660328,0.0515626557171,-0.148140221834,3.0743908445
1531930511575544648,0.0515626557171,-0.148140221834,3.0743908445
1531930511595402568,0.0515626557171,-0.148140221834,3.0743908445
1531930511614982120,0.0515626557171,-0.148140221834,3.0743908445
1531930511634595304,0.0515626557171,-0.148140221834,3.0743908445
1531930511654569288,0.0515626557171,-0.148140221834,3.0743908445
1531930511674666280,0.0515626557171,-0.148140221834,3.0743908445
1531930511698509928,0.0515626557171,-0.148140221834,3.0743908445
1531930511714896680,0.0515626557171,-0.148140221834,3.0743908445
1531930511737034760,0.0515626557171,-0.148140221834,3.0743908445
1531930511756926792,0.0515626557171,-0.148140221834,3.0743908445
1531930511777737256,0.0793124511838,-0.172502368689,3.07432730595
1531930511798043208,0.0793124511838,-0.172502368689,3.07432730595
1531930511816310920,0.0793124511838,-0.172502368689,3.07432730595
1531930511838951848,0.0793124511838,-0.172502368689,3.07432730595
1531930511856110184,0.0793124511838,-0.172502368689,3.07432730595
1531930511876424712,0.0793124511838,-0.172502368689,3.07432730595
1531930511896324712,0.0793124511838,-0.172502368689,3.07432730595
1531930511919649704,0.0793124511838,-0.172502368689,3.07432730595
1531930511944441928,0.0793124511838,-0.172502368689,3.07432730595
1531930511957011752,0.0793124511838,-0.172502368689,3.07432730595
1531930511977056008,0.0793124511838,-0.172502368689,3.07432730595
1531930511997043976,0.0793124511838,-0.172502368689,3.07432730595
1531930512016670952,0.0793124511838,-0.172502368689,3.07432730595
1531930512037609576,0.0793124511838,-0.172502368689,3.07432730595
1531930512056813608,0.0793124511838,-0.172502368689,3.07432730595
1531930512076381032,0.0793124511838,-0.172502368689,3.07432730595
1531930512096762568,0.0793124511838,-0.172502368689,3.07432730595
1531930512116407592,0.0793124511838,-0.172502368689,3.07432730595
1531930512136447016,0.0793124511838,-0.172502368689,3.07432730595
1531930512157223784,0.0793124511838,-0.172502368689,3.07432730595
1531930512177954920,0.0793124511838,-0.172502368689,3.07432730595
1531930512197969640,0.0793124511838,-0.172502368689,3.07432730595
1531930512219161640,0.0793124511838,-0.172502368689,3.07432730595
1531930512236216712,0.0793124511838,-0.172502368689,3.07432730595
1531930512256513832,0.0793124511838,-0.172502368689,3.07432730595
1531930512276157736,0.324366241693,-0.137586548924,3.04219825665
1531930512296355272,0.324366241693,-0.137586548924,3.04219825665
1531930512316798280,0.324366241693,-0.137586548924,3.04219825665
1531930512336753320,0.324366241693,-0.137586548924,3.04219825665
1531930512356476008,0.324366241693,-0.137586548924,3.04219825665
1531930512378004136,0.324366241693,-0.137586548924,3.04219825665
1531930512397147176,0.324366241693,-0.137586548924,3.04219825665
1531930512420416392,0.324366241693,-0.137586548924,3.04219825665
1531930512436256424,0.324366241693,-0.137586548924,3.04219825665
1531930512456068360,0.324366241693,-0.137586548924,3.04219825665
1531930512476228840,0.324366241693,-0.137586548924,3.04219825665
1531930512496581768,0.324366241693,-0.137586548924,3.04219825665
1531930512516536392,0.324366241693,-0.137586548924,3.04219825665
1531930512537100712,0.324366241693,-0.137586548924,3.04219825665
1531930512556800168,0.527315437794,-0.0640168637037,2.99787600438
1531930512576750632,0.527315437794,-0.0640168637037,2.99787600438
1531930512599375656,0.527315437794,-0.0640168637037,2.99787600438
1531930512618479880,0.527315437794,-0.0640168637037,2.99787600438
1531930512636163080,0.527315437794,-0.0640168637037,2.99787600438
1531930512656478696,0.527315437794,-0.0640168637037,2.99787600438
1531930512676584872,0.527315437794,-0.0640168637037,2.99787600438
1531930512696293672,0.527315437794,-0.0640168637037,2.99787600438
1531930512717117768,0.527315437794,-0.0640168637037,2.99787600438
1531930512737594312,0.527315437794,-0.0640168637037,2.99787600438
1531930512757181928,0.527315437794,-0.0640168637037,2.99787600438
1531930512777787176,0.527315437794,-0.0640168637037,2.99787600438
1531930512797660488,0.527315437794,-0.0640168637037,2.99787600438
1531930512818775144,0.527315437794,-0.0640168637037,2.99787600438
1531930512836384296,0.527315437794,-0.0640168637037,2.99787600438
1531930512856239528,0.527315437794,-0.0640168637037,2.99787600438
1531930512877349480,0.527315437794,-0.0640168637037,2.99787600438
1531930512896083688,0.527315437794,-0.0640168637037,2.99787600438
1531930512917403816,0.527315437794,-0.0640168637037,2.99787600438
1531930512936741096,0.527315437794,-0.0640168637037,2.99787600438
1531930512957296040,0.527315437794,-0.0640168637037,2.99787600438
1531930512977546568,0.527315437794,-0.0640168637037,2.99787600438
1531930512998570568,0.527315437794,-0.0640168637037,2.99787600438
1531930513018018024,0.527315437794,-0.0640168637037,2.99787600438
1531930513035509896,0.626823842525,0.0423399507999,2.94395907322
1531930513056152072,0.626823842525,0.0423399507999,2.94395907322
1531930513077083848,0.626823842525,0.0423399507999,2.94395907322
1531930513096459112,0.626823842525,0.0423399507999,2.94395907322
1531930513117282472,0.626823842525,0.0423399507999,2.94395907322
1531930513137058696,0.626823842525,0.0423399507999,2.94395907322
1531930513156957512,0.626823842525,0.0423399507999,2.94395907322
1531930513177717416,0.626823842525,0.0423399507999,2.94395907322
