%time,field.header.seq,field.header.stamp,field.header.frame_id,field.voltage,field.current,field.charge,field.capacity,field.design_capacity,field.percentage,field.power_supply_status,field.power_supply_health,field.power_supply_technology,field.present,field.location,field.serial_number
1531930511209591976,28155,1531930511206643016,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511232062920,28156,1531930511231851656,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511290019496,28157,1531930511289789352,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511315506600,28158,1531930511315331048,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511362679112,28159,1531930511362132808,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511426363560,28160,1531930511426089160,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511458771976,28161,1531930511458452648,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511523076552,28162,1531930511522868968,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511544803688,28163,1531930511544542664,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511602368680,28164,1531930511601704552,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511652995304,28165,1531930511652735272,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511728807688,28166,1531930511728405480,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511777089800,28167,1531930511776725256,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511808514856,28168,1531930511807561768,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511878417384,28169,1531930511878115432,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511948237000,28170,1531930511947974792,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511967410184,28171,1531930511967201576,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930511998918216,28172,1531930511998678280,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512061097512,28173,1531930512060728968,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512111340200,28174,1531930512110874472,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512176236392,28175,1531930512175944328,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512201772968,28176,1531930512201472136,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512254376680,28177,1531930512254147624,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512311611912,28178,1531930512311161768,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512354578120,28179,1531930512354326728,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512420389672,28180,1531930512417347336,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512466357064,28181,1531930512465766792,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512538434824,28182,1531930512538025960,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512568148328,28183,1531930512567892296,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512600501640,28184,1531930512600122152,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512667220712,28185,1531930512666984712,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512719270216,28186,1531930512719061544,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512782038984,28187,1531930512781456328,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512817169896,28188,1531930512816774920,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512842973096,28189,1531930512842774120,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512941373800,28190,1531930512941134824,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930512980638024,28191,1531930512980418728,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930513018798248,28192,1531930513018482728,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930513052033864,28193,1531930513051787720,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930513123882152,28194,1531930513123729704,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930513160937896,28195,1531930513160713512,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930513225033256,28196,1531930513224564776,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930513245241960,28197,1531930513244472456,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
1531930513302082088,28198,1531930513301548264,,0.0,0.00999999977648,nan,nan,nan,-0.00999999977648,2,0,0,1,,
