%time,field.data
1536681799008797120,334.09
1536681799242962880,337.18
1536681799502308832,340.52
1536681799735756064,344.27
1536681800050894848,350.37
1536681800270051488,354.19
1536681800505909152,357.99
1536681800756788864,1.93
1536681801019295168,6.81
1536681801241403520,10.73
1536681801465277824,13.81
1536681801719514592,17.57
1536681801957759584,21.64
1536681802228244320,24.51
1536681802445091744,26.1
1536681802677605824,27.04
1536681802900518784,27.65
1536681803156233216,27.11
1536681803389864768,27.39
1536681803662081696,28.69
1536681803904071328,30.3
1536681804129773440,32.02
1536681804394033216,33.23
1536681804625669152,33.83
1536681804871972640,35.99
1536681805120613472,39.13
1536681805356514816,42.35
1536681805619976960,47.1
1536681805869218560,51.64
1536681806109619392,55.71
1536681806341133184,60.9
1536681806576683392,65.62
1536681806791487584,70.89
1536681807038564512,76.67
1536681807301612992,82.71
1536681807503081888,86.73
1536681807768306816,92.39
1536681808007004672,96.98
1536681808215885152,99.37
1536681808476390912,101.39
1536681808721407648,102.45
1536681808936128864,102.95
1536681809203515968,102.78
1536681809452392960,101.84
1536681809690655680,100.85
1536681809943965120,99.68
1536681810238255520,98.17
1536681810458420640,96.14
1536681810697448544,93.69
1536681810941665600,91.94
1536681811190243328,90.01
1536681811441075552,87.18
1536681811703359968,85.7
1536681811927280672,85.58
1536681812151441984,85.48
1536681812394769952,85.27
1536681812616915904,84.21
1536681812865361152,82.18
1536681813147086688,81.23
1536681813378207424,82.46
1536681813582183968,83.48
1536681813890153568,83.66
1536681814061479008,83.55
1536681814310605696,84.8
1536681814556776288,85.76
1536681814749971968,85.32
1536681815055014752,83.74
1536681815248448064,82.91
1536681815506091840,82.54
1536681815737736160,83.13
1536681815966747424,83.92
1536681816199500896,83.64
1536681816479234560,83.52
1536681816711635232,83.5
1536681816986028928,83.84
1536681817191165856,84.11
1536681817411650080,84.3
1536681817647115936,84.48
1536681817880065376,84.45
1536681818162502336,84.41
1536681818410172864,84.54
1536681818650067872,84.72
1536681818914602560,84.41
1536681819169013152,84.09
1536681819425397632,84.32
1536681819641704928,84.52
1536681819926663616,84.46
1536681820139523936,84.37
1536681820399000640,84.69
1536681820651833184,84.89
1536681820884690784,85.23
1536681821099959744,85.19
1536681821337695744,84.64
1536681821636632032,84.52
1536681821848855648,84.8
1536681822057251808,85.25
1536681822300839840,85.81
1536681822537356512,85.78
1536681822819651456,85.34
1536681823040017120,84.85
1536681823285992416,84.68
1536681823528657120,85.34
1536681823764936224,86.45
1536681824029332064,88.37
1536681824284141984,90.64
1536681824520430208,93.25
1536681824743345824,95.88
1536681825011344992,99.42
1536681825268146496,104.36
1536681825501134816,108.72
1536681825750269184,114.27
1536681825996184512,120.9
1536681826261332320,126.73
1536681826530266976,133.24
1536681826734038624,138.67
1536681826998939360,144.71
1536681827230444384,150.95
1536681827484084544,158.58
1536681827735721376,164.77
1536681827969041344,171.29
1536681828240720928,176.79
1536681828462736800,181.13
1536681828764733120,186.43
1536681828940286400,189.65
1536681829222309536,193.34
1536681829458824096,194.9
1536681829675487168,195.74
1536681829930608864,196.35
1536681830165910784,196.6
1536681830389739104,196.13
1536681830650268448,195.44
1536681830888893312,195.22
1536681831091224448,195.23
1536681831357209312,193.77
1536681831585221248,191.21
1536681831856823200,188.75
1536681832062474144,187.84
1536681832350604384,186.35
1536681832549333344,184.49
1536681832754306112,182.97
1536681832995636832,181.55
1536681833240193824,179.67
1536681833486339488,177.74
1536681833742576000,176.91
1536681833995749728,176.63
1536681834197960992,176.14
1536681834451660256,175.46
1536681834657034656,175.82
1536681834912136736,176.64
1536681835151753120,177.04
1536681835440455872,176.11
1536681835652854944,176.2
1536681835908191104,177.27
1536681836167296992,178.7
1536681836469046144,178.62
1536681836676235168,178.87
1536681836919576704,180.79
1536681837133710112,184.18
1536681837372503584,188.64
1536681837604026336,192.35
1536681837860260512,196.22
1536681838132364576,200.88
1536681838346887200,205.11
1536681838581789600,210.39
1536681838821407104,217.05
1536681839057711776,222.48
1536681839311762496,229.5
1536681839588316352,238.97
1536681839821341504,245.11
1536681840075769632,251.51
1536681840292559936,257.77
1536681840523112992,263.86
1536681840790758016,270.57
1536681840998027392,275.88
1536681841253253568,280.91
1536681841473829312,284.45
1536681841692036640,287.05
1536681841914626208,289.84
1536681842161830272,291.81
1536681842422907808,292.08
1536681842706438240,291.89
1536681842932531488,291.71
1536681843164579040,291.42
1536681843419729088,290.9
1536681843657940832,289.22
1536681843833858208,287.66
1536681844084139488,285.53
1536681844330873760,283.76
1536681844545097056,282.38
1536681844794816896,280.96
1536681845016712000,279.58
1536681845271596352,277.49
1536681845503304416,275.47
1536681845757832416,273.58
1536681846003876640,271.79
1536681846256485504,270.43
1536681846471705536,269.93
1536681846654049632,269.91
1536681846888902752,270.39
1536681847141021888,270.5
1536681847404473600,270.16
1536681847647304320,269.97
1536681847872632128,270.47
1536681848101006176,271.33
1536681848337821056,272.34
1536681848599494272,272.89
1536681848819499136,272.64
1536681849071832864,272.35
1536681849297468736,272.76
1536681849555834144,273.67
1536681849815000640,274.09
1536681850056844992,273.61
1536681850329090816,273.6
1536681850525052864,273.35
1536681850763313472,272.8
1536681851045731616,271.68
1536681851254394656,270.57
1536681851488291168,270.1
1536681851750490976,270.11
1536681852009433664,270.68
1536681852242951744,271.27
1536681852490840448,272.21
1536681852719879104,273.45
1536681852955351008,274.16
1536681853232903712,274.16
1536681853464932800,274.81
1536681853746967264,275.34
1536681853960120928,275.75
1536681854214082624,275.89
1536681854468918528,276.48
1536681854771735840,276.69
1536681854973644000,276.48
1536681855210253280,276.47
1536681855467062112,276.45
1536681855687423424,276.5
1536681855970406688,276.51
1536681856201620128,276.06
1536681856497425056,275.06
1536681856707234656,274.67
1536681856971074272,274.34
1536681857198356768,274.08
1536681857435046048,273.75
1536681857696622240,273.45
1536681857970833088,273.09
1536681858188214208,273.13
1536681858435097568,273.49
1536681858699099328,274.35
1536681858919093408,275.33
1536681859180939072,276.85
1536681859440019456,279.11
1536681859675966624,281.3
1536681859915404000,284.3
1536681860132285920,287.47
1536681860399178240,291.68
1536681860649079424,295.33
1536681860903471200,299.13
1536681861132847136,303.3
1536681861387357856,307.1
1536681861646053120,311.13
1536681861893588512,314.96
1536681862168684352,319.71
1536681862386564448,323.12
1536681862637998752,326.71
1536681862831287744,329.82
1536681863121000480,334.34
1536681863327829536,337.89
1536681863557740000,341.64
1536681863820523328,345.54
1536681864083727264,349.14
1536681864307309568,351.88
1536681864529972000,354.4
1536681864756544096,356.89
1536681865020671872,359.1
1536681865254868384,1.2
1536681865500785920,2.78
1536681865751274656,4.04
1536681865980861984,4.4
1536681866244834880,2.74
1536681866464019744,1.36
1536681866740345024,1.44
1536681866991055840,1.85
1536681867182731424,1.78
1536681867446126496,0.63
1536681867648534112,359.23
1536681867888919648,357.98
1536681868142760608,357.77
1536681868399596416,357.58
1536681868624258784,357.62
1536681868854557184,357.8
1536681869098402464,358.31
1536681869330950432,359.03
1536681869573408288,359.24
1536681869798073728,359.21
1536681870051841472,359.51
1536681870275201536,359.69
1536681870555327648,359.54
1536681870732265792,359.43
1536681870992360800,358.74
1536681871214928992,357.88
1536681871460289216,356.33
1536681871715790880,356.39
1536681871976519200,358.24
1536681872194319072,359.73
1536681872445588544,359.08
1536681872684978848,356.9
1536681872950170720,354.91
1536681873193708608,354.07
1536681873440059552,353.95
1536681873695571168,353.92
1536681873934275392,354.34
1536681874172258368,355.07
1536681874434390560,356.23
1536681874636213344,356.83
1536681874891404768,359.34
1536681875109428096,2.11
1536681875351859904,4.52
1536681875597705664,7.15
1536681875822323552,10.41
1536681876051637792,13.87
1536681876276182784,17.65
1536681876524876160,22.29
1536681876732270016,26.29
1536681877006780896,30.64
1536681877246524480,35.47
1536681877502961376,39.94
1536681877743151424,44.81
1536681877999815808,49.75
1536681878248252800,54.44
1536681878507280768,58.67
1536681878729221184,61.93
1536681879006091808,66.54
1536681879256958496,70.6
1536681879492278816,74.87
1536681879746030848,78.41
1536681879977344928,81.38
1536681880255203744,84.24
1536681880499380448,86.73
1536681880736568608,88.82
1536681880982573184,90.05
1536681881224323008,90.87
1536681881454841408,91.86
1536681881713551104,93.07
1536681881912703328,93.5
1536681882161419104,93.2
1536681882407225152,92.43
1536681882631395616,91.67
1536681882943843040,90.98
1536681883126633600,90.53
1536681883401654080,89.37
1536681883660117440,88.15
1536681883886027456,86.64
1536681884175730656,85.15
1536681884398560288,84.41
1536681884630826496,83.58
1536681884878168832,82.47
1536681885142436192,81.33
1536681885379098848,80.68
1536681885588291264,80.22
1536681885870143488,79.39
1536681886084201216,79.48
1536681886336189184,80.32
1536681886537078272,81.21
1536681886828252320,81.7
1536681887059149568,81.81
1536681887345146720,83.88
1536681887569286592,85.73
1536681887821245824,86.99
1536681888049333984,86.61
1536681888297927776,86.18
1536681888535616704,86.63
1536681888814506496,87.22
1536681889036650688,87.67
1536681889311873024,88.36
1536681889533074976,87.9
1536681889854957344,86.68
1536681890037857632,85.82
1536681890265623904,85.24
1536681890538541504,85.42
1536681890741248384,86.03
1536681891008529440,86.25
1536681891248347968,85.38
1536681891528986112,83.97
1536681891737034336,83.13
1536681891969202080,84.03
1536681892169224256,84.82
1536681892424219104,84.88
1536681892659472896,83.76
1536681892929649120,83.22
1536681893143782656,83.51
1536681893417605504,83.02
1536681893656217120,82.32
1536681893895584320,81.57
1536681894158156032,82.22
1536681894379198784,83.21
1536681894636973952,83.62
1536681894851244480,83.66
1536681895120808288,83.78
1536681895362267040,83.9
1536681895603736672,83.54
1536681895838217152,83.39
1536681896109625376,83.28
1536681896343734720,83.55
1536681896566576288,83.98
1536681896814380672,84.56
1536681897031122784,85.11
1536681897293693440,85.52
1536681897551298880,86.06
1536681897796862912,87.1
1536681898018451904,88.5
1536681898245984192,90.48
1536681898486013984,92.69
1536681898729274784,95.66
1536681899012190112,99.24
1536681899242903328,102.77
1536681899492102080,106.87
1536681899732848672,112.1
1536681900029952640,118.61
1536681900259063264,123.54
1536681900458312704,128.65
1536681900699158880,135.11
1536681900928346304,140.87
1536681901169583040,148.5
1536681901408143008,155.43
1536681901640937856,160.5
1536681901840765152,166.22
1536681902079431520,172.47
1536681902320987488,178.33
1536681902553608512,185.34
1536681902835379584,191.51
1536681903051024320,195.57
1536681903325651488,199.85
1536681903513186496,201.13
1536681903761250464,201.34
1536681903997668192,200.62
1536681904208394336,200.0
1536681904439251872,199.07
1536681904698895296,197.94
1536681904937122208,196.36
1536681905194087520,194.39
1536681905440239968,191.08
1536681905697928608,188.06
1536681905935856480,185.25
1536681906187234368,182.67
1536681906440515296,180.16
