%time,field.header.seq,field.header.stamp,field.header.frame_id,field.airspeed,field.groundspeed,field.heading,field.throttle,field.altitude,field.climb
1536681798915997760,2387,1536681798915702272,,0.0,20.8979206085,332,0.0399999991059,437.679992676,-5.90029573441
1536681799395838592,2388,1536681799395601312,,0.0,20.7875480652,338,0.0399999991059,435.239990234,-5.01918315887
1536681799699680640,2389,1536681799699004320,,0.0,20.7149829865,343,0.0399999991059,433.819976807,-5.4721736908
1536681800149790784,2390,1536681800149264352,,0.0,20.4500579834,352,0.0599999986589,431.299987793,-5.96855974197
1536681800646953728,2391,1536681800646668160,,0.0,20.4929485321,0,0.0599999986589,428.239990234,-5.35296869278
1536681801044698336,2392,1536681801044248352,,0.0,20.9010238647,7,0.0500000007451,425.910003662,-6.86502170563
1536681801361425952,2393,1536681801361170880,,0.0,21.1856060028,12,0.0399999991059,424.109985352,-6.13093280792
1536681801771481856,2394,1536681801770995392,,0.0,21.5278606415,18,0.0299999993294,421.949981689,-6.07804107666
1536681802168006112,2395,1536681802167666912,,0.0,21.696439743,23,0.019999999553,419.899993896,-5.72650909424
1536681802521609056,2396,1536681802521252000,,0.0,21.7369041443,26,0.019999999553,418.0,-4.83108758926
1536681802819105792,2397,1536681802818482144,,0.0,21.6585350037,27,0.0399999991059,416.399993896,-7.6690735817
1536681803245331168,2398,1536681803243059872,,0.0,21.7042675018,27,0.0599999986589,413.660003662,-5.07822370529
1536681803554338112,2399,1536681803553962400,,0.0,21.8266677856,27,0.0900000035763,411.799987793,-5.51985502243
1536681804049550816,2400,1536681804048336672,,0.0,21.9287433624,31,0.119999997318,408.799987793,-7.43210363388
1536681804467698272,2401,1536681804466642464,,0.0,21.8546276093,33,0.15000000596,406.209991455,-5.3557009697
1536681804758270304,2402,1536681804757273440,,0.0,21.9788913727,34,0.20000000298,404.25,-6.6587767601
1536681805147947136,2403,1536681805147685728,,0.0,22.3598613739,39,0.230000004172,401.829986572,-6.67134618759
1536681805562862016,2404,1536681805562619584,,0.0,22.5443687439,45,0.360000014305,399.549987793,-5.02104854584
1536681805998228832,2405,1536681805996991968,,0.0,23.043050766,53,0.509999990463,397.339996338,-6.99807071686
1536681806384570656,2406,1536681806384329216,,0.0,23.6053771973,61,0.610000014305,395.839996338,-4.90322494507
1536681806705090784,2407,1536681806704832320,,0.0,24.0518665314,69,0.680000007153,395.109985352,-5.26304101944
1536681807151937824,2408,1536681807151671872,,0.0,24.6016674042,78,0.72000002861,394.630004883,-3.97719621658
1536681807555481088,2409,1536681807555072576,,0.0,24.8449001312,87,0.72000002861,394.739990234,0.0944793447852
1536681807861002912,2410,1536681807857947136,,0.0,24.6208209991,94,0.699999988079,395.350006104,0.872643232346
1536681808161854880,2411,1536681808160940448,,0.0,23.8421115875,98,0.639999985695,396.66998291,4.24523067474
1536681808555481280,2412,1536681808555146112,,0.0,22.6002082825,101,0.560000002384,398.789978027,6.70473575592
1536681809054806624,2413,1536681809053376576,,0.0,20.9538555145,102,0.460000008345,401.630004883,11.3053331375
1536681809317147712,2414,1536681809316842400,,0.0,20.1143951416,102,0.409999996424,403.049987793,7.00884866714
1536681809665329664,2415,1536681809660509632,,0.0,19.2107048035,101,0.34999999404,404.699981689,6.57838106155
1536681810048743328,2416,1536681810048173024,,0.0,18.4346084595,99,0.300000011921,406.119995117,5.58646774292
1536681810515450432,2417,1536681810515193024,,0.0,17.8057842255,95,0.289999991655,406.779998779,2.16651797295
1536681810877383584,2418,1536681810877169536,,0.0,17.4878425598,92,0.289999991655,406.759979248,0.432691603899
1536681811267567616,2419,1536681811267284000,,0.0,17.3547649384,89,0.300000011921,406.369995117,-0.366460084915
1536681811605999744,2420,1536681811605614080,,0.0,17.3319797516,85,0.330000013113,405.720001221,-2.45402431488
1536681811972346880,2421,1536681811972035040,,0.0,17.533870697,85,0.360000014305,404.819976807,-2.19086623192
1536681812438333984,2422,1536681812437952256,,0.0,18.0779056549,85,0.40000000596,403.600006104,-3.07603859901
1536681812776733248,2423,1536681812776327392,,0.0,18.4940757751,83,0.409999996424,403.139984131,-3.99434280396
1536681813062478336,2424,1536681813061806432,,0.0,18.7248497009,81,0.409999996424,403.039978027,-2.41168737411
1536681813501488128,2425,1536681813501183808,,0.0,18.6821403503,83,0.40000000596,402.929992676,-0.253954291344
1536681813767660864,2426,1536681813766175552,,0.0,18.6709022522,83,0.409999996424,402.679992676,0.526001691818
1536681814270689280,2427,1536681814270441088,,0.0,18.6198043823,84,0.40000000596,402.619995117,-1.13823413849
1536681814710733024,2428,1536681814709611168,,0.0,18.4061737061,85,0.389999985695,402.75,-0.242978453636
1536681815096127712,2429,1536681815085400256,,0.0,18.2171630859,83,0.389999985695,402.789978027,0.738051652908
1536681815457501792,2430,1536681815456951936,,0.0,18.0228347778,82,0.379999995232,402.839996338,0.124736517668
1536681815691536256,2431,1536681815685497696,,0.0,17.9199333191,82,0.379999995232,402.809997559,0.400060087442
1536681816123622880,2432,1536681816120506144,,0.0,17.785823822,83,0.389999985695,402.509979248,0.364208430052
1536681816576750336,2433,1536681816576486976,,0.0,17.8435688019,83,0.409999996424,401.869995117,-1.39607775211
1536681817146198848,2434,1536681817145873984,,0.0,18.0932483673,84,0.449999988079,400.970001221,-2.02391624451
1536681817423983040,2435,1536681817423630144,,0.0,18.2323150635,84,0.460000008345,400.569976807,-2.09419584274
1536681817712415776,2436,1536681817711964224,,0.0,18.2615203857,84,0.460000008345,400.350006104,-1.60658693314
1536681817954695968,2437,1536681817954445760,,0.0,18.2213764191,84,0.460000008345,400.289978027,-1.04385042191
1536681818307460960,2438,1536681818305607296,,0.0,18.115524292,84,0.460000008345,400.289978027,-0.0591018535197
1536681818748750688,2439,1536681818747302336,,0.0,17.9907226562,84,0.449999988079,400.329986572,0.667089521885
1536681819239649536,2440,1536681819239448608,,0.0,17.8563251495,84,0.449999988079,400.350006104,0.145134463906
1536681819585442272,2441,1536681819585170368,,0.0,17.8129062653,84,0.449999988079,400.299987793,-0.21019077301
1536681819983389376,2442,1536681819983205184,,0.0,17.8566799164,84,0.460000008345,400.119995117,0.0777018070221
1536681820459418816,2443,1536681820458878720,,0.0,17.9650840759,84,0.469999998808,399.809997559,-1.0588722229
1536681820795222752,2444,1536681820794083008,,0.0,18.0412082672,85,0.479999989271,399.639984131,-0.807981550694
1536681821195096928,2445,1536681821194730432,,0.0,18.0274982452,84,0.479999989271,399.589996338,-0.226985752583
1536681821515646016,2446,1536681821514800352,,0.0,17.9141902924,84,0.469999998808,399.699981689,-0.00422849552706
1536681821957300384,2447,1536681821957032256,,0.0,17.7553501129,85,0.460000008345,399.839996338,-0.0148462131619
1536681822394704384,2448,1536681822394004544,,0.0,17.6763687134,85,0.469999998808,399.769989014,0.00176787213422
1536681822773369792,2449,1536681822773133856,,0.0,17.6654186249,85,0.469999998808,399.66998291,0.229953587055
1536681823168667872,2450,1536681823168367808,,0.0,17.6689052582,84,0.469999998808,399.589996338,-0.410924494267
1536681823660557824,2451,1536681823660328096,,0.0,17.7467746735,86,0.479999989271,399.479980469,-0.102555938065
1536681823990414304,2452,1536681823990081600,,0.0,17.86419487,88,0.490000009537,399.399993896,0.738083958626
1536681824371227360,2453,1536681824370881696,,0.0,18.1049861908,91,0.509999990463,399.25,-0.301514804363
1536681824831842016,2454,1536681824831411008,,0.0,18.5577068329,96,0.540000021458,398.989990234,-2.06195425987
1536681825305179104,2455,1536681825304955680,,0.0,19.1363239288,105,0.579999983311,398.679992676,-0.793857574463
1536681825673268352,2456,1536681825672893888,,0.0,19.7340526581,112,0.600000023842,398.339996338,-1.20833146572
1536681826129661408,2457,1536681826129377696,,0.0,20.5027484894,124,0.620000004768,398.0,-3.03146839142
1536681826476739744,2458,1536681826475825024,,0.0,20.9654750824,131,0.639999985695,397.869995117,-0.813802957535
1536681826894901536,2459,1536681826894632096,,0.0,21.4901237488,142,0.649999976158,397.769989014,1.27943253517
1536681827119540576,2460,1536681827118833632,,0.0,21.7231273651,147,0.660000026226,397.739990234,0.105079419911
1536681827556092064,2461,1536681827553132832,,0.0,21.9722671509,160,0.649999976158,397.869995117,-0.68507951498
1536681827866099392,2462,1536681827865840544,,0.0,21.9278030396,168,0.629999995232,398.199981689,0.944992005825
1536681828313432512,2463,1536681828312673184,,0.0,21.6123809814,178,0.569999992847,398.970001221,1.96681773663
1536681828818570880,2464,1536681828817696832,,0.0,20.9334602356,187,0.5,399.789978027,3.35465693474
1536681829274413056,2465,1536681829266216768,,0.0,20.0436096191,193,0.439999997616,400.959991455,2.94492602348
1536681829616497152,2466,1536681829616273696,,0.0,19.4777393341,195,0.370000004768,402.039978027,3.78735303879
1536681830062601760,2467,1536681830062257216,,0.0,18.7659358978,196,0.319999992847,403.269989014,3.56305480003
1536681830566406848,2468,1536681830566013824,,0.0,18.1723079681,195,0.280000001192,404.130004883,2.13551282883
1536681830992537024,2469,1536681830992339584,,0.0,18.0146446228,195,0.280000001192,404.239990234,1.30294394493
1536681831396825984,2470,1536681831396532160,,0.0,18.0676059723,193,0.289999991655,403.940002441,-1.07833969593
1536681831752279296,2471,1536681831749879552,,0.0,18.2441329956,189,0.300000011921,403.549987793,-2.06600117683
1536681832235699328,2472,1536681832235034528,,0.0,18.5454063416,187,0.330000013113,402.75,-2.26852154732
1536681832647006976,2473,1536681832646439008,,0.0,18.8935852051,183,0.34999999404,401.989990234,-1.69672822952
1536681832996155104,2474,1536681832991297376,,0.0,19.1803321838,181,0.370000004768,401.429992676,-2.20795965195
1536681833308839616,2475,1536681833308578208,,0.0,19.3639602661,179,0.379999995232,401.139984131,-2.39755630493
1536681833645288672,2476,1536681833644261696,,0.0,19.4183769226,177,0.370000004768,401.109985352,-1.77872204781
1536681833943704512,2477,1536681833943288800,,0.0,19.2974720001,176,0.34999999404,401.299987793,0.596927404404
1536681834319989696,2478,1536681834316218016,,0.0,19.0730552673,175,0.340000003576,401.519989014,1.35900139809
1536681834637159776,2479,1536681834634181088,,0.0,18.8897094727,175,0.340000003576,401.569976807,0.0536122769117
1536681835040111552,2480,1536681835039090752,,0.0,18.7966651917,176,0.34999999404,401.350006104,-0.0635802596807
1536681835412108000,2481,1536681835411574464,,0.0,18.7380619049,176,0.370000004768,400.989990234,-0.6607593894
1536681835831252448,2482,1536681835829814848,,0.0,18.7735958099,176,0.389999985695,400.529998779,-1.63991248608
1536681836231313280,2483,1536681836230975296,,0.0,18.8797836304,178,0.419999986887,399.929992676,-0.954622805119
1536681836588135488,2484,1536681836587796832,,0.0,19.1902484894,178,0.449999988079,399.389984131,-2.13207364082
1536681836874165824,2485,1536681836873717376,,0.0,19.3919696808,180,0.460000008345,399.059997559,-1.80621385574
