%time,field.header.seq,field.header.stamp,field.header.frame_id,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.magnetic_field_covariance0,field.magnetic_field_covariance1,field.magnetic_field_covariance2,field.magnetic_field_covariance3,field.magnetic_field_covariance4,field.magnetic_field_covariance5,field.magnetic_field_covariance6,field.magnetic_field_covariance7,field.magnetic_field_covariance8
1536681798893451744,8151,1536681798892837440,base_link,245000.0,-218000.0,-375000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681798980177984,8152,1536681798979527168,base_link,245000.0,-213000.0,-383000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799090064000,8153,1536681799088847136,base_link,246000.0,-211000.0,-386000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799178198496,8154,1536681799177591840,base_link,244000.0,-206000.0,-389000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799280723456,8155,1536681799280176480,base_link,241000.0,-204000.0,-393000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799395048704,8156,1536681799393658432,base_link,244000.0,-200000.0,-396000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799496716128,8157,1536681799495713408,base_link,242000.0,-198000.0,-398000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799619576704,8158,1536681799618812576,base_link,249000.0,-189000.0,-397000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799697649824,8159,1536681799697125600,base_link,251000.0,-186000.0,-394000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799780752800,8160,1536681799780322144,base_link,251000.0,-186000.0,-394000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681799886543968,8161,1536681799885909504,base_link,256000.0,-184000.0,-392000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800027576448,8162,1536681800026999296,base_link,257000.0,-185000.0,-387000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800120048992,8163,1536681800119427648,base_link,261000.0,-181000.0,-391000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800235290720,8164,1536681800234648448,base_link,262000.0,-183000.0,-386000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800303930208,8165,1536681800300332640,base_link,263000.0,-181000.0,-388000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800394753632,8166,1536681800393800896,base_link,264000.0,-183000.0,-390000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800503107040,8167,1536681800502227328,base_link,258000.0,-180000.0,-396000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800633634336,8168,1536681800633178880,base_link,250000.0,-174000.0,-407000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800684865184,8169,1536681800684355968,base_link,250000.0,-174000.0,-407000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800796805984,8170,1536681800796251424,base_link,247000.0,-166000.0,-415000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681800882217280,8171,1536681800881653664,base_link,243000.0,-159000.0,-423000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681801030261312,8172,1536681801029667264,base_link,236000.0,-139000.0,-434000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681801110840928,8173,1536681801110507904,base_link,238000.0,-135000.0,-432000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681801183450336,8174,1536681801182364608,base_link,238000.0,-135000.0,-432000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681801282715360,8175,1536681801280675552,base_link,234000.0,-127000.0,-438000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681801382730368,8176,1536681801382239456,base_link,235000.0,-114000.0,-445000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681801484845248,8177,1536681801484391840,base_link,232000.0,-102000.0,-453000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536681801656742112,8178,1536681801656009568,base_link,222000.0,-75000.0,-469000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
